dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,9,within,within_fold0,1,1.0,0.3,50,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,312,74.0,
WAUC,9,within,within_fold0,1,2.0,0.3,50,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,324,79.0,
WAUC,9,within,within_fold0,2,0.1,0.3,50,inf,4,False,4.0,workload,0.552527051088892,0.7768595041322314,121,100,339,82.0,
WAUC,9,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.5034199726402189,0.7520661157024794,121,100,339,84.0,
WAUC,9,within,within_fold0,2,1.0,0.3,50,inf,4,False,4.0,workload,0.5857866630151992,0.7933884297520661,121,100,339,82.0,
WAUC,9,within,within_fold0,2,2.0,0.3,50,inf,4,False,4.0,workload,0.4524886877828054,0.7272727272727273,121,100,339,96.0,
WAUC,9,within,within_fold0,3,0.1,0.3,50,inf,4,False,4.0,workload,0.6036036036036037,0.8016528925619835,121,100,339,83.0,
WAUC,9,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.5699835975943138,0.7851239669421488,121,100,339,74.0,
WAUC,9,within,within_fold0,3,1.0,0.3,50,inf,4,False,4.0,workload,0.5049099836333879,0.7520661157024794,121,100,339,78.0,
WAUC,9,within,within_fold0,3,2.0,0.3,50,inf,4,False,4.0,workload,0.6036036036036037,0.8016528925619835,121,100,339,87.0,
WAUC,9,within,within_fold0,42,0.1,0.3,50,inf,4,False,4.0,workload,0.569159134483703,0.7851239669421488,121,100,339,92.0,
WAUC,9,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.5688048245614035,0.7851239669421488,121,100,339,101.0,
WAUC,9,within,within_fold0,42,1.0,0.3,50,inf,4,False,4.0,workload,0.569041095890411,0.7851239669421488,121,100,339,96.0,
WAUC,9,within,within_fold0,42,2.0,0.3,50,inf,4,False,4.0,workload,0.569041095890411,0.7851239669421488,121,100,339,86.0,
WAUC,10,within,within_fold0,0,0.1,0.3,50,inf,4,False,4.0,workload,0.6538416559466729,0.827027027027027,185,100,516,114.0,
WAUC,10,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.5568215016067777,0.7783783783783784,185,100,516,96.0,
WAUC,10,within,within_fold0,0,1.0,0.3,50,inf,4,False,4.0,workload,0.5892731946716523,0.7945945945945946,185,100,516,103.0,
WAUC,10,within,within_fold0,0,2.0,0.3,50,inf,4,False,4.0,workload,0.4268428128836149,0.7135135135135136,185,100,516,116.0,
WAUC,10,within,within_fold0,1,0.1,0.3,50,inf,4,False,4.0,workload,0.5464627597478403,0.772972972972973,185,100,516,113.0,
WAUC,10,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.5244771585465591,0.7621621621621621,185,100,516,119.0,
WAUC,10,within,within_fold0,1,1.0,0.3,50,inf,4,False,4.0,workload,0.5676054692064976,0.7837837837837838,185,100,516,136.0,
WAUC,10,within,within_fold0,1,2.0,0.3,50,inf,4,False,4.0,workload,0.5139821355595773,0.7567567567567568,185,100,516,139.0,
WAUC,10,within,within_fold0,2,0.1,0.3,50,inf,4,False,4.0,workload,0.6646787113371924,0.8324324324324325,185,100,516,125.0,
WAUC,10,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.6540843753651981,0.827027027027027,185,100,516,119.0,
WAUC,10,within,within_fold0,2,1.0,0.3,50,inf,4,False,4.0,workload,0.5136982300368012,0.7567567567567568,185,100,516,116.0,
WAUC,10,within,within_fold0,2,2.0,0.3,50,inf,4,False,4.0,workload,0.45963313471199907,0.7297297297297297,185,100,516,115.0,
WAUC,10,within,within_fold0,3,0.1,0.3,50,inf,4,False,4.0,workload,0.5140956049728593,0.7567567567567568,185,100,516,102.0,
WAUC,10,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.513868613138686,0.7567567567567568,185,100,516,123.0,
WAUC,10,within,within_fold0,3,1.0,0.3,50,inf,4,False,4.0,workload,0.41674451191032225,0.7081081081081081,185,100,516,127.0,
