subject,fbcsp_lda,bandpower_lda,eegnet_seed42,eegnet_seed7
1,0.48275862068965514,0.48275862068965514,0.6551724137931034,0.2068965517241379
2,0.1724137931034483,-0.17241379310344818,0.5517241379310345,0.5517241379310345
3,0.7241379310344828,0.896551724137931,0.896551724137931,0.9310344827586207
4,0.24137931034482762,0.6551724137931034,0.5862068965517242,0.48275862068965514
5,0.6551724137931034,0.1724137931034483,0.9655172413793104,0.896551724137931
6,0.1724137931034483,0.31034482758620685,0.5862068965517242,0.5517241379310345
7,0.8275862068965517,0.31034482758620685,0.8275862068965517,0.8620689655172413
8,0.8620689655172413,0.896551724137931,0.9655172413793104,0.896551724137931
9,0.5517241379310345,0.7241379310344828,0.9310344827586207,0.9310344827586207
