dataset,task,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI,nback,nearear,fixed,fbcsp,lda,21,-1,-0.0128573034572123,0.3207171314741036,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,21,-1,-0.0726936511197862,0.2749003984063745,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,21,-1,-0.0393746830156032,0.3087649402390438,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,21,-1,-0.0664400658558606,0.2828685258964143,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,21,-1,0.0921111928085195,0.3924302788844621,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,21,-1,0.0035492300126208,0.3326693227091633,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,21,-1,0.0381601504339212,0.3565737051792829,251,502,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,21,-1,0.0435832199278148,0.3585657370517928,251,502,2,0,0.0,
COGBCI,nback,nearear,ccb,,,21,0,-0.0439601389606798,0.3107569721115538,251,502,2,77,75.0,
COGBCI,nback,nearear,ccb,,,21,1,0.000710934167496,0.3306772908366533,251,502,2,84,94.0,
COGBCI,nback,nearear,ccb,,,21,2,-0.1115113011029498,0.2529880478087649,251,502,2,89,66.0,
COGBCI,nback,nearear,ccb,,,21,3,-0.0165352632461837,0.3266932270916334,251,502,2,68,80.0,
COGBCI,nback,nearear,ccb,,,21,42,-0.0745682198047092,0.2729083665338645,251,502,2,87,76.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,22,-1,0.1475800911759196,0.4338085539714867,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,22,-1,0.1202680752396184,0.4114052953156822,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,22,-1,0.1129040269206411,0.4073319755600815,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,22,-1,0.1024377850485822,0.3991853360488798,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,22,-1,-0.0173411483610841,0.3217922606924643,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,22,-1,0.0592582455179964,0.3727087576374745,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,22,-1,0.013381525904544,0.3421588594704684,278,491,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,22,-1,0.0434194525103617,0.3604887983706721,278,491,2,0,0.0,
COGBCI,nback,nearear,ccb,,,22,0,0.0807067575945443,0.384928716904277,278,491,2,94,111.0,
COGBCI,nback,nearear,ccb,,,22,1,0.0695095127437211,0.3788187372708758,278,491,2,73,92.0,
COGBCI,nback,nearear,ccb,,,22,2,0.1222891192353049,0.4134419551934827,278,491,2,58,108.0,
COGBCI,nback,nearear,ccb,,,22,3,0.0941298196187935,0.3971486761710794,278,491,2,82,89.0,
COGBCI,nback,nearear,ccb,,,22,42,0.058223371819863,0.3747454175152749,278,491,2,87,98.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,23,-1,-0.0027400572188418,0.3354430379746835,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,23,-1,0.0975635734256422,0.3966244725738396,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,23,-1,0.0153182451715669,0.339662447257384,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,23,-1,0.0444696615713235,0.3628691983122363,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,23,-1,0.0826337075052388,0.3881856540084388,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,23,-1,0.0695457094784071,0.379746835443038,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,23,-1,0.0007471847147353,0.3333333333333333,245,474,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,23,-1,0.0852109572208941,0.390295358649789,245,474,2,0,0.0,
COGBCI,nback,nearear,ccb,,,23,0,0.0237063810561564,0.3459915611814346,245,474,2,94,68.0,
COGBCI,nback,nearear,ccb,,,23,1,0.0826337075052388,0.3881856540084388,245,474,2,83,71.0,
COGBCI,nback,nearear,ccb,,,23,2,0.1261015414925054,0.4156118143459915,245,474,2,90,68.0,
COGBCI,nback,nearear,ccb,,,23,3,0.0928350234579551,0.3924050632911392,245,474,2,100,59.0,
COGBCI,nback,nearear,ccb,,,23,42,-0.0208411364974048,0.3206751054852321,245,474,2,100,73.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,24,-1,0.0,0.3333333333333333,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,24,-1,0.0,0.3333333333333333,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,24,-1,0.0216049382716049,0.3477366255144033,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,24,-1,-0.0030864197530864,0.331275720164609,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,24,-1,0.0679012345679012,0.3786008230452675,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,24,-1,-0.0092592592592593,0.3271604938271605,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,24,-1,0.0216049382716049,0.3477366255144033,265,486,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,24,-1,0.058641975308642,0.3724279835390947,265,486,2,0,0.0,
COGBCI,nback,nearear,ccb,,,24,0,-0.0246913580246914,0.3168724279835391,265,486,2,40,78.0,
COGBCI,nback,nearear,ccb,,,24,1,-0.0462962962962962,0.3024691358024691,265,486,2,96,89.0,
COGBCI,nback,nearear,ccb,,,24,2,-0.0123456790123459,0.3251028806584362,265,486,2,42,75.0,
COGBCI,nback,nearear,ccb,,,24,3,0.015432098765432,0.3436213991769547,265,486,2,49,78.0,
COGBCI,nback,nearear,ccb,,,24,42,-0.0370370370370369,0.3086419753086419,265,486,2,64,96.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,25,-1,0.0030643513789581,0.3360655737704918,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,25,-1,-0.0014965616968609,0.3340163934426229,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,25,-1,0.0120772185188221,0.3422131147540984,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,25,-1,-0.0030516254318933,0.3319672131147541,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,25,-1,-0.00922440589908,0.3278688524590163,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,25,-1,0.0341932596733836,0.3565573770491803,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,25,-1,-0.0341323540508591,0.3094262295081967,258,488,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,25,-1,0.0463222129762717,0.3647540983606557,258,488,2,0,0.0,
COGBCI,nback,nearear,ccb,,,25,0,0.0031837697094257,0.3360655737704918,258,488,2,95,87.0,
COGBCI,nback,nearear,ccb,,,25,1,0.0030894944578252,0.3360655737704918,258,488,2,83,88.0,
COGBCI,nback,nearear,ccb,,,25,2,0.0468328265940164,0.3668032786885246,258,488,2,86,75.0,
COGBCI,nback,nearear,ccb,,,25,3,-0.0178326128873709,0.3217213114754098,258,488,2,99,91.0,
COGBCI,nback,nearear,ccb,,,25,42,0.0942424242424241,0.3975409836065574,258,488,2,94,86.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,26,-1,-0.0376735977902247,0.3043478260869565,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,26,-1,0.0201021426925736,0.3436853002070393,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,26,-1,-0.0227813603562103,0.3146997929606625,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,26,-1,-0.0226635962387258,0.3146997929606625,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,26,-1,0.1238221606861273,0.4140786749482402,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,26,-1,0.1180371352785146,0.4099378881987577,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,26,-1,0.0657879568074395,0.3747412008281574,257,483,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,26,-1,0.0684876210979548,0.3768115942028985,257,483,2,0,0.0,
COGBCI,nback,nearear,ccb,,,26,0,0.0436562860438292,0.3602484472049689,257,483,2,88,94.0,
COGBCI,nback,nearear,ccb,,,26,1,-0.0494229515739426,0.2960662525879917,257,483,2,91,96.0,
COGBCI,nback,nearear,ccb,,,26,2,-0.0011515430677109,0.3291925465838509,257,483,2,94,90.0,
COGBCI,nback,nearear,ccb,,,26,3,-0.0016898379291803,0.3291925465838509,257,483,2,96,81.0,
COGBCI,nback,nearear,ccb,,,26,42,0.0301578137028483,0.3519668737060041,257,483,2,100,80.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,27,-1,0.0343615362249888,0.3550420168067227,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,27,-1,-0.0001321457832281,0.3319327731092437,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,27,-1,0.0012179300484524,0.3340336134453781,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,27,-1,-0.0001321457832279,0.3319327731092437,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,27,-1,0.0529373532649786,0.3697478991596639,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,27,-1,0.0481260760164217,0.3655462184873949,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,27,-1,-0.0212157330154947,0.3193277310924369,245,476,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,27,-1,0.0450247636199911,0.3634453781512605,245,476,2,0,0.0,
COGBCI,nback,nearear,ccb,,,27,0,0.028263368612994,0.3508403361344537,245,476,2,100,83.0,
COGBCI,nback,nearear,ccb,,,27,1,-0.0943540821584767,0.2689075630252101,245,476,2,100,92.0,
COGBCI,nback,nearear,ccb,,,27,2,-0.0063690900922328,0.3277310924369748,245,476,2,100,94.0,
COGBCI,nback,nearear,ccb,,,27,3,0.1383420099891651,0.4243697478991596,245,476,2,100,75.0,
COGBCI,nback,nearear,ccb,,,27,42,0.0298057070252527,0.3529411764705882,245,476,2,100,95.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,28,-1,0.0028302891027606,0.3285420944558521,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,28,-1,0.0031902863676851,0.3347022587268994,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,28,-1,-0.0283652179394244,0.3121149897330595,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,28,-1,-0.0001502704868765,0.3264887063655031,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,28,-1,0.0272907697087674,0.3531827515400411,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,28,-1,-0.0251011378002528,0.3162217659137577,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,28,-1,-0.0548514413817058,0.2956878850102669,258,487,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,28,-1,-0.0278027019171225,0.3141683778234086,258,487,2,0,0.0,
COGBCI,nback,nearear,ccb,,,28,0,0.041459150820002,0.3572895277207392,258,487,2,95,87.0,
COGBCI,nback,nearear,ccb,,,28,1,0.0177330953052083,0.3388090349075975,258,487,2,83,88.0,
COGBCI,nback,nearear,ccb,,,28,2,0.0480519234053858,0.3655030800821355,258,487,2,86,75.0,
COGBCI,nback,nearear,ccb,,,28,3,0.042839843527107,0.3634496919917864,258,487,2,99,91.0,
COGBCI,nback,nearear,ccb,,,28,42,0.0759942200163346,0.3798767967145791,258,487,2,94,86.0,
COGBCI,nback,nearear,fixed,fbcsp,lda,29,-1,-0.0066658635505763,0.3276955602536998,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,svm,29,-1,0.0087376300601257,0.3382663847780127,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,decision_tree,29,-1,0.0138170067844788,0.3424947145877378,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,fbcsp,random_forest,29,-1,-0.0107379223493473,0.3255813953488372,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,lda,29,-1,0.0160777314025741,0.3446088794926004,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,svm,29,-1,-0.0031306806705715,0.3340380549682875,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,decision_tree,29,-1,0.001534605693454,0.3340380549682875,251,473,2,0,0.0,
COGBCI,nback,nearear,fixed,bandpower,random_forest,29,-1,0.092763731473409,0.3953488372093023,251,473,2,0,0.0,
COGBCI,nback,nearear,ccb,,,29,0,0.0612688238370456,0.3742071881606765,251,473,2,61,85.0,
COGBCI,nback,nearear,ccb,,,29,1,0.0306725794530671,0.3551797040169133,251,473,2,90,89.0,
COGBCI,nback,nearear,ccb,,,29,2,0.1264186295503211,0.4164904862579281,251,473,2,89,93.0,
COGBCI,nback,nearear,ccb,,,29,3,0.0129170357248301,0.3424947145877378,251,473,2,70,85.0,
COGBCI,nback,nearear,ccb,,,29,42,0.0542285085482701,0.3699788583509514,251,473,2,74,86.0,
COGBCI,nback,full,fixed,fbcsp,lda,1,-1,-0.0056386947386475,0.3320754716981132,299,530,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,1,-1,0.0116800957490008,0.3415094339622641,299,530,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,1,-1,0.0,0.3358490566037735,299,530,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,1,-1,0.0,0.3358490566037735,299,530,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,1,-1,-0.0037664582488636,0.330188679245283,299,530,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,1,-1,0.0697885325309944,0.3792452830188679,299,530,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,1,-1,0.0518530385560183,0.3679245283018867,299,530,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,1,-1,0.0610258490042476,0.3735849056603773,299,530,62,0,0.0,
COGBCI,nback,full,ccb,,,1,0,0.0367231638418079,0.3566037735849056,299,530,62,100,12.0,
COGBCI,nback,full,ccb,,,1,1,0.0254237288135593,0.3490566037735849,299,530,62,100,12.0,
COGBCI,nback,full,ccb,,,1,2,0.0480225988700564,0.3641509433962264,299,530,62,100,12.0,
COGBCI,nback,full,ccb,,,1,3,0.0028035988401843,0.3339622641509434,299,530,62,100,11.0,
COGBCI,nback,full,ccb,,,1,42,0.0,0.3358490566037735,299,530,62,100,14.0,
COGBCI,nback,full,fixed,fbcsp,lda,2,-1,-0.0027855153203344,0.33125,297,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,2,-1,-0.0607734806629833,0.2916666666666667,297,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,2,-1,-0.0691537168983078,0.2875,297,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,2,-1,-0.0433696048315717,0.3041666666666666,297,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,2,-1,0.0979097909790978,0.4020833333333333,297,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,2,-1,0.165381095568048,0.4458333333333333,297,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,2,-1,0.1548744701662863,0.4375,297,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,2,-1,0.1731697768497977,0.45,297,480,62,0,0.0,
COGBCI,nback,full,ccb,,,2,0,-0.0031903118692622,0.33125,297,480,62,100,26.0,
COGBCI,nback,full,ccb,,,2,1,-0.0282563392313963,0.3104166666666667,297,480,62,100,29.0,
COGBCI,nback,full,ccb,,,2,2,0.0030668892425949,0.33125,297,480,62,100,15.0,
COGBCI,nback,full,ccb,,,2,3,0.2655655380752482,0.5125,297,480,62,100,19.0,
COGBCI,nback,full,ccb,,,2,42,0.1228274816283682,0.4125,297,480,62,100,15.0,
COGBCI,nback,full,fixed,fbcsp,lda,3,-1,-0.0032226689145378,0.325678496868476,302,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,3,-1,-0.0031511174796245,0.325678496868476,302,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,3,-1,0.0153300433832446,0.3382045929018789,302,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,3,-1,0.0,0.3277661795407098,302,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,3,-1,-0.0005319286956071,0.3277661795407098,302,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,3,-1,0.0112749011742253,0.336116910229645,302,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,3,-1,-0.0548536089439186,0.2922755741127348,302,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,3,-1,-0.0477318604002101,0.2964509394572025,302,479,62,0,0.0,
COGBCI,nback,full,ccb,,,3,0,-0.0038345249990268,0.325678496868476,302,479,62,100,11.0,
COGBCI,nback,full,ccb,,,3,1,0.0032208466983006,0.3444676409185804,302,479,62,100,14.0,
COGBCI,nback,full,ccb,,,3,2,0.0014157958656163,0.3298538622129436,302,479,62,100,20.0,
COGBCI,nback,full,ccb,,,3,3,0.0014094940899583,0.336116910229645,302,479,62,100,11.0,
COGBCI,nback,full,ccb,,,3,42,0.0014553178099433,0.336116910229645,302,479,62,100,19.0,
COGBCI,nback,full,fixed,fbcsp,lda,4,-1,0.0731654831073811,0.3813559322033898,300,472,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,4,-1,0.0095637787014245,0.3389830508474576,300,472,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,4,-1,-0.0106521944059145,0.326271186440678,300,472,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,4,-1,0.0031209642703401,0.3347457627118644,300,472,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,4,-1,0.0201132380695605,0.3474576271186441,300,472,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,4,-1,0.0750956203199912,0.3834745762711864,300,472,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,4,-1,-0.0304149204252968,0.3135593220338983,300,472,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,4,-1,0.0815513062213844,0.3877118644067797,300,472,62,0,0.0,
COGBCI,nback,full,ccb,,,4,0,0.0,0.3347457627118644,300,472,62,100,18.0,
COGBCI,nback,full,ccb,,,4,1,0.0624488316847627,0.3728813559322034,300,472,62,100,22.0,
COGBCI,nback,full,ccb,,,4,2,0.0337865954333731,0.3538135593220339,300,472,62,100,20.0,
COGBCI,nback,full,ccb,,,4,3,0.0,0.3347457627118644,300,472,62,100,13.0,
COGBCI,nback,full,ccb,,,4,42,0.0,0.3305084745762712,300,472,62,100,19.0,
COGBCI,nback,full,fixed,fbcsp,lda,5,-1,0.0716318140140198,0.3797216699801193,261,503,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,5,-1,0.1214025646018848,0.4115308151093439,261,503,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,5,-1,0.0561843120954812,0.3717693836978131,261,503,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,5,-1,0.2643619393002586,0.510934393638171,261,503,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,5,-1,0.1293863808801213,0.4194831013916501,261,503,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,5,-1,0.1686296426214497,0.4473161033797216,261,503,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,5,-1,0.0272979414182391,0.3499005964214712,261,503,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,5,-1,0.0745884224145094,0.3836978131212724,261,503,62,0,0.0,
COGBCI,nback,full,ccb,,,5,0,0.1762740731036289,0.4532803180914513,261,503,62,98,11.0,
COGBCI,nback,full,ccb,,,5,1,-0.0029790511214724,0.3359840954274354,261,503,62,95,9.0,
COGBCI,nback,full,ccb,,,5,2,0.0457445042566813,0.3638170974155069,261,503,62,96,18.0,
COGBCI,nback,full,ccb,,,5,3,-0.0029790511214724,0.3359840954274354,261,503,62,96,19.0,
COGBCI,nback,full,ccb,,,5,42,-0.0029790511214724,0.3359840954274354,261,503,62,100,10.0,
COGBCI,nback,full,fixed,fbcsp,lda,6,-1,0.0062499999999999,0.3375,253,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,6,-1,0.0125000000000001,0.3416666666666667,253,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,6,-1,0.0687499999999999,0.3791666666666666,253,480,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,6,-1,0.003125,0.3354166666666666,253,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,6,-1,0.025,0.35,253,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,6,-1,-0.015625,0.3229166666666667,253,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,6,-1,-0.1,0.2666666666666666,253,480,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,6,-1,-0.0093749999999999,0.3270833333333333,253,480,62,0,0.0,
COGBCI,nback,full,ccb,,,6,0,0.0,0.3333333333333333,253,480,62,88,36.0,
COGBCI,nback,full,ccb,,,6,1,-0.0562499999999999,0.2958333333333333,253,480,62,70,58.0,
COGBCI,nback,full,ccb,,,6,2,-0.00625,0.3291666666666666,253,480,62,99,9.0,
COGBCI,nback,full,ccb,,,6,3,-0.0093749999999999,0.3270833333333333,253,480,62,100,49.0,
COGBCI,nback,full,ccb,,,6,42,0.0062499999999999,0.3375,253,480,62,99,26.0,
COGBCI,nback,full,fixed,fbcsp,lda,7,-1,0.0262187421065925,0.3524590163934426,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,7,-1,0.012964824120603,0.3401639344262295,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,7,-1,0.0,0.3340163934426229,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,7,-1,0.1897256569265022,0.4590163934426229,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,7,-1,0.0018691353518316,0.3340163934426229,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,7,-1,-0.0080542763469593,0.3299180327868852,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,7,-1,-0.0162381171082184,0.3217213114754098,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,7,-1,-0.0148223529932305,0.3258196721311475,258,488,62,0,0.0,
COGBCI,nback,full,ccb,,,7,0,0.0187543471387922,0.3483606557377049,258,488,62,92,25.0,
COGBCI,nback,full,ccb,,,7,1,0.1568326995957951,0.4385245901639344,258,488,62,98,7.0,
COGBCI,nback,full,ccb,,,7,2,-0.0207146817196712,0.319672131147541,258,488,62,100,10.0,
COGBCI,nback,full,ccb,,,7,3,0.1198168597501372,0.4139344262295082,258,488,62,100,11.0,
COGBCI,nback,full,ccb,,,7,42,0.0439871244905543,0.3627049180327868,258,488,62,95,8.0,
COGBCI,nback,full,fixed,fbcsp,lda,8,-1,0.0,0.3387423935091277,255,493,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,8,-1,0.0,0.3387423935091277,255,493,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,8,-1,0.0031171061309308,0.3407707910750507,255,493,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,8,-1,-0.1100160027787771,0.2636916835699797,255,493,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,8,-1,-0.1251809151523399,0.2515212981744422,255,493,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,8,-1,0.0617994884025555,0.3752535496957404,255,493,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,8,-1,0.0744336770100129,0.385395537525355,255,493,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,8,-1,0.1136216196178012,0.40973630831643,255,493,62,0,0.0,
COGBCI,nback,full,ccb,,,8,0,-0.0900715536037832,0.2697768762677485,255,493,62,100,11.0,
COGBCI,nback,full,ccb,,,8,1,-0.1086411560864115,0.2576064908722109,255,493,62,100,5.0,
COGBCI,nback,full,ccb,,,8,2,0.1391365730420568,0.4279918864097363,255,493,62,100,17.0,
COGBCI,nback,full,ccb,,,8,3,0.0298278401425795,0.3549695740365111,255,493,62,100,18.0,
COGBCI,nback,full,ccb,,,8,42,-0.0389405324371316,0.3042596348884381,255,493,62,99,7.0,
COGBCI,nback,full,fixed,fbcsp,lda,9,-1,0.0328248720585867,0.3603238866396761,256,494,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,9,-1,-0.0237626409957214,0.3097165991902834,256,494,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,9,-1,-0.0031326226118395,0.3360323886639676,256,494,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,9,-1,0.0267061947995799,0.354251012145749,256,494,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,9,-1,-3.636584035393575e-05,0.3238866396761133,256,494,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,9,-1,0.0041048310704137,0.3279352226720647,256,494,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,9,-1,0.0716544627435715,0.374493927125506,256,494,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,9,-1,-0.0342630352461401,0.3016194331983806,256,494,62,0,0.0,
COGBCI,nback,full,ccb,,,9,0,-0.1194865810968495,0.2530364372469635,256,494,62,100,9.0,
COGBCI,nback,full,ccb,,,9,1,-0.2243395435576263,0.1740890688259109,256,494,62,99,18.0,
COGBCI,nback,full,ccb,,,9,2,-0.090139044270417,0.2732793522267207,256,494,62,100,1.0,
COGBCI,nback,full,ccb,,,9,3,0.0466387906079125,0.3562753036437247,256,494,62,100,14.0,
COGBCI,nback,full,ccb,,,9,42,0.0,0.3259109311740891,256,494,62,100,18.0,
COGBCI,nback,full,fixed,fbcsp,lda,10,-1,-0.0031315444385726,0.3298538622129436,263,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,10,-1,0.0,0.3319415448851774,263,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,10,-1,0.0,0.3340292275574112,263,479,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,10,-1,-0.0064601169346418,0.3277661795407098,263,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,10,-1,0.1495283788635398,0.4321503131524008,263,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,10,-1,0.111125631358507,0.407098121085595,263,479,62,0,0.0,
