dataset,task,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI,nback,full,fixed,bandpower,decision_tree,10,-1,0.0885974146555161,0.3924843423799583,263,479,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,10,-1,-0.010508921806829,0.325678496868476,263,479,62,0,0.0,
COGBCI,nback,full,ccb,,,10,0,-0.0125391849529781,0.325678496868476,263,479,62,79,45.0,
COGBCI,nback,full,ccb,,,10,1,6.54441695790986e-06,0.3340292275574112,263,479,62,66,64.0,
COGBCI,nback,full,ccb,,,10,2,1.3088748257561456e-05,0.3340292275574112,263,479,62,82,42.0,
COGBCI,nback,full,ccb,,,10,3,-0.0031151016989086,0.3319415448851774,263,479,62,69,60.0,
COGBCI,nback,full,ccb,,,10,42,-0.006269592476489,0.3298538622129436,263,479,62,77,45.0,
COGBCI,nback,full,fixed,fbcsp,lda,11,-1,0.0352963321152485,0.3575883575883576,292,481,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,11,-1,0.0,0.3347193347193347,292,481,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,11,-1,-0.0727210253684025,0.2848232848232848,292,481,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,11,-1,0.0247010352020523,0.3492723492723493,292,481,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,11,-1,0.0155444441565845,0.343035343035343,292,481,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,11,-1,0.0952313001063747,0.3970893970893971,292,481,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,11,-1,-0.0365302731332435,0.3097713097713098,292,481,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,11,-1,0.0956067325397442,0.3970893970893971,292,481,62,0,0.0,
COGBCI,nback,full,ccb,,,11,0,0.0,0.3347193347193347,292,481,62,100,16.0,
COGBCI,nback,full,ccb,,,11,1,0.0,0.3347193347193347,292,481,62,100,16.0,
COGBCI,nback,full,ccb,,,11,2,0.0,0.3347193347193347,292,481,62,100,22.0,
COGBCI,nback,full,ccb,,,11,3,0.0,0.3347193347193347,292,481,62,100,17.0,
COGBCI,nback,full,ccb,,,11,42,0.0,0.3347193347193347,292,481,62,100,20.0,
COGBCI,nback,full,fixed,fbcsp,lda,12,-1,-0.007724240749547029,0.3305785123966942,251,484,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,12,-1,0.0,0.3367768595041322,251,484,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,12,-1,0.07794251635881722,0.3822314049586777,251,484,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,12,-1,-0.012123622461416073,0.32644628099173556,251,484,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,12,-1,-0.021896498613820592,0.3202479338842975,251,484,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,12,-1,-0.06793924466338264,0.2892561983471074,251,484,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,12,-1,0.08089867457048638,0.3884297520661157,251,484,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,12,-1,7.057661091103284e-05,0.3347107438016529,251,484,62,0,0.0,
COGBCI,nback,full,ccb,,,12,0,-0.036449223171108214,0.3119834710743802,251,484,62,95,14.0,
COGBCI,nback,full,ccb,,,12,1,0.10280995116463398,0.40082644628099173,251,484,62,99,37.0,
COGBCI,nback,full,ccb,,,12,2,-0.04751812676210099,0.3037190082644628,251,484,62,92,35.0,
COGBCI,nback,full,ccb,,,12,3,-0.08281557618061419,0.2768595041322314,251,484,62,90,25.0,
COGBCI,nback,full,ccb,,,12,42,-0.012135328863551509,0.3285123966942149,251,484,62,100,14.0,
COGBCI,nback,full,fixed,fbcsp,lda,13,-1,0.01714809936018069,0.35236220472440943,254,508,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,13,-1,0.00217220501918014,0.33070866141732286,254,508,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,13,-1,0.032825630252100946,0.3720472440944882,254,508,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,13,-1,0.0685003274394238,0.3937007874015748,254,508,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,13,-1,0.03570513567019906,0.35826771653543305,254,508,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,13,-1,0.1294548200644806,0.41929133858267714,254,508,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,13,-1,-0.09352534682533697,0.26968503937007876,254,508,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,13,-1,0.10617732684327208,0.4015748031496063,254,508,62,0,0.0,
COGBCI,nback,full,ccb,,,13,0,0.008354580222181829,0.3248031496062992,254,508,62,90,24.0,
COGBCI,nback,full,ccb,,,13,1,0.007948075609200633,0.3248031496062992,254,508,62,95,12.0,
COGBCI,nback,full,ccb,,,13,2,0.06797007138147515,0.3700787401574803,254,508,62,100,9.0,
COGBCI,nback,full,ccb,,,13,3,0.05588589085063089,0.35826771653543305,254,508,62,100,14.0,
COGBCI,nback,full,ccb,,,13,42,-0.07799638340473347,0.2677165354330709,254,508,62,92,22.0,
COGBCI,nback,full,fixed,fbcsp,lda,14,-1,-0.03049000436656346,0.31901840490797545,251,489,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,14,-1,0.0,0.3394683026584867,251,489,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,14,-1,0.0,0.3333333333333333,251,489,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,14,-1,0.0,0.32719836400818,251,489,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,14,-1,0.006134969325153339,0.3374233128834356,251,489,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,14,-1,0.0,0.32719836400818,251,489,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,14,-1,-0.056586707870885045,0.2965235173824131,251,489,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,14,-1,-0.028198100101378243,0.3128834355828221,251,489,62,0,0.0,
COGBCI,nback,full,ccb,,,14,0,0.012515192950470988,0.3476482617586912,251,489,62,100,43.0,
COGBCI,nback,full,ccb,,,14,1,0.0,0.3394683026584867,251,489,62,100,43.0,
COGBCI,nback,full,ccb,,,14,2,0.03644715538988663,0.35787321063394684,251,489,62,100,42.0,
COGBCI,nback,full,ccb,,,14,3,0.0,0.32719836400818,251,489,62,100,51.0,
COGBCI,nback,full,ccb,,,14,42,-0.014978642619838611,0.3292433537832311,251,489,62,99,42.0,
COGBCI,nback,full,fixed,fbcsp,lda,15,-1,0.0032421994768120355,0.34232365145228216,247,482,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,15,-1,0.0,0.32987551867219916,247,482,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,15,-1,0.0,0.32987551867219916,247,482,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,15,-1,-0.009287925696594534,0.3236514522821577,247,482,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,15,-1,0.09722565456602894,0.4024896265560166,247,482,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,15,-1,0.1199254108232003,0.4149377593360996,247,482,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,15,-1,0.026930493186494764,0.35269709543568467,247,482,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,15,-1,0.06335624202460144,0.3775933609958506,247,482,62,0,0.0,
COGBCI,nback,full,ccb,,,15,0,0.0,0.32987551867219916,247,482,62,100,37.0,
COGBCI,nback,full,ccb,,,15,1,0.03208476732248133,0.35477178423236516,247,482,62,87,20.0,
COGBCI,nback,full,ccb,,,15,2,-0.00322485321136301,0.3278008298755187,247,482,62,99,26.0,
COGBCI,nback,full,ccb,,,15,3,-6.423597728621999e-05,0.32987551867219916,247,482,62,62,39.0,
COGBCI,nback,full,ccb,,,15,42,0.0,0.34024896265560167,247,482,62,93,41.0,
COGBCI,nback,full,fixed,fbcsp,lda,16,-1,0.0015814408534419178,0.33403805496828753,244,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,16,-1,0.0005098241777408141,0.33403805496828753,244,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,16,-1,0.0031746031746031633,0.3361522198731501,244,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,16,-1,0.0047510235808913,0.3361522198731501,244,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,16,-1,0.0786824455481332,0.38477801268498946,244,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,16,-1,0.16098262994076107,0.4397463002114165,244,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,16,-1,-0.09240069084628644,0.27061310782241016,244,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,16,-1,0.040965999959850286,0.3594080338266385,244,473,62,0,0.0,
COGBCI,nback,full,ccb,,,16,0,0.006349206349206327,0.3382663847780127,244,473,62,100,14.0,
COGBCI,nback,full,ccb,,,16,1,0.0,0.33403805496828753,244,473,62,95,15.0,
COGBCI,nback,full,ccb,,,16,2,-0.12698412698412698,0.24947145877378435,244,473,62,100,9.0,
COGBCI,nback,full,ccb,,,16,3,0.0031746031746031633,0.3361522198731501,244,473,62,100,9.0,
COGBCI,nback,full,ccb,,,16,42,0.012698412698412653,0.34249471458773784,244,473,62,100,9.0,
COGBCI,nback,full,fixed,fbcsp,lda,17,-1,0.0,0.3319327731092437,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,17,-1,0.0,0.3319327731092437,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,17,-1,0.26415094339622647,0.5084033613445378,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,17,-1,0.20125786163522008,0.46638655462184875,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,17,-1,0.019248152283724007,0.3487394957983193,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,17,-1,0.2583015064714619,0.5063025210084033,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,17,-1,0.11280030776986238,0.4096638655462185,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,17,-1,0.18536404160475495,0.4579831932773109,245,476,62,0,0.0,
COGBCI,nback,full,ccb,,,17,0,-0.009433962264151052,0.32563025210084034,245,476,62,100,29.0,
COGBCI,nback,full,ccb,,,17,1,0.05966145592452121,0.37184873949579833,245,476,62,100,28.0,
COGBCI,nback,full,ccb,,,17,2,0.2075471698113207,0.47058823529411764,245,476,62,100,24.0,
COGBCI,nback,full,ccb,,,17,3,0.009433962264150941,0.3382352941176471,245,476,62,100,37.0,
COGBCI,nback,full,ccb,,,17,42,0.32389937106918243,0.5483193277310925,245,476,62,100,23.0,
COGBCI,nback,full,fixed,fbcsp,lda,18,-1,0.0,0.3292181069958848,257,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,18,-1,0.028030954428202914,0.35390946502057613,257,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,18,-1,-0.22631568936987656,0.18106995884773663,257,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,18,-1,-0.2186467079518255,0.18518518518518517,257,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,18,-1,-0.22195275650696034,0.18724279835390947,257,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,18,-1,0.11335291201037412,0.4094650205761317,257,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,18,-1,0.0074817727220674035,0.3395061728395062,257,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,18,-1,0.12243691227802467,0.4156378600823045,257,486,62,0,0.0,
COGBCI,nback,full,ccb,,,18,0,0.021802686641316127,0.3497942386831276,257,486,62,100,18.0,
COGBCI,nback,full,ccb,,,18,1,0.006229346298476934,0.33539094650205764,257,486,62,100,17.0,
COGBCI,nback,full,ccb,,,18,2,-0.023164402381315785,0.31893004115226337,257,486,62,100,14.0,
COGBCI,nback,full,ccb,,,18,3,0.0,0.3292181069958848,257,486,62,100,19.0,
COGBCI,nback,full,ccb,,,18,42,-0.012056453916919008,0.32510288065843623,257,486,62,100,19.0,
COGBCI,nback,full,fixed,fbcsp,lda,19,-1,0.01852655059173436,0.35353535353535354,249,495,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,19,-1,-0.03420941050678117,0.31313131313131315,249,495,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,19,-1,-0.02622447238181924,0.3373737373737374,249,495,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,19,-1,-0.0846125278534291,0.28484848484848485,249,495,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,19,-1,-0.14551428412318312,0.24444444444444444,249,495,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,19,-1,0.0020467065794874673,0.33535353535353535,249,495,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,19,-1,-0.009391257347476367,0.3292929292929293,249,495,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,19,-1,-0.0321316759030883,0.3151515151515151,249,495,62,0,0.0,
COGBCI,nback,full,ccb,,,19,0,-0.006363833217044146,0.31717171717171716,249,495,62,100,1.0,
COGBCI,nback,full,ccb,,,19,1,-0.0006136519510522298,0.3212121212121212,249,495,62,100,3.0,
COGBCI,nback,full,ccb,,,19,2,-0.0455137953508582,0.29292929292929293,249,495,62,100,1.0,
COGBCI,nback,full,ccb,,,19,3,0.024928678168727125,0.35555555555555557,249,495,62,100,0.0,
COGBCI,nback,full,ccb,,,19,42,-0.01595865620372039,0.32525252525252524,249,495,62,100,2.0,
COGBCI,nback,full,fixed,fbcsp,lda,20,-1,0.009607486703023027,0.34249471458773784,255,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,20,-1,0.0,0.3361522198731501,255,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,20,-1,0.1220948999354422,0.4164904862579281,255,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,20,-1,-0.05510837577435246,0.29809725158562367,255,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,20,-1,0.16902919522040583,0.44608879492600423,255,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,20,-1,0.10367478673112718,0.40169133192389006,255,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,20,-1,0.100158087939766,0.39957716701902746,255,473,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,20,-1,0.056090537735217216,0.3699788583509514,255,473,62,0,0.0,
COGBCI,nback,full,ccb,,,20,0,0.1099615626715954,0.4059196617336152,255,473,62,97,22.0,
COGBCI,nback,full,ccb,,,20,1,0.1214780941141762,0.4143763213530655,255,473,62,91,39.0,
COGBCI,nback,full,ccb,,,20,2,0.18776495841159113,0.4587737843551797,255,473,62,93,35.0,
COGBCI,nback,full,ccb,,,20,3,-0.09474581046812736,0.27061310782241016,255,473,62,97,48.0,
COGBCI,nback,full,ccb,,,20,42,0.050556685579702165,0.3657505285412262,255,473,62,84,37.0,
COGBCI,nback,full,fixed,fbcsp,lda,21,-1,0.155356141334829,0.43824701195219123,251,502,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,21,-1,0.062336050215476724,0.3645418326693227,251,502,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,21,-1,-0.18016985512357087,0.20318725099601595,251,502,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,21,-1,0.06382776540460278,0.3745019920318725,251,502,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,21,-1,-0.0031926257546479597,0.33665338645418325,251,502,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,21,-1,0.044589450788471874,0.35856573705179284,251,502,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,21,-1,-0.1584013617674207,0.23306772908366533,251,502,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,21,-1,0.008169229040100867,0.3346613545816733,251,502,62,0,0.0,
COGBCI,nback,full,ccb,,,21,0,-0.0084504670311496,0.3346613545816733,251,502,62,100,15.0,
COGBCI,nback,full,ccb,,,21,1,0.0645090229279417,0.37649402390438247,251,502,62,100,11.0,
COGBCI,nback,full,ccb,,,21,2,-0.03132715400464936,0.3187250996015936,251,502,62,100,11.0,
COGBCI,nback,full,ccb,,,21,3,0.027432429220053844,0.350597609561753,251,502,62,100,8.0,
COGBCI,nback,full,ccb,,,21,42,-0.38524580456434965,0.07171314741035857,251,502,62,100,4.0,
COGBCI,nback,full,fixed,fbcsp,lda,22,-1,0.00013077756604273905,0.3340122199592668,278,491,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,22,-1,-0.013246833487797316,0.319755600814664,278,491,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,22,-1,0.006247800070397602,0.34419551934826886,278,491,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,22,-1,0.0,0.34012219959266804,278,491,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,22,-1,0.12725315441618268,0.4215885947046843,278,491,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,22,-1,0.1063299788793638,0.40325865580448067,278,491,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,22,-1,-0.06312763654011255,0.29124236252545826,278,491,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,22,-1,-0.09966405375139975,0.2668024439918534,278,491,62,0,0.0,
COGBCI,nback,full,ccb,,,22,0,-0.00885818217934875,0.3258655804480652,278,491,62,100,19.0,
COGBCI,nback,full,ccb,,,22,1,-0.034290832715591746,0.3054989816700611,278,491,62,100,23.0,
COGBCI,nback,full,ccb,,,22,2,0.0,0.32790224032586557,278,491,62,100,16.0,
COGBCI,nback,full,ccb,,,22,3,-0.008088098052634773,0.32790224032586557,278,491,62,100,24.0,
COGBCI,nback,full,ccb,,,22,42,-0.008477108073791984,0.32790224032586557,278,491,62,100,23.0,
COGBCI,nback,full,fixed,fbcsp,lda,23,-1,0.0005909054282721149,0.33755274261603374,245,474,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,23,-1,0.0,0.3333333333333333,245,474,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,23,-1,0.0,0.33755274261603374,245,474,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,23,-1,0.0020918818891301205,0.33755274261603374,245,474,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,23,-1,0.05215267339488949,0.37130801687763715,245,474,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,23,-1,0.12248035074586971,0.41561181434599154,245,474,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,23,-1,-0.05620046433432058,0.29535864978902954,245,474,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,23,-1,0.06124218135260939,0.37341772151898733,245,474,62,0,0.0,
COGBCI,nback,full,ccb,,,23,0,0.0,0.33755274261603374,245,474,62,100,13.0,
COGBCI,nback,full,ccb,,,23,1,0.0,0.33755274261603374,245,474,62,97,25.0,
COGBCI,nback,full,ccb,,,23,2,0.0,0.33755274261603374,245,474,62,100,23.0,
COGBCI,nback,full,ccb,,,23,3,0.0,0.33755274261603374,245,474,62,100,22.0,
COGBCI,nback,full,ccb,,,23,42,0.019213715637008466,0.350210970464135,245,474,62,100,33.0,
COGBCI,nback,full,fixed,fbcsp,lda,24,-1,0.0,0.3333333333333333,265,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,24,-1,0.01851851851851849,0.345679012345679,265,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,24,-1,-0.012345679012345734,0.32510288065843623,265,486,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,24,-1,-2.220446049250313e-16,0.3333333333333333,265,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,24,-1,0.26234567901234573,0.5082304526748971,265,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,24,-1,0.07407407407407407,0.38271604938271603,265,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,24,-1,0.07407407407407407,0.38271604938271603,265,486,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,24,-1,0.07098765432098764,0.38065843621399176,265,486,62,0,0.0,
COGBCI,nback,full,ccb,,,24,0,-0.030864197530864113,0.31275720164609055,265,486,62,82,28.0,
COGBCI,nback,full,ccb,,,24,1,-0.0370370370370372,0.30864197530864196,265,486,62,100,32.0,
COGBCI,nback,full,ccb,,,24,2,0.08024691358024694,0.3868312757201646,265,486,62,90,32.0,
COGBCI,nback,full,ccb,,,24,3,-0.006172839506172867,0.3292181069958848,265,486,62,92,36.0,
COGBCI,nback,full,ccb,,,24,42,-0.0030864197530864335,0.33127572016460904,265,486,62,97,46.0,
COGBCI,nback,full,fixed,fbcsp,lda,25,-1,0.0,0.32991803278688525,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,25,-1,-0.032121612690019896,0.3114754098360656,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,25,-1,0.03244080214509615,0.35450819672131145,258,488,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,25,-1,0.0,0.32991803278688525,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,25,-1,0.04325186441319062,0.36270491803278687,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,25,-1,-0.011969518382885846,0.32581967213114754,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,25,-1,0.0379724512354116,0.35860655737704916,258,488,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,25,-1,0.1291978258950527,0.42008196721311475,258,488,62,0,0.0,
COGBCI,nback,full,ccb,,,25,0,-1.8800172961741524e-05,0.32991803278688525,258,488,62,87,39.0,
COGBCI,nback,full,ccb,,,25,1,0.0,0.33401639344262296,258,488,62,95,47.0,
COGBCI,nback,full,ccb,,,25,2,0.0030454932374919252,0.3360655737704918,258,488,62,86,40.0,
COGBCI,nback,full,ccb,,,25,3,0.0,0.32991803278688525,258,488,62,100,39.0,
COGBCI,nback,full,ccb,,,25,42,0.0,0.33401639344262296,258,488,62,100,39.0,
COGBCI,nback,full,fixed,fbcsp,lda,26,-1,0.0,0.32919254658385094,257,483,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,26,-1,0.0,0.32919254658385094,257,483,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,26,-1,0.06028722832347755,0.37060041407867494,257,483,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,26,-1,-0.08629041559340278,0.2732919254658385,257,483,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,26,-1,-0.037156332681467896,0.30434782608695654,257,483,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,26,-1,-0.009375359484642853,0.32298136645962733,257,483,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,26,-1,0.033246364578137455,0.35196687370600416,257,483,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,26,-1,-0.03129914464347361,0.3084886128364389,257,483,62,0,0.0,
COGBCI,nback,full,ccb,,,26,0,0.0,0.32919254658385094,257,483,62,100,37.0,
COGBCI,nback,full,ccb,,,26,1,-0.006327889155507194,0.33126293995859213,257,483,62,100,25.0,
COGBCI,nback,full,ccb,,,26,2,-0.0802253152876038,0.2774327122153209,257,483,62,100,36.0,
COGBCI,nback,full,ccb,,,26,3,0.02774050074767065,0.34782608695652173,257,483,62,100,38.0,
COGBCI,nback,full,ccb,,,26,42,-0.012889366272824887,0.32091097308488614,257,483,62,92,39.0,
COGBCI,nback,full,fixed,fbcsp,lda,27,-1,0.0,0.3319327731092437,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,27,-1,0.0,0.3319327731092437,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,27,-1,0.26415094339622647,0.5084033613445378,245,476,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,27,-1,0.20125786163522008,0.46638655462184875,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,27,-1,0.019248152283724007,0.3487394957983193,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,27,-1,0.2583015064714619,0.5063025210084033,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,27,-1,0.11280030776986238,0.4096638655462185,245,476,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,27,-1,0.18536404160475495,0.4579831932773109,245,476,62,0,0.0,
COGBCI,nback,full,ccb,,,27,0,-0.009433962264151052,0.32563025210084034,245,476,62,100,29.0,
COGBCI,nback,full,ccb,,,27,1,0.05966145592452121,0.37184873949579833,245,476,62,100,28.0,
COGBCI,nback,full,ccb,,,27,2,0.2075471698113207,0.47058823529411764,245,476,62,100,24.0,
COGBCI,nback,full,ccb,,,27,3,0.009433962264150941,0.3382352941176471,245,476,62,100,37.0,
COGBCI,nback,full,ccb,,,27,42,0.32389937106918243,0.5483193277310925,245,476,62,100,23.0,
COGBCI,nback,full,fixed,fbcsp,lda,28,-1,0.004846774245046204,0.34291581108829566,258,487,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,28,-1,0.03994700777768612,0.3613963039014374,258,487,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,28,-1,0.1320233480372499,0.42505133470225875,258,487,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,28,-1,0.0018898884582725373,0.3408624229979466,258,487,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,lda,28,-1,-0.01461545768293071,0.324435318275154,258,487,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,svm,28,-1,-0.0249586024699473,0.3162217659137577,258,487,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,decision_tree,28,-1,-0.004409578338025577,0.33059548254620125,258,487,62,0,0.0,
COGBCI,nback,full,fixed,bandpower,random_forest,28,-1,-0.013287208611072687,0.324435318275154,258,487,62,0,0.0,
COGBCI,nback,full,ccb,,,28,0,-0.015212650991476062,0.33059548254620125,258,487,62,87,39.0,
COGBCI,nback,full,ccb,,,28,1,0.0,0.3264887063655031,258,487,62,95,47.0,
COGBCI,nback,full,ccb,,,28,2,0.032713032581453416,0.3490759753593429,258,487,62,86,40.0,
COGBCI,nback,full,ccb,,,28,3,0.0,0.3408624229979466,258,487,62,100,39.0,
COGBCI,nback,full,ccb,,,28,42,0.012046684031256194,0.3347022587268994,258,487,62,100,39.0,
COGBCI,nback,full,fixed,fbcsp,lda,29,-1,-0.006329113924050667,0.3276955602536998,251,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,svm,29,-1,0.0,0.33192389006342493,251,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,decision_tree,29,-1,-0.028481012658228,0.3128964059196617,251,473,62,0,0.0,
COGBCI,nback,full,fixed,fbcsp,random_forest,29,-1,0.17405063291139256,0.44820295983086683,251,473,62,0,0.0,
