dataset,task,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,10,-1,0.15100671140939592,0.43400447427293065,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,10,-1,0.016778523489932917,0.34451901565995524,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,10,-1,0.01342281879194629,0.3422818791946309,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,10,-1,0.18120805369127513,0.4541387024608501,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,10,-1,0.1174496644295302,0.4116331096196868,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,10,-1,0.28859060402684567,0.5257270693512305,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,10,0,0.22818791946308725,0.4854586129753915,447,447,61,98,100.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,10,1,0.0,0.3333333333333333,447,447,61,94,116.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,10,2,0.057046979865771785,0.3713646532438479,447,447,61,98,113.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,10,3,0.05369127516778527,0.3691275167785235,447,447,61,92,128.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,10,42,0.03691275167785235,0.3579418344519016,447,447,61,86,119.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,lda,11,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,svm,11,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,11,-1,0.06711409395973134,0.378076062639821,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,11,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,11,-1,0.2986577181208053,0.5324384787472036,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,11,-1,0.3489932885906042,0.5659955257270693,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,11,-1,0.18791946308724827,0.45861297539149887,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,11,-1,0.32885906040268453,0.5525727069351231,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,11,0,0.19463087248322153,0.46308724832214765,447,447,61,94,157.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,11,1,-0.006711409395973256,0.3288590604026846,447,447,61,100,163.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,11,2,0.20805369127516793,0.4720357941834452,447,447,61,78,148.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,11,3,0.1476510067114094,0.4317673378076063,447,447,61,80,166.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,11,42,0.043624161073825496,0.3624161073825503,447,447,61,80,173.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,lda,12,-1,-0.02348993288590595,0.31767337807606266,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,svm,12,-1,-0.057046979865771785,0.2953020134228188,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,12,-1,0.003355704697986628,0.33557046979865773,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,12,-1,-0.033557046979865834,0.31096196868008946,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,12,-1,0.15436241610738255,0.436241610738255,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,12,-1,0.21140939597315433,0.4742729306487696,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,12,-1,-0.02348993288590595,0.31767337807606266,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,12,-1,0.12080536912751683,0.41387024608501116,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,12,0,0.12416107382550334,0.4161073825503356,447,447,61,100,17.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,12,1,-0.030201342281879207,0.3131991051454139,447,447,61,100,30.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,12,2,-0.006711409395973256,0.3288590604026846,447,447,61,100,78.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,12,3,0.06375838926174493,0.37583892617449666,447,447,61,92,86.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,12,42,0.11409395973154357,0.40939597315436244,447,447,61,100,100.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,lda,13,-1,-0.003355704697986628,0.33109619686800895,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,svm,13,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,13,-1,0.003355704697986628,0.33557046979865773,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,13,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,13,-1,0.01342281879194629,0.3422818791946309,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,13,-1,0.17114093959731547,0.44742729306487694,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,13,-1,0.23154362416107388,0.48769574944071586,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,13,-1,0.20805369127516782,0.4720357941834452,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,13,0,0.06040268456375841,0.37360178970917224,447,447,61,90,104.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,13,1,0.030201342281879207,0.3534675615212528,447,447,61,100,122.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,13,2,0.043624161073825496,0.3624161073825503,447,447,61,96,95.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,13,3,0.043624161073825496,0.3624161073825503,447,447,61,94,115.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,13,42,0.0,0.3333333333333333,447,447,61,90,124.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,lda,14,-1,0.023489932885906062,0.348993288590604,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,svm,14,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,14,-1,-0.12751677852348986,0.2483221476510067,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,14,-1,0.01342281879194629,0.3422818791946309,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,14,-1,0.1308724832214765,0.42058165548098436,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,14,-1,0.2919463087248322,0.5279642058165548,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,14,-1,0.22818791946308725,0.4854586129753915,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,14,-1,0.3657718120805369,0.5771812080536913,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,14,0,0.043624161073825274,0.3624161073825503,447,447,61,92,111.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,14,1,0.043624161073825496,0.3624161073825503,447,447,61,88,114.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,14,2,-0.00335570469798685,0.33109619686800895,447,447,61,92,122.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,14,3,-0.043624161073825496,0.3042505592841163,447,447,61,66,131.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,14,42,0.11073825503355705,0.407158836689038,447,447,61,84,135.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,lda,15,-1,0.21812080536912748,0.47874720357941836,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,svm,15,-1,0.15436241610738255,0.436241610738255,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,decision_tree,15,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,fbcsp,random_forest,15,-1,0.0,0.3333333333333333,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,lda,15,-1,0.34563758389261745,0.5637583892617449,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,svm,15,-1,0.3489932885906041,0.5659955257270693,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,decision_tree,15,-1,0.12080536912751683,0.41387024608501116,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,fixed,bandpower,random_forest,15,-1,0.28859060402684567,0.5257270693512305,447,447,61,0,0.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,15,0,0.0,0.3333333333333333,447,447,61,96,68.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,15,1,0.21476510067114074,0.47651006711409394,447,447,61,100,69.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,15,2,0.0,0.3333333333333333,447,447,61,100,64.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,15,3,0.0,0.3333333333333333,447,447,61,94,65.0,
COGBCI-MATBcomp,matb-competition,full,ccb,,,15,42,0.1174496644295302,0.4116331096196868,447,447,61,92,77.0,
