dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,online_heads,window_size,discount_gamma,include_fbcsp_arm,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining
BCI-IV-2b,9,within,within_fold0,1,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.0,0.5,48,81,134,67.0,207.0
BCI-IV-2b,9,within,within_fold0,2,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,-0.0833,0.4583,48,75,134,69.0,73.0
BCI-IV-2b,9,within,within_fold0,3,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,-0.0417,0.4792,48,62,134,59.0,164.0
BCI-IV-2b,9,within,within_fold0,42,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.25,0.625,48,95,134,62.0,196.0
BCI-IV-2b,9,within,within_fold0,0,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.0833,0.5417,48,63,134,63.0,164.0
BCI-IV-2b,9,within,within_fold0,1,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.125,0.5625,48,81,134,66.0,179.0
BCI-IV-2b,9,within,within_fold0,2,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.25,0.625,48,75,134,63.0,55.0
BCI-IV-2b,9,within,within_fold0,3,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.0,0.5,48,62,134,57.0,197.0
BCI-IV-2b,9,within,within_fold0,42,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.25,0.625,48,95,134,58.0,205.0
BCI-IV-2b,9,official,official[0→1],0,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.0167,0.5083,120,52,84,37.0,374.0
BCI-IV-2b,9,official,official[0→1],1,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.0833,0.5417,120,45,84,33.0,365.0
BCI-IV-2b,9,official,official[0→1],2,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.05,0.525,120,97,84,40.0,431.0
BCI-IV-2b,9,official,official[0→1],3,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,-0.0333,0.4833,120,57,84,45.0,376.0
BCI-IV-2b,9,official,official[0→1],42,1.0,0.5,pruned,0.3,False,inf,oplb,,False,inf,1.0,True,0.0833,0.5417,120,52,84,49.0,377.0
BCI-IV-2b,9,official,official[0→1],0,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.1167,0.5583,120,52,84,40.0,369.0
BCI-IV-2b,9,official,official[0→1],1,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.0333,0.5167,120,45,84,36.0,378.0
BCI-IV-2b,9,official,official[0→1],2,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.05,0.525,120,97,84,40.0,430.0
BCI-IV-2b,9,official,official[0→1],3,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,0.0833,0.5417,120,57,84,45.0,378.0
BCI-IV-2b,9,official,official[0→1],42,1.0,0.5,pruned,0.3,False,inf,oplb,,False,50,1.0,True,-0.0167,0.4917,120,52,84,42.0,361.0
