cell,windows,subject,protocol,seed,kappa,accuracy,n_test,n_arms_surviving,n_arms_total,stream_rounds_run
1_3,1.0-3.0,3,within,42,0.33333333333333337,0.6666666666666666,48,26,54,134
1_3,1.0-3.0,3,official,0,-0.03333333333333344,0.48333333333333334,120,8,54,84
1_3,1.0-3.0,3,official,1,0.16666666666666663,0.5833333333333334,120,30,54,84
1_3,1.0-3.0,3,official,2,-0.050000000000000044,0.475,120,8,54,84
1_3,1.0-3.0,3,official,3,0.15000000000000002,0.575,120,24,54,84
1_3,1.0-3.0,3,official,42,0.06666666666666665,0.5333333333333333,120,18,54,84
1_3,1.0-3.0,4,within,0,0.6153846153846154,0.8076923076923077,52,38,54,146
1_3,1.0-3.0,4,within,1,0.6153846153846154,0.8076923076923077,52,32,54,146
1_3,1.0-3.0,4,within,2,0.0,0.5,52,30,54,146
1_3,1.0-3.0,4,within,3,0.6538461538461539,0.8269230769230769,52,26,54,146
1_3,1.0-3.0,4,within,42,0.34615384615384615,0.6730769230769231,52,30,54,146
1_3,1.0-3.0,4,official,0,0.5285714285714286,0.7642857142857142,140,26,54,84
1_3,1.0-3.0,4,official,1,0.2142857142857143,0.6071428571428571,140,32,54,84
1_3,1.0-3.0,4,official,2,-0.1428571428571428,0.42857142857142855,140,34,54,84
1_3,1.0-3.0,4,official,3,0.5285714285714286,0.7642857142857142,140,24,54,84
1_3,1.0-3.0,4,official,42,0.0,0.5,140,36,54,84
1_3,1.0-3.0,5,within,0,0.15384615384615385,0.5769230769230769,52,38,54,146
1_3,1.0-3.0,5,within,1,0.038461538461538436,0.5192307692307693,52,40,54,146
1_3,1.0-3.0,5,within,2,0.15384615384615385,0.5769230769230769,52,18,54,146
1_3,1.0-3.0,5,within,3,0.34615384615384615,0.6730769230769231,52,38,54,146
1_3,1.0-3.0,5,within,42,0.11538461538461542,0.5576923076923077,52,24,54,146
1_3,1.0-3.0,5,official,0,0.0,0.5,140,36,54,84
1_3,1.0-3.0,5,official,1,-0.15714285714285725,0.42142857142857143,140,38,54,84
1_3,1.0-3.0,5,official,2,0.17142857142857137,0.5857142857142857,140,14,54,84
1_3,1.0-3.0,5,official,3,-0.08571428571428563,0.45714285714285713,140,30,54,84
1_3,1.0-3.0,5,official,42,0.02857142857142858,0.5142857142857142,140,30,54,84
1_3,1.0-3.0,6,within,0,-0.08333333333333326,0.4583333333333333,48,24,54,134
1_3,1.0-3.0,6,within,1,0.16666666666666663,0.5833333333333334,48,30,54,134
1_3,1.0-3.0,6,within,2,0.0,0.5,48,20,54,134
1_3,1.0-3.0,6,within,3,0.0,0.5,48,24,54,134
1_3,1.0-3.0,6,within,42,-0.08333333333333326,0.4583333333333333,48,28,54,134
1_3,1.0-3.0,6,official,0,-0.050000000000000044,0.475,120,28,54,84
1_3,1.0-3.0,6,official,1,-0.050000000000000044,0.475,120,28,54,84
1_3,1.0-3.0,6,official,2,0.08333333333333337,0.5416666666666666,120,30,54,84
1_3,1.0-3.0,6,official,3,0.0,0.5,120,32,54,84
1_3,1.0-3.0,6,official,42,0.16666666666666663,0.5833333333333334,120,24,54,84
1_3,1.0-3.0,7,within,0,0.0,0.5,48,24,54,134
1_3,1.0-3.0,7,within,1,-0.08333333333333326,0.4583333333333333,48,36,54,134
1_3,1.0-3.0,7,within,2,0.125,0.5625,48,20,54,134
1_3,1.0-3.0,7,within,3,0.20833333333333337,0.6041666666666666,48,24,54,134
1_3,1.0-3.0,7,within,42,0.0,0.5,48,28,54,134
1_3,1.0-3.0,7,official,0,-0.06666666666666665,0.4666666666666667,120,32,54,84
1_3,1.0-3.0,7,official,1,0.0,0.5,120,36,54,84
1_3,1.0-3.0,7,official,2,0.08333333333333337,0.5416666666666666,120,13,54,84
1_3,1.0-3.0,7,official,3,-0.10000000000000009,0.45,120,16,54,84
1_3,1.0-3.0,7,official,42,0.1333333333333333,0.5666666666666667,120,18,54,84
1_3,1.0-3.0,8,within,0,-0.03571428571428581,0.48214285714285715,56,12,54,157
1_3,1.0-3.0,8,within,1,0.1071428571428571,0.5535714285714286,56,28,54,157
1_3,1.0-3.0,8,within,2,0.1428571428571429,0.5714285714285714,56,26,54,157
1_3,1.0-3.0,8,within,3,-0.1071428571428572,0.44642857142857145,56,30,54,157
1_3,1.0-3.0,8,within,42,-0.1785714285714286,0.4107142857142857,56,10,54,157
1_3,1.0-3.0,8,official,0,0.1333333333333333,0.5666666666666667,120,38,54,112
1_3,1.0-3.0,8,official,1,0.033333333333333326,0.5166666666666667,120,26,54,112
1_3,1.0-3.0,8,official,2,-0.016666666666666607,0.49166666666666664,120,18,54,112
1_3,1.0-3.0,8,official,3,-0.03333333333333344,0.48333333333333334,120,20,54,112
1_3,1.0-3.0,8,official,42,-0.050000000000000044,0.475,120,18,54,112
1_3,1.0-3.0,9,within,0,0.08333333333333337,0.5416666666666666,48,14,54,134
1_3,1.0-3.0,9,within,1,0.08333333333333337,0.5416666666666666,48,26,54,134
1_3,1.0-3.0,9,within,2,-0.04166666666666674,0.4791666666666667,48,26,54,134
1_3,1.0-3.0,9,within,3,0.125,0.5625,48,14,54,134
1_3,1.0-3.0,9,within,42,0.125,0.5625,48,36,54,134
1_3,1.0-3.0,9,official,0,0.01666666666666672,0.5083333333333333,120,16,54,84
1_3,1.0-3.0,9,official,1,0.1333333333333333,0.5666666666666667,120,22,54,84
1_3,1.0-3.0,9,official,2,0.06666666666666665,0.5333333333333333,120,30,54,84
1_3,1.0-3.0,9,official,3,0.06666666666666665,0.5333333333333333,120,22,54,84
1_3,1.0-3.0,9,official,42,0.09999999999999998,0.55,120,14,54,84
