dataset,montage,subject,seed,n_channels,best_arm_kappa,best_arm_accuracy,best_arm_id,best_arm_spatial,n_arms_surviving,n_test,error
COGBCI,nearear,7,0,2,0.33296151701059673,0.5576923076923077,96,csp,91,52,
COGBCI,nearear,7,1,2,0.6829268292682926,0.7884615384615384,98,csp,89,52,
COGBCI,nearear,7,2,2,0.71159179145868,0.8076923076923077,84,csp,87,52,
COGBCI,nearear,7,3,2,0.7405764966740577,0.8269230769230769,36,csp,96,52,
COGBCI,nearear,7,42,2,0.8272425249169435,0.8846153846153846,42,identity,90,52,
COGBCI,nearear,8,0,2,0.20588235294117652,0.47058823529411764,96,csp,82,51,
COGBCI,nearear,8,1,2,0.17647058823529416,0.45098039215686275,103,identity,68,51,
COGBCI,nearear,8,2,2,0.2647058823529411,0.5098039215686274,86,csp,67,51,
COGBCI,nearear,8,3,2,0.17647058823529416,0.45098039215686275,9,identity,52,51,
COGBCI,nearear,8,42,2,0.38235294117647056,0.5882352941176471,96,csp,82,51,
COGBCI,nearear,9,0,2,0.6795518207282913,0.7884615384615384,69,identity,83,52,
COGBCI,nearear,9,1,2,0.4814404432132965,0.6538461538461539,105,identity,83,52,
COGBCI,nearear,9,2,2,0.5066964285714286,0.6730769230769231,97,csp,96,52,
COGBCI,nearear,9,3,2,0.5370061213132999,0.6923076923076923,45,identity,97,52,
COGBCI,nearear,9,42,2,0.3616071428571428,0.5769230769230769,94,identity,85,52,
COGBCI,nearear,10,0,2,0.24165341812400631,0.49056603773584906,72,csp,89,53,
COGBCI,nearear,10,1,2,0.23311897106109325,0.49056603773584906,49,csp,56,53,
COGBCI,nearear,10,2,2,0.14562063406770565,0.4339622641509434,70,identity,53,53,
COGBCI,nearear,10,3,2,0.35021321961620466,0.5660377358490566,48,csp,81,53,
COGBCI,nearear,10,42,2,0.26388888888888895,0.5094339622641509,84,csp,89,53,
COGBCI,nearear,11,0,2,0.08605851979345946,0.3898305084745763,37,csp,84,59,
COGBCI,nearear,11,1,2,-0.12547689699025022,0.23728813559322035,106,identity,65,59,
COGBCI,nearear,11,2,2,0.1776079136690647,0.4745762711864407,31,identity,23,59,
COGBCI,nearear,11,3,2,0.01621120889300609,0.3898305084745763,33,identity,32,59,
COGBCI,nearear,11,42,2,0.029016890428756992,0.3559322033898305,62,csp,11,59,
COGBCI,nearear,12,0,2,0.5266821345707657,0.6862745098039216,72,csp,100,51,
COGBCI,nearear,12,1,2,0.7355990783410138,0.8235294117647058,84,csp,94,51,
COGBCI,nearear,12,2,2,0.6764705882352942,0.7843137254901961,60,csp,96,51,
COGBCI,nearear,12,3,2,0.734375,0.8235294117647058,50,csp,83,51,
COGBCI,nearear,12,42,2,0.7038327526132404,0.803921568627451,84,csp,96,51,
COGBCI,nearear,13,0,2,0.5,0.6666666666666666,61,csp,97,51,
COGBCI,nearear,13,1,2,0.38235294117647056,0.5882352941176471,83,identity,93,51,
COGBCI,nearear,13,2,2,0.4411764705882353,0.6274509803921569,73,csp,95,51,
COGBCI,nearear,13,3,2,0.3529411764705882,0.5686274509803921,84,csp,63,51,
COGBCI,nearear,13,42,2,0.6764705882352942,0.7843137254901961,84,csp,100,51,
COGBCI,nearear,14,0,2,0.27142857142857135,0.5098039215686274,44,identity,90,51,
COGBCI,nearear,14,1,2,0.3551724137931035,0.5686274509803921,86,csp,86,51,
COGBCI,nearear,14,2,2,0.261297798377752,0.5098039215686274,96,csp,100,51,
COGBCI,nearear,14,3,2,0.49563699825479923,0.6666666666666666,86,csp,95,51,
COGBCI,nearear,14,42,2,0.4411764705882353,0.6274509803921569,104,identity,93,51,
COGBCI,nearear,15,0,2,0.06344410876132911,0.38,24,csp,72,50,
COGBCI,nearear,15,1,2,0.11452184179456892,0.4,50,csp,60,50,
COGBCI,nearear,15,2,2,0.17431192660550465,0.46,86,csp,70,50,
COGBCI,nearear,15,3,2,0.16820702402957466,0.46,12,csp,62,50,
COGBCI,nearear,15,42,2,-0.01674641148325362,0.32,86,csp,43,50,
COGBCI,nearear,16,0,2,0.07779171894604764,0.3877551020408163,49,csp,61,49,
COGBCI,nearear,16,1,2,0.09720457433290985,0.40816326530612246,94,identity,82,49,
COGBCI,nearear,16,2,2,0.23818407960199006,0.4897959183673469,90,identity,57,49,
COGBCI,nearear,16,3,2,0.4787234042553191,0.6530612244897959,54,identity,63,49,
COGBCI,nearear,16,42,2,0.07547169811320742,0.3877551020408163,98,csp,60,49,
COGBCI,nearear,17,0,2,0.030303030303030276,0.3469387755102041,7,identity,75,49,
COGBCI,nearear,17,1,2,0.14410480349344967,0.42857142857142855,36,csp,100,49,
COGBCI,nearear,17,2,2,0.32243871778755495,0.5510204081632653,85,csp,94,49,
COGBCI,nearear,17,3,2,0.02122347066167285,0.3469387755102041,25,csp,46,49,
COGBCI,nearear,17,42,2,0.35566687539135877,0.5714285714285714,48,csp,95,49,
COGBCI,nearear,18,0,2,0.7691453940066593,0.8461538461538461,60,csp,98,52,
COGBCI,nearear,18,1,2,0.6529477196885429,0.7692307692307693,60,csp,100,52,
COGBCI,nearear,18,2,2,0.74,0.8269230769230769,96,csp,93,52,
COGBCI,nearear,18,3,2,0.74,0.8269230769230769,84,csp,100,52,
COGBCI,nearear,18,42,2,0.7688888888888888,0.8461538461538461,72,csp,88,52,
COGBCI,nearear,19,0,2,0.6708557749850389,0.78,48,csp,100,50,
COGBCI,nearear,19,1,2,0.6407185628742516,0.76,49,csp,100,50,
COGBCI,nearear,19,2,2,0.60984393757503,0.74,106,identity,100,50,
COGBCI,nearear,19,3,2,0.43113772455089816,0.62,82,identity,100,50,
COGBCI,nearear,19,42,2,0.5508982035928143,0.7,105,identity,97,50,
COGBCI,nearear,20,0,2,0.13861386138613851,0.43137254901960786,96,csp,58,51,
COGBCI,nearear,20,1,2,-0.05638665132336018,0.29411764705882354,6,identity,100,51,
COGBCI,nearear,20,2,2,0.11560693641618502,0.4117647058823529,85,csp,75,51,
COGBCI,nearear,20,3,2,0.34691501746216535,0.5686274509803921,98,csp,56,51,
COGBCI,nearear,20,42,2,0.3798494499131443,0.5882352941176471,84,csp,54,51,
COGBCI,nearear,21,0,2,0.11764705882352944,0.4117647058823529,54,identity,56,51,
COGBCI,nearear,21,1,2,0.11764705882352944,0.4117647058823529,13,csp,55,51,
COGBCI,nearear,21,2,2,0.32352941176470584,0.5490196078431373,26,csp,95,51,
COGBCI,nearear,21,3,2,0.2941176470588235,0.5294117647058824,61,csp,62,51,
COGBCI,nearear,21,42,2,0.38235294117647056,0.5882352941176471,36,csp,85,51,
COGBCI,nearear,22,0,2,0.32789246279404705,0.5535714285714286,24,csp,100,56,
COGBCI,nearear,22,1,2,0.03954263935207247,0.35714285714285715,19,identity,86,56,
COGBCI,nearear,22,2,2,0.11409395973154357,0.4107142857142857,58,identity,87,56,
COGBCI,nearear,22,3,2,0.1657856799615569,0.44642857142857145,57,identity,90,56,
COGBCI,nearear,22,42,2,0.029836381135707524,0.35714285714285715,14,csp,65,56,
COGBCI,nearear,23,0,2,0.5103060587133043,0.673469387755102,45,identity,71,49,
COGBCI,nearear,23,1,2,0.3237139272271017,0.5510204081632653,47,identity,100,49,
COGBCI,nearear,23,2,2,0.271826625386997,0.5102040816326531,80,identity,100,49,
COGBCI,nearear,23,3,2,0.29297365119196994,0.5306122448979592,73,csp,86,49,
COGBCI,nearear,23,42,2,0.3300186451211933,0.5510204081632653,45,identity,96,49,
COGBCI,nearear,24,0,2,0.04046858359957395,0.3584905660377358,90,identity,92,53,
COGBCI,nearear,24,1,2,0.18157614483493079,0.4528301886792453,97,csp,100,53,
COGBCI,nearear,24,2,2,0.2396386822529225,0.49056603773584906,84,csp,56,53,
COGBCI,nearear,24,3,2,0.3446236559139785,0.5660377358490566,84,csp,91,53,
COGBCI,nearear,24,42,2,0.11093073593073588,0.41509433962264153,26,csp,37,53,
COGBCI,nearear,25,0,2,0.2777777777777777,0.5192307692307693,24,csp,94,52,
COGBCI,nearear,25,1,2,0.14191419141914186,0.4230769230769231,73,csp,92,52,
COGBCI,nearear,25,2,2,0.2517985611510791,0.5,86,csp,87,52,
COGBCI,nearear,25,3,2,0.1294642857142857,0.4230769230769231,84,csp,58,52,
COGBCI,nearear,25,42,2,0.2773763201778765,0.5192307692307693,36,csp,79,52,
COGBCI,nearear,26,0,2,0.33922651933701653,0.5576923076923077,68,identity,81,52,
COGBCI,nearear,26,1,2,0.2769744160177976,0.5192307692307693,37,csp,90,52,
COGBCI,nearear,26,2,2,0.1960242959690779,0.46153846153846156,92,identity,99,52,
COGBCI,nearear,26,3,2,0.13043478260869568,0.4230769230769231,38,csp,100,52,
COGBCI,nearear,26,42,2,0.19469026548672563,0.46153846153846156,70,identity,96,52,
COGBCI,nearear,27,0,2,0.030303030303030276,0.3469387755102041,7,identity,75,49,
COGBCI,nearear,27,1,2,0.14410480349344967,0.42857142857142855,36,csp,100,49,
COGBCI,nearear,27,2,2,0.32243871778755495,0.5510204081632653,85,csp,94,49,
COGBCI,nearear,27,3,2,0.02122347066167285,0.3469387755102041,25,csp,46,49,
COGBCI,nearear,27,42,2,0.35566687539135877,0.5714285714285714,48,csp,95,49,
COGBCI,nearear,28,0,2,0.2777777777777777,0.5192307692307693,24,csp,94,52,
COGBCI,nearear,28,1,2,0.14191419141914186,0.4230769230769231,73,csp,92,52,
COGBCI,nearear,28,2,2,0.2517985611510791,0.5,86,csp,87,52,
COGBCI,nearear,28,3,2,0.1294642857142857,0.4230769230769231,84,csp,58,52,
COGBCI,nearear,28,42,2,0.2773763201778765,0.5192307692307693,36,csp,79,52,
COGBCI,nearear,29,0,2,0.13961605584642223,0.43137254901960786,31,identity,82,51,
COGBCI,nearear,29,1,2,0.08027923211169274,0.39215686274509803,95,identity,97,51,
COGBCI,nearear,29,2,2,0.12621359223300954,0.4117647058823529,92,identity,50,51,
COGBCI,nearear,29,3,2,0.14011627906976742,0.43137254901960786,0,csp,100,51,
COGBCI,nearear,29,42,2,0.29166666666666663,0.5294117647058824,49,csp,98,51,
