dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,reward_mode,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,39,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,40,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.1333333333333333,0.5666666666666667,180,98,502,198.85703781512655,
WAUC,40,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3222222222222222,0.6611111111111111,180,96,502,201.417752100841,
WAUC,40,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3111111111111111,0.6555555555555556,180,96,502,181.0910364145663,
WAUC,40,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.2222222222222222,0.6111111111111112,180,94,502,203.19184173669527,
WAUC,40,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.24444444444444446,0.6222222222222222,180,98,502,192.0954131652666,
WAUC,41,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.48913043478260865,0.7445652173913043,184,100,515,119.02239104358247,
WAUC,41,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.5978260869565217,0.7989130434782609,184,100,515,124.05104624816731,
WAUC,41,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.5869565217391304,0.7934782608695652,184,100,515,109.12834866053568,
WAUC,41,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.42391304347826086,0.7119565217391305,184,100,515,107.03035452485659,
WAUC,41,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.6847826086956521,0.842391304347826,184,100,515,109.07936825269887,
WAUC,42,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.27771797631862216,0.639344262295082,183,100,512,186.0,
WAUC,42,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.1591980428426517,0.5792349726775956,183,88,512,189.0,
WAUC,42,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.26804369888364876,0.6338797814207651,183,84,512,175.0,
WAUC,42,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3436939629408249,0.6721311475409836,183,74,512,180.0,
WAUC,42,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.14649605357569961,0.5737704918032787,183,96,512,177.0,
WAUC,43,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3221412355120086,0.6612021857923497,183,100,511,168.0,
WAUC,43,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.5305732864045816,0.7650273224043715,183,100,511,127.0,
WAUC,43,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.5080939012006451,0.7540983606557377,183,100,511,125.0,
WAUC,43,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.2794415940818519,0.639344262295082,183,100,511,128.0,
WAUC,43,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3884711779448621,0.6939890710382514,183,100,511,141.0,
WAUC,44,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.11956521739130432,0.5597826086956522,184,62,443,195.8887979800968,
WAUC,44,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.08695652173913049,0.5434782608695652,184,72,515,225.1704848359202,
WAUC,44,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.13043478260869568,0.5652173913043478,184,76,515,207.9595686233858,
WAUC,44,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.18478260869565222,0.592391304347826,184,58,515,202.01942157327332,
WAUC,44,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.18478260869565222,0.592391304347826,184,94,436,199.0207765667573,
WAUC,45,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.20853351635781292,0.6042780748663101,187,100,524,165.0,
WAUC,45,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3692184552055342,0.6844919786096256,187,100,524,157.0,
WAUC,45,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.4338835894213743,0.7165775401069518,187,100,524,166.0,
WAUC,45,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3256825596703108,0.6631016042780749,187,94,524,167.0,
WAUC,45,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3367276887871853,0.6684491978609626,187,100,524,187.0,
WAUC,46,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.32485110990795896,0.6627906976744186,172,96,480,154.0035706998574,
WAUC,46,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.3741239892183288,0.686046511627907,172,100,442,118.31085492756591,
WAUC,46,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.4542263029975695,0.7267441860465116,172,100,433,129.94014826906076,
WAUC,46,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.39567567567567574,0.6976744186046512,172,100,480,137.59192001632331,
WAUC,46,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.346717308735757,0.6744186046511628,172,70,480,146.08935251309262,
WAUC,47,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.9032258064516129,0.9516129032258065,62,100,171,6.0,
WAUC,47,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.967741935483871,0.9838709677419355,62,100,171,4.0,
WAUC,47,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,1.0,1.0,62,100,171,4.0,
WAUC,47,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.9032258064516129,0.9516129032258065,62,100,171,5.0,
WAUC,47,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,0.967741935483871,0.9838709677419355,62,100,164,2.0,
WAUC,48,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
WAUC,48,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,balanced,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low']"
