dataset,montage,subject,protocol,seed,alpha,calibration_frac,window_size,n_components,n_channels,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
COGBCI,nearear,18,within,0,0.5,0.3,50,4,2,workload,0.4215795328142381,0.6153846153846154,52,98,143,39.0,
COGBCI,nearear,18,within,1,0.5,0.3,50,4,2,workload,0.6825749167591565,0.7884615384615384,52,100,143,45.0,
COGBCI,nearear,18,within,2,0.5,0.3,50,4,2,workload,0.711111111111111,0.8076923076923077,52,93,143,41.0,
COGBCI,nearear,18,within,3,0.5,0.3,50,4,2,workload,0.74,0.8269230769230769,52,100,143,36.0,
COGBCI,nearear,18,within,42,0.5,0.3,50,4,2,workload,0.7688888888888888,0.8461538461538461,52,88,143,34.0,
COGBCI,nearear,19,within,0,0.5,0.3,50,4,2,workload,0.5206710605152787,0.68,50,100,139,44.0,
COGBCI,nearear,19,within,1,0.5,0.3,50,4,2,workload,0.6407185628742516,0.76,50,100,139,45.0,
COGBCI,nearear,19,within,2,0.5,0.3,50,4,2,workload,0.4901019796040792,0.66,50,100,139,40.0,
COGBCI,nearear,19,within,3,0.5,0.3,50,4,2,workload,0.5500899820035994,0.7,50,100,139,43.0,
COGBCI,nearear,19,within,42,0.5,0.3,50,4,2,workload,0.5215311004784688,0.68,50,97,139,45.0,
COGBCI,nearear,20,within,0,0.5,0.3,50,4,2,workload,0.0277296360485267,0.3529411764705882,51,58,143,52.0,
COGBCI,nearear,20,within,1,0.5,0.3,50,4,2,workload,0.0310880829015545,0.3529411764705882,51,100,143,82.0,
COGBCI,nearear,20,within,2,0.5,0.3,50,4,2,workload,0.2326388888888889,0.4901960784313725,51,75,143,69.0,
COGBCI,nearear,20,within,3,0.5,0.3,50,4,2,workload,0.3469150174621653,0.5686274509803921,51,56,143,36.0,
COGBCI,nearear,20,within,42,0.5,0.3,50,4,2,workload,0.2330827067669172,0.4901960784313725,51,54,143,56.0,
COGBCI,nearear,21,within,0,0.5,0.3,50,4,2,workload,0.4705882352941176,0.6470588235294118,51,56,140,73.0,
COGBCI,nearear,21,within,1,0.5,0.3,50,4,2,workload,0.2941176470588235,0.5294117647058824,51,55,140,72.0,
COGBCI,nearear,21,within,2,0.5,0.3,50,4,2,workload,0.2058823529411765,0.4705882352941176,51,95,140,73.0,
COGBCI,nearear,21,within,3,0.5,0.3,50,4,2,workload,0.1470588235294118,0.4313725490196078,51,62,140,73.0,
COGBCI,nearear,21,within,42,0.5,0.3,50,4,2,workload,0.4117647058823529,0.6078431372549019,51,85,140,71.0,
COGBCI,nearear,22,within,0,0.5,0.3,50,4,2,workload,0.1938579654510557,0.4642857142857143,56,100,155,77.0,
COGBCI,nearear,22,within,1,0.5,0.3,50,4,2,workload,0.1454458750596089,0.4285714285714285,56,86,155,87.0,
COGBCI,nearear,22,within,2,0.5,0.3,50,4,2,workload,0.2508361204013378,0.5,56,87,155,94.0,
COGBCI,nearear,22,within,3,0.5,0.3,50,4,2,workload,0.2177263969171484,0.4821428571428571,56,90,155,65.0,
COGBCI,nearear,22,within,42,0.5,0.3,50,4,2,workload,0.1665866538646182,0.4464285714285714,56,65,155,67.0,
COGBCI,nearear,23,within,0,0.5,0.3,50,4,2,workload,0.3882646691635455,0.5918367346938775,49,71,137,60.0,
COGBCI,nearear,23,within,1,0.5,0.3,50,4,2,workload,0.3241379310344828,0.5510204081632653,49,100,137,49.0,
COGBCI,nearear,23,within,2,0.5,0.3,50,4,2,workload,0.542910447761194,0.6938775510204082,49,100,137,56.0,
COGBCI,nearear,23,within,3,0.5,0.3,50,4,2,workload,0.5394736842105263,0.6938775510204082,49,86,137,44.0,
COGBCI,nearear,23,within,42,0.5,0.3,50,4,2,workload,0.1787709497206704,0.4489795918367347,49,96,137,58.0,
COGBCI,nearear,24,within,0,0.5,0.3,50,4,2,workload,-0.0203208556149734,0.320754716981132,53,92,148,69.0,
COGBCI,nearear,24,within,1,0.5,0.3,50,4,2,workload,0.2876344086021506,0.5283018867924528,53,100,148,82.0,
COGBCI,nearear,24,within,2,0.5,0.3,50,4,2,workload,0.1569459172852598,0.4339622641509434,53,56,148,71.0,
COGBCI,nearear,24,within,3,0.5,0.3,50,4,2,workload,0.1460794844253491,0.4339622641509434,53,91,148,76.0,
COGBCI,nearear,24,within,42,0.5,0.3,50,4,2,workload,-0.03470715835141,0.320754716981132,53,37,148,77.0,
COGBCI,nearear,25,within,0,0.5,0.3,50,4,2,workload,0.2191323692992214,0.4807692307692308,52,94,144,70.0,
COGBCI,nearear,25,within,1,0.5,0.3,50,4,2,workload,0.281370923161968,0.5192307692307693,52,92,144,89.0,
COGBCI,nearear,25,within,2,0.5,0.3,50,4,2,workload,0.308970099667774,0.5384615384615384,52,87,144,72.0,
COGBCI,nearear,25,within,3,0.5,0.3,50,4,2,workload,0.2417274256870443,0.5,52,58,144,69.0,
COGBCI,nearear,25,within,42,0.5,0.3,50,4,2,workload,0.3070516379789006,0.5384615384615384,52,79,144,66.0,
COGBCI,nearear,26,within,0,0.5,0.3,50,4,2,workload,0.220865704772475,0.4807692307692308,52,81,143,71.0,
COGBCI,nearear,26,within,1,0.5,0.3,50,4,2,workload,0.1069252077562328,0.4038461538461538,52,90,143,67.0,
COGBCI,nearear,26,within,2,0.5,0.3,50,4,2,workload,0.3074361820199779,0.5384615384615384,52,99,143,64.0,
COGBCI,nearear,26,within,3,0.5,0.3,50,4,2,workload,0.1304347826086956,0.4230769230769231,52,100,143,68.0,
COGBCI,nearear,26,within,42,0.5,0.3,50,4,2,workload,0.2234513274336284,0.4807692307692308,52,96,143,68.0,
COGBCI,nearear,27,within,0,0.5,0.3,50,4,2,workload,0.0303030303030302,0.3469387755102041,49,75,137,63.0,
COGBCI,nearear,27,within,1,0.5,0.3,50,4,2,workload,0.172607879924953,0.4489795918367347,49,100,137,69.0,
COGBCI,nearear,27,within,2,0.5,0.3,50,4,2,workload,0.2300439974858579,0.4897959183673469,49,94,137,59.0,
COGBCI,nearear,27,within,3,0.5,0.3,50,4,2,workload,0.2654590880699562,0.5102040816326531,49,46,137,72.0,
COGBCI,nearear,27,within,42,0.5,0.3,50,4,2,workload,0.2032520325203252,0.4693877551020408,49,95,137,65.0,
COGBCI,nearear,28,within,0,0.5,0.3,50,4,2,workload,0.2191323692992214,0.4807692307692308,52,94,144,70.0,
COGBCI,nearear,28,within,1,0.5,0.3,50,4,2,workload,0.281370923161968,0.5192307692307693,52,92,144,89.0,
COGBCI,nearear,28,within,2,0.5,0.3,50,4,2,workload,0.308970099667774,0.5384615384615384,52,87,144,72.0,
COGBCI,nearear,28,within,3,0.5,0.3,50,4,2,workload,0.2417274256870443,0.5,52,58,144,69.0,
COGBCI,nearear,28,within,42,0.5,0.3,50,4,2,workload,0.3070516379789006,0.5384615384615384,52,79,144,66.0,
COGBCI,nearear,29,within,0,0.5,0.3,50,4,2,workload,0.133567662565905,0.4313725490196078,51,82,140,82.0,
COGBCI,nearear,29,within,1,0.5,0.3,50,4,2,workload,0.1063084112149531,0.4117647058823529,51,97,140,74.0,
COGBCI,nearear,29,within,2,0.5,0.3,50,4,2,workload,0.183066361556064,0.4509803921568627,51,50,140,59.0,
COGBCI,nearear,29,within,3,0.5,0.3,50,4,2,workload,0.2383687535898909,0.4901960784313725,51,100,140,72.0,
COGBCI,nearear,29,within,42,0.5,0.3,50,4,2,workload,0.2063400576368875,0.4705882352941176,51,98,140,67.0,
UAB,full,1,within,0,0.5,0.3,50,4,14,workload,0.8978987622846334,0.9319371727748691,191,100,532,38.0,
UAB,full,1,within,1,0.5,0.3,50,4,14,workload,0.8585999835485728,0.9057591623036649,191,100,532,35.0,
UAB,full,1,within,2,0.5,0.3,50,4,14,workload,0.960727063371304,0.9738219895287958,191,100,532,47.0,
UAB,full,1,within,3,0.5,0.3,50,4,14,workload,0.7249650292108945,0.8167539267015707,191,100,532,45.0,
UAB,full,1,within,42,0.5,0.3,50,4,14,workload,0.9528666611828576,0.9685863874345549,191,100,532,38.0,
UAB,full,2,within,0,0.5,0.3,50,4,14,workload,0.7527365294866355,0.8351063829787234,188,100,526,106.0,
UAB,full,2,within,1,0.5,0.3,50,4,14,workload,0.7526945599592634,0.8351063829787234,188,100,526,97.0,
UAB,full,2,within,2,0.5,0.3,50,4,14,workload,0.7685613618032856,0.8457446808510638,188,100,526,93.0,
UAB,full,2,within,3,0.5,0.3,50,4,14,workload,0.7367170259718214,0.824468085106383,188,100,526,100.0,
UAB,full,2,within,42,0.5,0.3,50,4,14,workload,0.8324491787972669,0.8882978723404256,188,100,526,103.0,
UAB,full,3,within,0,0.5,0.3,50,4,14,workload,0.8967647058823529,0.9312169312169312,189,100,527,78.0,
UAB,full,3,within,1,0.5,0.3,50,4,14,workload,0.7063738663083641,0.8042328042328042,189,100,527,60.0,
UAB,full,3,within,2,0.5,0.3,50,4,14,workload,0.8888235294117647,0.9259259259259259,189,100,527,69.0,
UAB,full,3,within,3,0.5,0.3,50,4,14,workload,0.8570648292088567,0.9047619047619048,189,100,527,62.0,
UAB,full,3,within,42,0.5,0.3,50,4,14,workload,0.8016206230581913,0.8677248677248677,189,100,527,68.0,
UAB,full,4,within,0,0.5,0.3,50,4,14,workload,0.9381377551020408,0.9587628865979382,194,100,543,27.0,
UAB,full,4,within,1,0.5,0.3,50,4,14,workload,0.8376504343667809,0.8917525773195877,194,100,543,36.0,
UAB,full,4,within,2,0.5,0.3,50,4,14,workload,0.8608099489795918,0.9072164948453608,194,100,543,52.0,
UAB,full,4,within,3,0.5,0.3,50,4,14,workload,0.9303994259746472,0.9536082474226805,194,100,543,39.0,
UAB,full,4,within,42,0.5,0.3,50,4,14,workload,0.9226721938775511,0.9484536082474226,194,100,543,42.0,
UAB,full,5,within,0,0.5,0.3,50,4,14,workload,0.6388226588834991,0.7591623036649214,191,100,535,103.0,
UAB,full,5,within,1,0.5,0.3,50,4,14,workload,0.654611211573237,0.7696335078534031,191,100,535,110.0,
UAB,full,5,within,2,0.5,0.3,50,4,14,workload,0.7644301924025654,0.8429319371727748,191,100,296,60.0,
UAB,full,5,within,3,0.5,0.3,50,4,14,workload,0.7328671328671329,0.8219895287958116,191,100,535,105.0,
UAB,full,5,within,42,0.5,0.3,50,4,14,workload,0.6935576764851078,0.7958115183246073,191,100,291,58.0,
UAB,full,6,within,0,0.5,0.3,50,4,14,workload,0.8533893851812927,0.9032258064516129,186,100,520,48.0,
UAB,full,6,within,1,0.5,0.3,50,4,14,workload,0.8607293868921776,0.9086021505376344,186,100,520,60.0,
UAB,full,6,within,2,0.5,0.3,50,4,14,workload,0.7973591319126683,0.8655913978494624,186,100,520,55.0,
UAB,full,6,within,3,0.5,0.3,50,4,14,workload,0.9102159031068984,0.9408602150537635,186,100,520,37.0,
UAB,full,6,within,42,0.5,0.3,50,4,14,workload,0.7945114675858411,0.8655913978494624,186,100,520,39.0,
UAB,full,7,within,0,0.5,0.3,50,4,14,workload,0.6351404654424333,0.7567567567567568,185,100,515,103.0,
UAB,full,7,within,1,0.5,0.3,50,4,14,workload,0.5783106123701398,0.7189189189189189,185,100,515,119.0,
UAB,full,7,within,2,0.5,0.3,50,4,14,workload,0.7001752080595708,0.8,185,100,515,128.0,
UAB,full,7,within,3,0.5,0.3,50,4,14,workload,0.6837884033834422,0.7891891891891892,185,100,515,131.0,
UAB,full,7,within,42,0.5,0.3,50,4,14,workload,0.6918288620024549,0.7945945945945946,185,100,515,119.0,
UAB,full,8,within,0,0.5,0.3,50,4,14,workload,0.8951749252178437,0.9301075268817204,186,100,521,53.0,
UAB,full,8,within,1,0.5,0.3,50,4,14,workload,0.9193723178291213,0.946236559139785,186,100,521,49.0,
UAB,full,8,within,2,0.5,0.3,50,4,14,workload,0.9274287943815841,0.9516129032258065,186,100,521,52.0,
UAB,full,8,within,3,0.5,0.3,50,4,14,workload,0.9354698816080489,0.956989247311828,186,100,521,48.0,
UAB,full,8,within,42,0.5,0.3,50,4,14,workload,0.7904134523706337,0.8602150537634409,186,100,521,45.0,
UAB,full,9,within,0,0.5,0.3,50,4,14,workload,0.6186570764440156,0.745945945945946,185,100,517,123.0,
UAB,full,9,within,1,0.5,0.3,50,4,14,workload,0.5131365410763631,0.6756756756756757,185,100,517,137.0,
UAB,full,9,within,2,0.5,0.3,50,4,14,workload,0.5539041606383446,0.7027027027027027,185,100,517,146.0,
UAB,full,9,within,3,0.5,0.3,50,4,14,workload,0.5537867824409068,0.7027027027027027,185,100,517,121.0,
UAB,full,9,within,42,0.5,0.3,50,4,14,workload,0.6430920331477178,0.7621621621621621,185,100,517,141.0,
UAB,full,10,within,0,0.5,0.3,50,4,14,workload,0.8508446641944788,0.9005524861878453,181,100,505,94.0,
UAB,full,10,within,1,0.5,0.3,50,4,14,workload,0.7513850098438716,0.8342541436464088,181,100,505,105.0,
UAB,full,10,within,2,0.5,0.3,50,4,14,workload,0.7181072786404654,0.8121546961325967,181,100,505,88.0,
UAB,full,10,within,3,0.5,0.3,50,4,14,workload,0.7680230695289971,0.8453038674033149,181,100,505,88.0,
UAB,full,10,within,42,0.5,0.3,50,4,14,workload,0.652098302137202,0.7679558011049724,181,100,505,87.0,
UAB,full,11,within,0,0.5,0.3,50,4,14,workload,0.9214670449405863,0.9476439790575916,191,100,533,37.0,
UAB,full,11,within,1,0.5,0.3,50,4,14,workload,0.890062903424742,0.9267015706806283,191,100,533,42.0,
UAB,full,11,within,2,0.5,0.3,50,4,14,workload,0.8743162656796216,0.9162303664921466,191,100,533,33.0,
UAB,full,11,within,3,0.5,0.3,50,4,14,workload,0.8586174281366945,0.9057591623036649,191,100,533,37.0,
UAB,full,11,within,42,0.5,0.3,50,4,14,workload,0.8979239465570401,0.9319371727748691,191,100,533,35.0,
UAB,full,12,within,0,0.5,0.3,50,4,14,workload,0.9526401063520419,0.968421052631579,190,100,311,28.0,
UAB,full,12,within,1,0.5,0.3,50,4,14,workload,0.960517019242758,0.9736842105263158,190,100,531,51.0,
UAB,full,12,within,2,0.5,0.3,50,4,14,workload,0.9446916455275086,0.9631578947368421,190,100,531,55.0,
UAB,full,12,within,3,0.5,0.3,50,4,14,workload,0.9762983907854796,0.9842105263157894,190,100,531,49.0,
UAB,full,12,within,42,0.5,0.3,50,4,14,workload,0.731749854663234,0.8210526315789474,190,100,531,51.0,
UAB,full,13,within,0,0.5,0.3,50,4,14,workload,0.6884772263766146,0.7925531914893617,188,100,526,87.0,
UAB,full,13,within,1,0.5,0.3,50,4,14,workload,0.6961422312959891,0.7978723404255319,188,100,526,140.0,
UAB,full,13,within,2,0.5,0.3,50,4,14,workload,0.8086595140155209,0.8723404255319149,188,100,526,95.0,
UAB,full,13,within,3,0.5,0.3,50,4,14,workload,0.6799455226421518,0.7872340425531915,188,100,526,123.0,
UAB,full,13,within,42,0.5,0.3,50,4,14,workload,0.6888077755613089,0.7925531914893617,188,100,379,73.0,
UAB,full,14,within,0,0.5,0.3,50,4,14,workload,0.6466307610080992,0.7643979057591623,191,100,524,157.0,
UAB,full,14,within,1,0.5,0.3,50,4,14,workload,0.5916286336910489,0.7277486910994765,191,100,532,180.0,
UAB,full,14,within,2,0.5,0.3,50,4,14,workload,0.48125591539442825,0.6544502617801047,191,100,532,177.0,
UAB,full,14,within,3,0.5,0.3,50,4,14,workload,0.6465290343806547,0.7643979057591623,191,100,330,109.0,
UAB,full,14,within,42,0.5,0.3,50,4,14,workload,0.5444151998683995,0.6963350785340314,191,100,532,177.0,
UAB,full,15,within,0,0.5,0.3,50,4,14,workload,0.615047218368169,0.7431693989071039,183,100,511,104.0,
UAB,full,15,within,1,0.5,0.3,50,4,14,workload,0.4999328047305469,0.6666666666666666,183,100,511,101.0,
UAB,full,15,within,2,0.5,0.3,50,4,14,workload,0.6968706630254734,0.7978142076502732,183,100,511,101.0,
UAB,full,15,within,3,0.5,0.3,50,4,14,workload,0.680327868852459,0.7868852459016393,183,100,511,97.0,
UAB,full,15,within,42,0.5,0.3,50,4,14,workload,0.9344086021505377,0.9562841530054644,183,100,511,105.0,
UAB,full,16,within,0,0.5,0.3,50,4,14,workload,0.8082936777702243,0.8723404255319149,188,100,526,40.0,
UAB,full,16,within,1,0.5,0.3,50,4,14,workload,0.8402039949001275,0.8936170212765957,188,100,526,58.0,
UAB,full,16,within,2,0.5,0.3,50,4,14,workload,0.8483999660470248,0.898936170212766,188,100,526,51.0,
UAB,full,16,within,3,0.5,0.3,50,4,14,workload,0.8723042961453558,0.9148936170212766,188,100,526,66.0,
UAB,full,16,within,42,0.5,0.3,50,4,14,workload,0.8243885869565217,0.8829787234042553,188,100,526,51.0,
UAB,nearear,1,within,0,0.5,0.3,50,4,2,workload,0.25304627037707894,0.5026178010471204,191,100,532,211.0,
UAB,nearear,1,within,1,0.5,0.3,50,4,2,workload,0.45026931458410424,0.6335078534031413,191,100,532,202.0,
UAB,nearear,1,within,2,0.5,0.3,50,4,2,workload,0.35700796452910744,0.5706806282722513,191,100,532,232.0,
UAB,nearear,1,within,3,0.5,0.3,50,4,2,workload,0.4654044041983947,0.643979057591623,191,100,532,187.0,
UAB,nearear,1,within,42,0.5,0.3,50,4,2,workload,0.4650080322939407,0.643979057591623,191,100,532,211.0,
UAB,nearear,2,within,0,0.5,0.3,50,4,2,workload,0.322192059721751,0.5478723404255319,188,100,526,206.0,
UAB,nearear,2,within,1,0.5,0.3,50,4,2,workload,0.36880577985550367,0.5797872340425532,188,100,526,201.0,
UAB,nearear,2,within,2,0.5,0.3,50,4,2,workload,0.30040595399188086,0.5319148936170213,188,100,526,230.0,
UAB,nearear,2,within,3,0.5,0.3,50,4,2,workload,0.4580295065287434,0.6382978723404256,188,100,526,182.0,
UAB,nearear,2,within,42,0.5,0.3,50,4,2,workload,0.32996732996733,0.5531914893617021,188,100,526,221.0,
UAB,nearear,3,within,0,0.5,0.3,50,4,2,workload,0.6582565913964931,0.7724867724867724,189,100,527,153.0,
UAB,nearear,3,within,1,0.5,0.3,50,4,2,workload,0.3336691009821203,0.5555555555555556,189,100,527,185.0,
UAB,nearear,3,within,2,0.5,0.3,50,4,2,workload,0.4440008405127128,0.6296296296296297,189,100,527,190.0,
UAB,nearear,3,within,3,0.5,0.3,50,4,2,workload,0.5789761264290518,0.7195767195767195,189,100,527,192.0,
UAB,nearear,3,within,42,0.5,0.3,50,4,2,workload,0.5953400503778338,0.7301587301587301,189,98,527,168.0,
UAB,nearear,4,within,0,0.5,0.3,50,4,2,workload,0.4213791457885947,0.6134020618556701,194,100,543,224.0,
UAB,nearear,4,within,1,0.5,0.3,50,4,2,workload,0.4202725316758308,0.6134020618556701,194,100,543,213.0,
UAB,nearear,4,within,2,0.5,0.3,50,4,2,workload,0.4825224938291265,0.654639175257732,194,100,543,202.0,
UAB,nearear,4,within,3,0.5,0.3,50,4,2,workload,0.26456504389465285,0.5103092783505154,194,100,543,232.0,
UAB,nearear,4,within,42,0.5,0.3,50,4,2,workload,0.41338426036444653,0.6082474226804123,194,100,543,226.0,
UAB,nearear,5,within,0,0.5,0.3,50,4,2,workload,0.28384837247630823,0.5235602094240838,191,90,535,210.0,
UAB,nearear,5,within,1,0.5,0.3,50,4,2,workload,0.24038540385403862,0.49214659685863876,191,98,535,211.0,
UAB,nearear,5,within,2,0.5,0.3,50,4,2,workload,0.38200360419397117,0.5863874345549738,191,100,535,214.0,
UAB,nearear,5,within,3,0.5,0.3,50,4,2,workload,0.3944746376811594,0.5968586387434555,191,100,535,232.0,
UAB,nearear,5,within,42,0.5,0.3,50,4,2,workload,0.29183488506220656,0.5287958115183246,191,98,535,249.0,
UAB,nearear,6,within,0,0.5,0.3,50,4,2,workload,0.36124152321335423,0.5752688172043011,186,98,520,278.0,
UAB,nearear,6,within,1,0.5,0.3,50,4,2,workload,0.47878944645628563,0.6505376344086021,186,100,520,245.0,
UAB,nearear,6,within,2,0.5,0.3,50,4,2,workload,0.17290918419702417,0.44086021505376344,186,100,520,230.0,
UAB,nearear,6,within,3,0.5,0.3,50,4,2,workload,0.17464083300382238,0.45698924731182794,186,100,520,243.0,
UAB,nearear,6,within,42,0.5,0.3,50,4,2,workload,0.227491961414791,0.5,186,90,520,240.0,
UAB,nearear,7,within,0,0.5,0.3,50,4,2,workload,0.22040296738510168,0.4810810810810811,185,82,515,270.0,
UAB,nearear,7,within,1,0.5,0.3,50,4,2,workload,0.1808058222631418,0.4540540540540541,185,94,515,278.0,
UAB,nearear,7,within,2,0.5,0.3,50,4,2,workload,0.17432396954581242,0.4486486486486487,185,90,515,209.0,
UAB,nearear,7,within,3,0.5,0.3,50,4,2,workload,0.22091595016669596,0.4810810810810811,185,92,515,269.0,
UAB,nearear,7,within,42,0.5,0.3,50,4,2,workload,0.16425438596491226,0.44324324324324327,185,100,515,272.0,
UAB,nearear,8,within,0,0.5,0.3,50,4,2,workload,0.1862248213125407,0.45698924731182794,186,86,521,236.0,
UAB,nearear,8,within,1,0.5,0.3,50,4,2,workload,0.3226393826411167,0.5483870967741935,186,90,521,245.0,
UAB,nearear,8,within,2,0.5,0.3,50,4,2,workload,0.20389105058365753,0.46774193548387094,186,100,521,259.0,
UAB,nearear,8,within,3,0.5,0.3,50,4,2,workload,0.39447868738605785,0.5967741935483871,186,100,521,236.0,
UAB,nearear,8,within,42,0.5,0.3,50,4,2,workload,0.17487931109468102,0.45161290322580644,186,100,521,233.0,
UAB,nearear,9,within,0,0.5,0.3,50,4,2,workload,0.3997456921120709,0.6,185,100,517,205.0,
UAB,nearear,9,within,1,0.5,0.3,50,4,2,workload,0.34308009293761776,0.5621621621621622,185,100,517,191.0,
UAB,nearear,9,within,2,0.5,0.3,50,4,2,workload,0.4081167550510585,0.6054054054054054,185,100,517,209.0,
UAB,nearear,9,within,3,0.5,0.3,50,4,2,workload,0.3834685376014032,0.5891891891891892,185,100,517,179.0,
UAB,nearear,9,within,42,0.5,0.3,50,4,2,workload,0.4892414216223323,0.6594594594594595,185,100,517,196.0,
UAB,nearear,10,within,0,0.5,0.3,50,4,2,workload,0.3465703971119134,0.56353591160221,181,100,505,240.0,
UAB,nearear,10,within,1,0.5,0.3,50,4,2,workload,0.4028318746276863,0.6022099447513812,181,100,505,226.0,
UAB,nearear,10,within,2,0.5,0.3,50,4,2,workload,0.22915235609287,0.4861878453038674,181,100,505,224.0,
UAB,nearear,10,within,3,0.5,0.3,50,4,2,workload,0.4284210526315789,0.6187845303867403,181,100,505,222.0,
UAB,nearear,10,within,42,0.5,0.3,50,4,2,workload,0.25415502953161484,0.5027624309392266,181,100,505,203.0,
UAB,nearear,11,within,0,0.5,0.3,50,4,2,workload,0.5597810429271104,0.7068062827225131,191,100,533,144.0,
UAB,nearear,11,within,1,0.5,0.3,50,4,2,workload,0.6466598150051388,0.7643979057591623,191,100,533,150.0,
UAB,nearear,11,within,2,0.5,0.3,50,4,2,workload,0.5208110553590524,0.680628272251309,191,100,533,136.0,
UAB,nearear,11,within,3,0.5,0.3,50,4,2,workload,0.4823423127463863,0.6544502617801047,191,100,533,165.0,
UAB,nearear,11,within,42,0.5,0.3,50,4,2,workload,0.4978639500492935,0.6649214659685864,191,100,533,171.0,
UAB,nearear,12,within,0,0.5,0.3,50,4,2,workload,0.49295304811942287,0.6631578947368421,190,100,531,197.0,
UAB,nearear,12,within,1,0.5,0.3,50,4,2,workload,0.5103499875301355,0.6736842105263158,190,100,531,192.0,
UAB,nearear,12,within,2,0.5,0.3,50,4,2,workload,0.49341776370604895,0.6631578947368421,190,100,531,190.0,
UAB,nearear,12,within,3,0.5,0.3,50,4,2,workload,0.48380355276907006,0.6578947368421053,190,100,531,203.0,
UAB,nearear,12,within,42,0.5,0.3,50,4,2,workload,0.5186477282166293,0.6789473684210526,190,100,531,189.0,
UAB,nearear,13,within,0,0.5,0.3,50,4,2,workload,0.25634809238228917,0.5053191489361702,188,100,526,247.0,
UAB,nearear,13,within,1,0.5,0.3,50,4,2,workload,0.3581153173146686,0.574468085106383,188,92,526,239.0,
UAB,nearear,13,within,2,0.5,0.3,50,4,2,workload,0.44073775020186134,0.6276595744680851,188,100,526,243.0,
UAB,nearear,13,within,3,0.5,0.3,50,4,2,workload,0.4205727494542185,0.6170212765957447,188,94,526,233.0,
UAB,nearear,13,within,42,0.5,0.3,50,4,2,workload,0.45798354956330023,0.6382978723404256,188,100,526,217.0,
UAB,nearear,14,within,0,0.5,0.3,50,4,2,workload,0.18389482333607243,0.45549738219895286,191,78,532,316.0,
UAB,nearear,14,within,1,0.5,0.3,50,4,2,workload,0.17621688231669752,0.450261780104712,191,100,532,287.0,
UAB,nearear,14,within,2,0.5,0.3,50,4,2,workload,0.15079659133012213,0.43455497382198954,191,82,532,294.0,
UAB,nearear,14,within,3,0.5,0.3,50,4,2,workload,0.16000822030415118,0.4397905759162304,191,98,532,271.0,
UAB,nearear,14,within,42,0.5,0.3,50,4,2,workload,0.16707121405356484,0.44502617801047123,191,74,532,272.0,
UAB,nearear,15,within,0,0.5,0.3,50,4,2,workload,0.3032162694857552,0.5355191256830601,183,100,511,217.0,
UAB,nearear,15,within,1,0.5,0.3,50,4,2,workload,0.20470430107526882,0.46994535519125685,183,98,511,237.0,
UAB,nearear,15,within,2,0.5,0.3,50,4,2,workload,0.3617991594384333,0.5737704918032787,183,100,511,250.0,
UAB,nearear,15,within,3,0.5,0.3,50,4,2,workload,0.3285004698617263,0.5519125683060109,183,100,511,222.0,
UAB,nearear,15,within,42,0.5,0.3,50,4,2,workload,0.32847041976192604,0.5519125683060109,183,100,511,205.0,
UAB,nearear,16,within,0,0.5,0.3,50,4,2,workload,0.6168152866242038,0.7446808510638298,188,100,526,135.0,
UAB,nearear,16,within,1,0.5,0.3,50,4,2,workload,0.6091641917691981,0.7393617021276596,188,100,526,126.0,
UAB,nearear,16,within,2,0.5,0.3,50,4,2,workload,0.7525475543478262,0.8351063829787234,188,100,526,119.0,
UAB,nearear,16,within,3,0.5,0.3,50,4,2,workload,0.6248301630434783,0.75,188,100,526,120.0,
UAB,nearear,16,within,42,0.5,0.3,50,4,2,workload,0.5846715948678732,0.723404255319149,188,100,526,131.0,
