dataset,protocol,montage,method,feature_family,classifier,subject,seed,kappa,accuracy,n_train,n_test,n_channels,n_arms_surviving,final_regret,error
COGBCI-PVT,cross,full,ccb,,,6,0,0.0,0.5,90,180,62,26,32.0,
COGBCI-PVT,cross,full,ccb,,,6,1,-0.022222222222222143,0.4888888888888889,90,180,62,22,35.0,
COGBCI-PVT,cross,full,ccb,,,6,2,0.011111111111111072,0.5055555555555555,90,180,62,18,34.0,
COGBCI-PVT,cross,full,ccb,,,6,3,-0.03333333333333344,0.48333333333333334,90,180,62,25,35.0,
COGBCI-PVT,cross,full,ccb,,,6,42,-0.05555555555555558,0.4722222222222222,90,180,62,21,37.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,7,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,7,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,7,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,7,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,7,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,7,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,7,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,7,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,7,0,-0.4444444444444444,0.2777777777777778,72,18,62,25,27.0,
COGBCI-PVT,within,full,ccb,,,7,1,0.0,0.5,72,18,62,23,28.0,
COGBCI-PVT,within,full,ccb,,,7,2,-0.11111111111111116,0.4444444444444444,72,18,62,45,28.0,
COGBCI-PVT,within,full,ccb,,,7,3,-0.22222222222222232,0.3888888888888889,72,18,62,30,27.0,
COGBCI-PVT,within,full,ccb,,,7,42,-0.22222222222222232,0.3888888888888889,72,18,62,21,24.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,7,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,7,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,7,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,7,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,7,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,7,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,7,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,7,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,7,0,-0.03333333333333344,0.48333333333333334,90,180,62,26,30.0,
COGBCI-PVT,cross,full,ccb,,,7,1,0.033333333333333326,0.5166666666666667,90,180,62,24,40.0,
COGBCI-PVT,cross,full,ccb,,,7,2,0.05555555555555558,0.5277777777777778,90,180,62,22,27.0,
COGBCI-PVT,cross,full,ccb,,,7,3,-0.03333333333333344,0.48333333333333334,90,180,62,27,29.0,
COGBCI-PVT,cross,full,ccb,,,7,42,0.0,0.5,90,180,62,30,41.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,8,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,8,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,8,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,8,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,8,-1,-0.6666666666666667,0.16666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,8,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,8,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,8,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,8,0,0.11111111111111116,0.5555555555555556,72,18,62,18,26.0,
COGBCI-PVT,within,full,ccb,,,8,1,0.11111111111111116,0.5555555555555556,72,18,62,22,32.0,
COGBCI-PVT,within,full,ccb,,,8,2,0.11111111111111116,0.5555555555555556,72,18,62,22,28.0,
COGBCI-PVT,within,full,ccb,,,8,3,-0.22222222222222232,0.3888888888888889,72,18,62,28,25.0,
COGBCI-PVT,within,full,ccb,,,8,42,-0.11111111111111116,0.4444444444444444,72,18,62,29,29.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,8,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,8,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,8,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,8,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,8,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,8,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,8,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,8,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,8,0,-0.07777777777777772,0.46111111111111114,90,180,62,25,32.0,
COGBCI-PVT,cross,full,ccb,,,8,1,-0.04444444444444451,0.4777777777777778,90,180,62,17,35.0,
COGBCI-PVT,cross,full,ccb,,,8,2,-0.04444444444444451,0.4777777777777778,90,180,62,13,29.0,
COGBCI-PVT,cross,full,ccb,,,8,3,-0.011111111111111072,0.49444444444444446,90,180,62,20,27.0,
COGBCI-PVT,cross,full,ccb,,,8,42,-0.05555555555555558,0.4722222222222222,90,180,62,34,21.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,9,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,9,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,9,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,9,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,9,-1,-0.6666666666666667,0.16666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,9,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,9,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,9,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,9,0,0.2222222222222222,0.6111111111111112,72,18,62,15,27.0,
COGBCI-PVT,within,full,ccb,,,9,1,0.0,0.5,72,18,62,16,21.0,
COGBCI-PVT,within,full,ccb,,,9,2,-0.11111111111111116,0.4444444444444444,72,18,62,21,26.0,
COGBCI-PVT,within,full,ccb,,,9,3,-0.11111111111111116,0.4444444444444444,72,18,62,23,28.0,
COGBCI-PVT,within,full,ccb,,,9,42,-0.22222222222222232,0.3888888888888889,72,18,62,26,27.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,9,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,9,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,9,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,9,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,9,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,9,-1,-0.11111111111111116,0.4444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,9,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,9,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,9,0,0.022222222222222254,0.5111111111111111,90,180,62,27,31.0,
COGBCI-PVT,cross,full,ccb,,,9,1,-0.0888888888888888,0.45555555555555555,90,180,62,21,32.0,
COGBCI-PVT,cross,full,ccb,,,9,2,-0.04444444444444451,0.4777777777777778,90,180,62,24,34.0,
COGBCI-PVT,cross,full,ccb,,,9,3,-0.03333333333333344,0.48333333333333334,90,180,62,29,36.0,
COGBCI-PVT,cross,full,ccb,,,9,42,-0.05555555555555558,0.4722222222222222,90,180,62,27,36.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,10,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,10,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,10,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,10,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,10,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,10,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,10,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,10,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,10,0,-0.11111111111111116,0.4444444444444444,72,18,62,24,28.0,
COGBCI-PVT,within,full,ccb,,,10,1,0.0,0.5,72,18,62,6,27.0,
COGBCI-PVT,within,full,ccb,,,10,2,0.2222222222222222,0.6111111111111112,72,18,62,26,20.0,
COGBCI-PVT,within,full,ccb,,,10,3,-0.11111111111111116,0.4444444444444444,72,18,62,31,30.0,
COGBCI-PVT,within,full,ccb,,,10,42,0.11111111111111116,0.5555555555555556,72,18,62,17,24.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,10,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,10,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,10,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,10,-1,0.05555555555555558,0.5277777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,10,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,10,-1,0.06666666666666665,0.5333333333333333,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,10,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,10,-1,0.0888888888888889,0.5444444444444444,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,10,0,0.0888888888888889,0.5444444444444444,90,180,62,23,37.0,
COGBCI-PVT,cross,full,ccb,,,10,1,0.0,0.5,90,180,62,25,32.0,
COGBCI-PVT,cross,full,ccb,,,10,2,0.09999999999999998,0.55,90,180,62,28,36.0,
COGBCI-PVT,cross,full,ccb,,,10,3,0.011111111111111072,0.5055555555555555,90,180,62,18,36.0,
COGBCI-PVT,cross,full,ccb,,,10,42,0.1444444444444445,0.5722222222222222,90,180,62,31,31.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,11,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,11,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,11,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,11,-1,-0.33333333333333326,0.3333333333333333,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,11,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,11,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,11,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,11,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,11,0,0.11111111111111116,0.5555555555555556,72,18,62,11,21.0,
COGBCI-PVT,within,full,ccb,,,11,1,0.0,0.5,72,18,62,15,17.0,
COGBCI-PVT,within,full,ccb,,,11,2,-0.22222222222222232,0.3888888888888889,72,18,62,24,24.0,
COGBCI-PVT,within,full,ccb,,,11,3,0.0,0.5,72,18,62,39,27.0,
COGBCI-PVT,within,full,ccb,,,11,42,-0.11111111111111116,0.4444444444444444,72,18,62,17,20.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,11,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,11,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,11,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,11,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,11,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,11,-1,0.0444444444444444,0.5222222222222223,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,11,-1,0.05555555555555558,0.5277777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,11,-1,0.07777777777777772,0.5388888888888889,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,11,0,-0.03333333333333344,0.48333333333333334,90,180,62,18,36.0,
COGBCI-PVT,cross,full,ccb,,,11,1,-0.04444444444444451,0.4777777777777778,90,180,62,16,31.0,
COGBCI-PVT,cross,full,ccb,,,11,2,-0.04444444444444451,0.4777777777777778,90,180,62,25,32.0,
COGBCI-PVT,cross,full,ccb,,,11,3,-0.03333333333333344,0.48333333333333334,90,180,62,20,35.0,
COGBCI-PVT,cross,full,ccb,,,11,42,0.011111111111111072,0.5055555555555555,90,180,62,17,34.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,12,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,12,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,12,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,12,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,12,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,12,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,12,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,12,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,12,0,-0.22222222222222232,0.3888888888888889,72,18,62,20,25.0,
COGBCI-PVT,within,full,ccb,,,12,1,-0.11111111111111116,0.4444444444444444,72,18,62,25,27.0,
COGBCI-PVT,within,full,ccb,,,12,2,-0.11111111111111116,0.4444444444444444,72,18,62,36,20.0,
COGBCI-PVT,within,full,ccb,,,12,3,0.33333333333333337,0.6666666666666666,72,18,62,24,22.0,
COGBCI-PVT,within,full,ccb,,,12,42,0.11111111111111116,0.5555555555555556,72,18,62,22,28.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,12,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,12,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,12,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,12,-1,0.011111111111111072,0.5055555555555555,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,12,-1,-0.03333333333333344,0.48333333333333334,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,12,-1,-0.10000000000000009,0.45,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,12,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,12,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,12,0,0.022222222222222254,0.5111111111111111,90,180,62,21,27.0,
COGBCI-PVT,cross,full,ccb,,,12,1,0.0,0.5,90,180,62,32,26.0,
COGBCI-PVT,cross,full,ccb,,,12,2,0.0444444444444444,0.5222222222222223,90,180,62,31,29.0,
COGBCI-PVT,cross,full,ccb,,,12,3,0.0444444444444444,0.5222222222222223,90,180,62,25,27.0,
COGBCI-PVT,cross,full,ccb,,,12,42,-0.10000000000000009,0.45,90,180,62,46,30.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,13,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,13,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,13,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,13,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,13,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,13,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,13,-1,-0.11111111111111116,0.4444444444444444,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,13,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,13,0,0.11111111111111116,0.5555555555555556,72,18,62,37,21.0,
COGBCI-PVT,within,full,ccb,,,13,1,0.2222222222222222,0.6111111111111112,72,18,62,37,26.0,
COGBCI-PVT,within,full,ccb,,,13,2,-0.11111111111111116,0.4444444444444444,72,18,62,8,16.0,
COGBCI-PVT,within,full,ccb,,,13,3,-0.22222222222222232,0.3888888888888889,72,18,62,35,24.0,
COGBCI-PVT,within,full,ccb,,,13,42,0.0,0.5,72,18,62,15,8.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,13,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,13,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,13,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,13,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,13,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,13,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,13,-1,0.033333333333333326,0.5166666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,13,-1,-0.04444444444444451,0.4777777777777778,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,13,0,0.05555555555555558,0.5277777777777778,90,180,62,5,19.0,
COGBCI-PVT,cross,full,ccb,,,13,1,0.0,0.5,90,180,62,19,27.0,
COGBCI-PVT,cross,full,ccb,,,13,2,0.022222222222222254,0.5111111111111111,90,180,62,32,31.0,
COGBCI-PVT,cross,full,ccb,,,13,3,0.0444444444444444,0.5222222222222223,90,180,62,18,26.0,
COGBCI-PVT,cross,full,ccb,,,13,42,0.05555555555555558,0.5277777777777778,90,180,62,35,36.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,14,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,14,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,14,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,14,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,14,-1,0.11111111111111116,0.5555555555555556,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,14,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,14,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,14,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,14,0,0.0,0.5,72,18,62,26,22.0,
COGBCI-PVT,within,full,ccb,,,14,1,-0.22222222222222232,0.3888888888888889,72,18,62,11,28.0,
COGBCI-PVT,within,full,ccb,,,14,2,-0.22222222222222232,0.3888888888888889,72,18,62,19,27.0,
COGBCI-PVT,within,full,ccb,,,14,3,-0.4444444444444444,0.2777777777777778,72,18,62,29,26.0,
COGBCI-PVT,within,full,ccb,,,14,42,0.0,0.5,72,18,62,27,21.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,14,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,14,-1,-0.06666666666666665,0.4666666666666667,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,14,0,0.0,0.5,90,180,62,20,28.0,
COGBCI-PVT,cross,full,ccb,,,14,1,0.0,0.5,90,180,62,20,28.0,
COGBCI-PVT,cross,full,ccb,,,14,2,0.0,0.5,90,180,62,33,39.0,
COGBCI-PVT,cross,full,ccb,,,14,3,-0.011111111111111072,0.49444444444444446,90,180,62,12,26.0,
COGBCI-PVT,cross,full,ccb,,,14,42,0.0,0.5,90,180,62,25,41.0,
COGBCI-PVT,within,full,fixed,fbcsp,lda,15,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,svm,15,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,decision_tree,15,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,fbcsp,random_forest,15,-1,0.4444444444444444,0.7222222222222222,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,lda,15,-1,0.2222222222222222,0.6111111111111112,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,svm,15,-1,0.33333333333333337,0.6666666666666666,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,decision_tree,15,-1,-0.22222222222222232,0.3888888888888889,72,18,62,0,0.0,
COGBCI-PVT,within,full,fixed,bandpower,random_forest,15,-1,0.0,0.5,72,18,62,0,0.0,
COGBCI-PVT,within,full,ccb,,,15,0,-0.4444444444444444,0.2777777777777778,72,18,62,24,26.0,
COGBCI-PVT,within,full,ccb,,,15,1,-0.22222222222222232,0.3888888888888889,72,18,62,19,24.0,
COGBCI-PVT,within,full,ccb,,,15,2,-0.22222222222222232,0.3888888888888889,72,18,62,40,27.0,
COGBCI-PVT,within,full,ccb,,,15,3,0.0,0.5,72,18,62,29,29.0,
COGBCI-PVT,within,full,ccb,,,15,42,-0.22222222222222232,0.3888888888888889,72,18,62,13,18.0,
COGBCI-PVT,cross,full,fixed,fbcsp,lda,15,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,svm,15,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,decision_tree,15,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,fbcsp,random_forest,15,-1,0.0,0.5,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,lda,15,-1,0.06666666666666665,0.5333333333333333,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,svm,15,-1,0.06666666666666665,0.5333333333333333,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,decision_tree,15,-1,0.022222222222222254,0.5111111111111111,90,180,62,0,0.0,
COGBCI-PVT,cross,full,fixed,bandpower,random_forest,15,-1,-0.011111111111111072,0.49444444444444446,90,180,62,0,0.0,
COGBCI-PVT,cross,full,ccb,,,15,0,0.0444444444444444,0.5222222222222223,90,180,62,28,36.0,
COGBCI-PVT,cross,full,ccb,,,15,1,-0.04444444444444451,0.4777777777777778,90,180,62,30,32.0,
COGBCI-PVT,cross,full,ccb,,,15,2,-0.06666666666666665,0.4666666666666667,90,180,62,22,37.0,
COGBCI-PVT,cross,full,ccb,,,15,3,0.11111111111111116,0.5555555555555556,90,180,62,15,33.0,
COGBCI-PVT,cross,full,ccb,,,15,42,0.12222222222222223,0.5611111111111111,90,180,62,29,24.0,
