dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,n_components,include_riemann_arms,epoch_seconds,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,32,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.44565217391304346,0.7228260869565217,184,76,513,163.0,
WAUC,33,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.22462254580175456,0.6120218579234973,183,88,512,184.0,
WAUC,33,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.23568019093078751,0.6174863387978142,183,88,512,192.0,
WAUC,33,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.3878867518814957,0.6939890710382514,183,92,512,194.0,
WAUC,33,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.35621012461987955,0.6775956284153005,183,72,512,199.0,
WAUC,33,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.24529316837009152,0.6229508196721312,183,96,512,209.0,
WAUC,34,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.41002985074626863,0.7049180327868853,183,96,512,197.0,
WAUC,34,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.3984220907297831,0.6994535519125683,183,100,512,209.0,
WAUC,34,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.1803523439832786,0.5901639344262295,183,76,512,212.0,
WAUC,34,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.20259058079150005,0.6010928961748634,183,84,512,184.0,
WAUC,34,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.3880329630956647,0.6939890710382514,183,94,512,186.0,
WAUC,35,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.38317265556529356,0.6993464052287581,153,72,426,136.0,
WAUC,35,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.299149294194634,0.6797385620915033,153,92,342,101.0,
WAUC,35,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.3179791976225854,0.6666666666666666,153,94,426,130.0,
WAUC,35,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.45773524720893144,0.738562091503268,153,98,426,140.0,
WAUC,35,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.32039397450753193,0.6993464052287581,153,92,426,148.0,
WAUC,36,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.13043478260869568,0.5652173913043478,184,52,513,233.0,
WAUC,36,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.13043478260869568,0.5652173913043478,184,86,513,218.0,
WAUC,36,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.14130434782608692,0.5706521739130435,184,84,513,217.0,
WAUC,36,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.2282608695652174,0.6141304347826086,184,86,513,210.0,
WAUC,36,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.13043478260869568,0.5652173913043478,184,78,513,208.0,
WAUC,37,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.5517653384312086,0.7759562841530054,183,100,512,147.0,
WAUC,37,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.5404759057754395,0.7704918032786885,183,100,512,126.0,
WAUC,37,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.5511754501405755,0.7759562841530054,183,100,512,127.0,
WAUC,37,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.5951085331579262,0.7978142076502732,183,100,512,150.0,
WAUC,37,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.7267841146610928,0.8633879781420765,183,100,512,115.0,
WAUC,38,within,within_fold0,0,0.5,0.3,50,4,False,4.0,0.2565420002389771,0.6284153005464481,183,82,512,219.0,
WAUC,38,within,within_fold0,1,0.5,0.3,50,4,False,4.0,0.1821107204576604,0.5901639344262295,183,56,512,196.0,
WAUC,38,within,within_fold0,2,0.5,0.3,50,4,False,4.0,0.23531518624641834,0.6174863387978142,183,70,512,191.0,
WAUC,38,within,within_fold0,3,0.5,0.3,50,4,False,4.0,0.20306627691940582,0.6010928961748634,183,58,512,183.0,
WAUC,38,within,within_fold0,42,0.5,0.3,50,4,False,4.0,0.4200203312802726,0.7103825136612022,183,36,512,229.0,
WAUC,39,within,within_fold0,0,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,1,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,2,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,39,within,within_fold0,3,0.5,0.3,50,4,False,4.0,,,0,0,0,0.0,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
