dataset,task,protocol,montage,method,subject,seed,kappa,accuracy,n_train,n_test,n_channels,error
COGBCI,nback,cross,full,eegnet,10,42,-0.1882674744256793,0.2066805845511482,263,479,62,
COGBCI,nback,cross,full,eegnet,10,7,0.0,0.3319415448851774,263,479,62,
COGBCI,nback,cross,full,eegnet,11,42,-0.004670411644893,0.3305613305613306,292,481,62,
COGBCI,nback,cross,full,eegnet,11,7,0.0,0.3326403326403326,292,481,62,
COGBCI,nback,cross,full,eegnet,12,42,0.0,0.3367768595041322,251,484,62,
COGBCI,nback,cross,full,eegnet,12,7,0.0,0.3264462809917355,251,484,62,
COGBCI,nback,cross,full,eegnet,13,42,0.0044523903663337,0.326771653543307,254,508,62,
COGBCI,nback,cross,full,eegnet,13,7,-0.0041457484212921,0.3326771653543307,254,508,62,
COGBCI,nback,cross,full,eegnet,14,42,0.0030487231119559,0.3353783231083844,251,489,62,
COGBCI,nback,cross,full,eegnet,14,7,0.0,0.3394683026584867,251,489,62,
COGBCI,nback,cross,full,eegnet,15,42,0.0,0.3298755186721991,247,482,62,
COGBCI,nback,cross,full,eegnet,15,7,0.0014954263259769,0.3360995850622407,247,482,62,
COGBCI,nback,cross,full,eegnet,16,42,0.0015814408534419,0.3340380549682875,244,473,62,
COGBCI,nback,cross,full,eegnet,16,7,-0.0210503734094902,0.3192389006342495,244,473,62,
COGBCI,nback,cross,full,eegnet,17,42,0.0,0.3319327731092437,245,476,62,
COGBCI,nback,cross,full,eegnet,17,7,0.0031446540880503,0.3340336134453781,245,476,62,
COGBCI,nback,cross,full,eegnet,18,42,0.0061919504643962,0.3395061728395062,257,486,62,
COGBCI,nback,cross,full,eegnet,18,7,0.0,0.3353909465020576,257,486,62,
COGBCI,nback,cross,full,eegnet,19,42,-0.0014269973447011,0.3212121212121212,249,495,62,
COGBCI,nback,cross,full,eegnet,19,7,0.0,0.3232323232323232,249,495,62,
COGBCI,nback,cross,full,eegnet,20,42,0.0,0.3361522198731501,255,473,62,
COGBCI,nback,cross,full,eegnet,20,7,0.1450433804627248,0.4291754756871035,255,473,62,
COGBCI,nback,cross,full,eegnet,21,42,0.065945608527853,0.3824701195219123,251,502,62,
COGBCI,nback,cross,full,eegnet,21,7,0.0,0.3386454183266932,251,502,62,
COGBCI,nback,cross,full,eegnet,22,42,-0.0001308117805352,0.3340122199592668,278,491,62,
COGBCI,nback,cross,full,eegnet,22,7,0.0,0.3279022403258655,278,491,62,
COGBCI,nback,cross,full,eegnet,23,42,-0.0031611658808403,0.3333333333333333,245,474,62,
COGBCI,nback,cross,full,eegnet,23,7,-0.0031611658808403,0.3333333333333333,245,474,62,
UAB,nback,within,nearear,eegnet,1,42,0.7170836076366031,0.8115183246073299,760,191,2,
UAB,nback,within,nearear,eegnet,1,7,0.6778029212096277,0.7853403141361257,760,191,2,
UAB,nback,within,nearear,eegnet,2,42,0.7446519524617996,0.8297872340425532,751,188,2,
UAB,nback,within,nearear,eegnet,2,7,0.6567886558546319,0.7712765957446809,751,188,2,
UAB,nback,within,nearear,eegnet,3,42,0.9285684290093646,0.9523809523809524,753,189,2,
UAB,nback,within,nearear,eegnet,3,7,0.90471388958911,0.9365079365079364,753,189,2,
UAB,nback,within,nearear,eegnet,4,42,0.6988057324840764,0.7989690721649485,775,194,2,
UAB,nback,within,nearear,eegnet,4,7,0.6909105393133115,0.7938144329896907,775,194,2,
UAB,nback,within,nearear,eegnet,5,42,0.489640713639727,0.6596858638743456,764,191,2,
UAB,nback,within,nearear,eegnet,5,7,0.5526748294847563,0.7015706806282722,764,191,2,
UAB,nback,within,nearear,eegnet,6,42,0.5604568727845608,0.7096774193548387,743,186,2,
UAB,nback,within,nearear,eegnet,6,7,0.7229960578186596,0.8172043010752689,743,186,2,
UAB,nback,within,nearear,eegnet,7,42,0.3922470433639948,0.5945945945945946,736,185,2,
UAB,nback,within,nearear,eegnet,7,7,0.4243075035063114,0.6162162162162163,736,185,2,
UAB,nback,within,nearear,eegnet,8,42,0.7743696386794905,0.8494623655913979,744,186,2,
UAB,nback,within,nearear,eegnet,8,7,0.7581903276131046,0.8387096774193549,744,186,2,
UAB,nback,within,nearear,eegnet,9,42,0.2702809308848665,0.5135135135135135,738,185,2,
UAB,nback,within,nearear,eegnet,9,7,0.383738768354153,0.5891891891891892,738,185,2,
UAB,nback,within,nearear,eegnet,10,42,0.9420004577706568,0.9613259668508288,722,181,2,
UAB,nback,within,nearear,eegnet,10,7,0.9585717555504693,0.9723756906077348,722,181,2,
UAB,nback,within,nearear,eegnet,11,42,0.9764420507338732,0.9842931937172776,762,191,2,
UAB,nback,within,nearear,eegnet,11,7,0.960727063371304,0.9738219895287958,762,191,2,
UAB,nback,within,nearear,eegnet,12,42,0.8023221940155645,0.868421052631579,758,190,2,
UAB,nback,within,nearear,eegnet,12,7,0.7866855170693168,0.8578947368421053,758,190,2,
UAB,nback,within,nearear,eegnet,13,42,0.8244929135194772,0.8829787234042553,752,188,2,
UAB,nback,within,nearear,eegnet,13,7,0.8398023092326701,0.8936170212765957,752,188,2,
UAB,nback,within,nearear,eegnet,14,42,0.5128953971453252,0.675392670157068,760,191,2,
UAB,nback,within,nearear,eegnet,14,7,0.5366365131578947,0.6910994764397905,760,191,2,
UAB,nback,within,nearear,eegnet,15,42,0.836080257972053,0.8907103825136612,730,183,2,
UAB,nback,within,nearear,eegnet,15,7,0.8443389891211891,0.8961748633879781,730,183,2,
UAB,nback,within,nearear,eegnet,16,42,0.9042119565217392,0.9361702127659576,752,188,2,
UAB,nback,within,nearear,eegnet,16,7,0.8962472406181016,0.9308510638297872,752,188,2,
UAB,nback,within,full,eegnet,14,7,0.8900493421052632,0.9267015706806284,760,191,14,
UAB,nback,within,full,eegnet,15,42,0.9672131147540984,0.9781420765027322,730,183,14,
UAB,nback,within,full,eegnet,15,7,0.9754087346024636,0.9836065573770492,730,183,14,
UAB,nback,within,full,eegnet,16,42,0.992019696069276,0.9946808510638298,752,188,14,
UAB,nback,within,full,eegnet,16,7,1.0,1.0,752,188,14,
COGBCI-PVT,pvt,cross,nearear,eegnet,1,42,0.0777777777777777,0.5388888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,1,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,2,42,-0.0333333333333334,0.4833333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,2,7,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,3,42,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,3,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,4,42,0.0666666666666666,0.5333333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,4,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,5,42,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,5,7,0.0777777777777777,0.5388888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,6,42,0.1444444444444445,0.5722222222222222,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,6,7,0.0333333333333333,0.5166666666666667,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,7,42,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,7,7,0.0222222222222222,0.5111111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,8,42,0.0444444444444444,0.5222222222222223,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,8,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,9,42,0.0444444444444444,0.5222222222222223,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,9,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,10,42,-0.0333333333333334,0.4833333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,10,7,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,11,42,0.1111111111111111,0.5555555555555556,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,11,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,12,42,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,12,7,0.0222222222222222,0.5111111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,13,42,0.0333333333333333,0.5166666666666667,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,13,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,14,42,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,14,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,15,42,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,15,7,0.0222222222222222,0.5111111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,16,42,-0.0666666666666666,0.4666666666666667,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,16,7,-0.0888888888888888,0.4555555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,17,42,-0.0222222222222221,0.4888888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,17,7,0.0555555555555555,0.5277777777777778,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,18,42,-0.0333333333333334,0.4833333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,18,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,19,42,0.0222222222222222,0.5111111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,19,7,-0.0222222222222221,0.4888888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,20,42,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,20,7,0.0555555555555555,0.5277777777777778,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,21,42,-0.0333333333333334,0.4833333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,21,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,22,42,0.0333333333333333,0.5166666666666667,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,22,7,0.011111111111111,0.5055555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,23,42,-0.0777777777777777,0.4611111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,23,7,0.0,0.5,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,24,42,-0.0222222222222221,0.4888888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,24,7,-0.0222222222222221,0.4888888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,25,42,-0.0666666666666666,0.4666666666666667,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,25,7,-0.0555555555555555,0.4722222222222222,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,26,42,0.0666666666666666,0.5333333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,26,7,0.0222222222222222,0.5111111111111111,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,27,42,-0.0222222222222221,0.4888888888888889,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,27,7,0.0555555555555555,0.5277777777777778,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,28,42,-0.0888888888888888,0.4555555555555555,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,28,7,-0.011111111111111,0.4944444444444444,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,29,42,-0.0333333333333334,0.4833333333333333,90,180,2,
COGBCI-PVT,pvt,cross,nearear,eegnet,29,7,-0.1333333333333333,0.4333333333333333,90,180,2,
COGBCI-PVT,pvt,cross,full,eegnet,1,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,1,7,-0.011111111111111,0.4944444444444444,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,2,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,2,7,-0.0222222222222221,0.4888888888888889,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,3,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,3,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,4,42,0.0333333333333333,0.5166666666666667,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,4,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,5,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,5,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,6,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,6,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,7,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,7,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,8,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,8,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,9,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,9,7,0.011111111111111,0.5055555555555555,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,10,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,10,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,11,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,11,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,12,42,-0.0777777777777777,0.4611111111111111,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,12,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,13,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,13,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,14,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,14,7,-0.011111111111111,0.4944444444444444,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,15,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,15,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,16,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,16,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,17,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,17,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,18,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,18,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,19,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,19,7,0.0555555555555555,0.5277777777777778,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,20,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,20,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,21,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,21,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,22,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,22,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,23,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,23,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,24,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,24,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,25,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,25,7,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,26,42,0.0,0.5,90,180,62,
COGBCI-PVT,pvt,cross,full,eegnet,26,7,0.0,0.5,90,180,62,
