dataset,method,montage,protocol,subject,seed,kappa,accuracy,n_train,n_test,n_channels,y_true_seq,y_pred_seq,error
STEW,eegnet,full,within,22,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,22,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,22,42,1.0,1.0,60,14,14,,,
STEW,eegnet,full,within,23,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,7,1.0,1.0,60,14,14,,,
STEW,eegnet,full,within,23,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,23,42,1.0,1.0,60,14,14,,,
STEW,eegnet,full,within,25,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,7,0.8672566371681416,0.9333333333333333,59,15,14,,,
STEW,eegnet,full,within,25,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,7,1.0,1.0,60,14,14,,,
STEW,eegnet,full,within,25,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,42,0.8648648648648649,0.9333333333333333,59,15,14,,,
STEW,eegnet,full,within,25,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,25,42,1.0,1.0,60,14,14,,,
STEW,eegnet,full,within,26,7,0.8648648648648649,0.9333333333333333,59,15,14,,,
STEW,eegnet,full,within,26,7,0.7272727272727273,0.8666666666666667,59,15,14,,,
STEW,eegnet,full,within,26,7,0.4444444444444444,0.7333333333333333,59,15,14,,,
STEW,eegnet,full,within,26,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,26,7,0.5714285714285714,0.7857142857142857,60,14,14,,,
STEW,eegnet,full,within,26,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,26,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,26,42,0.5945945945945946,0.8,59,15,14,,,
STEW,eegnet,full,within,26,42,0.7321428571428572,0.8666666666666667,59,15,14,,,
STEW,eegnet,full,within,26,42,0.4285714285714286,0.7142857142857143,60,14,14,,,
STEW,eegnet,full,within,27,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,27,7,0.8672566371681416,0.9333333333333333,59,15,14,,,
STEW,eegnet,full,within,27,7,0.7272727272727273,0.8666666666666667,59,15,14,,,
STEW,eegnet,full,within,27,7,0.5945945945945946,0.8,59,15,14,,,
STEW,eegnet,full,within,27,7,0.7142857142857143,0.8571428571428571,60,14,14,,,
STEW,eegnet,full,within,27,42,0.7272727272727273,0.8666666666666667,59,15,14,,,
STEW,eegnet,full,within,27,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,27,42,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,27,42,0.7321428571428572,0.8666666666666667,59,15,14,,,
STEW,eegnet,full,within,27,42,0.5714285714285714,0.7857142857142857,60,14,14,,,
STEW,eegnet,full,within,28,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,28,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,28,7,1.0,1.0,59,15,14,,,
STEW,eegnet,full,within,28,7,0.8672566371681416,0.9333333333333333,59,15,14,,,
STEW,eegnet,full,within,28,7,0.8571428571428572,0.9285714285714286,60,14,14,,,
STEW,eegnet,full,within,28,42,1.0,1.0,59,15,14,,,
