dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining,ts_prior_scale
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.1667,0.4167,48,80,134,51.0,191.0,3.0
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.1667,0.5833,48,64,134,63.0,180.0,3.0
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1667,0.5833,48,70,134,57.0,188.0,3.0
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,120,80,84,43.0,393.0,3.0
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,72,84,40.0,396.0,3.0
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.05,0.525,120,78,84,41.0,393.0,3.0
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0667,0.5333,120,80,84,37.0,384.0,3.0
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.1167,0.4417,120,72,84,41.0,387.0,3.0
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.2083,0.6042,48,88,134,77.0,184.0,3.0
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.125,0.5625,48,98,134,66.0,179.0,3.0
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.0417,0.5208,48,62,134,62.0,183.0,3.0
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.125,0.5625,48,52,134,58.0,190.0,3.0
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0417,0.4792,48,98,134,69.0,192.0,3.0
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,100,84,39.0,396.0,3.0
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,96,84,45.0,390.0,3.0
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.1167,0.5583,120,47,84,41.0,382.0,3.0
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0667,0.5333,120,62,84,41.0,385.0,3.0
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.05,0.525,120,40,84,45.0,376.0,3.0
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.1071,0.5536,56,44,157,79.0,234.0,3.0
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0714,0.4643,56,56,157,71.0,221.0,3.0
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.2857,0.6429,56,62,157,81.0,214.0,3.0
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.2143,0.6071,56,82,157,72.0,218.0,3.0
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1071,0.5536,56,48,157,73.0,206.0,3.0
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,90,112,58.0,393.0,3.0
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0667,0.5333,120,78,112,53.0,390.0,3.0
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.0333,0.5167,120,68,112,55.0,392.0,3.0
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0667,0.4667,120,54,112,56.0,372.0,3.0
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,120,64,112,58.0,396.0,3.0
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.2083,0.6042,48,62,134,60.0,183.0,3.0
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.2083,0.6042,48,80,134,68.0,193.0,3.0
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.25,0.375,48,74,134,64.0,185.0,3.0
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,48,62,134,65.0,195.0,3.0
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.2917,0.3542,48,94,134,71.0,190.0,3.0
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.1167,0.5583,120,52,84,44.0,377.0,3.0
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,44,84,38.0,383.0,3.0
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.2167,0.6083,120,96,84,37.0,391.0,3.0
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,120,56,84,33.0,385.0,3.0
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,120,52,84,38.0,377.0,3.0
BCI-IV-2b,1,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,48,76,134,63.0,177.0,1.0
BCI-IV-2b,1,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0417,0.5208,48,64,134,66.0,196.0,1.0
BCI-IV-2b,1,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0417,0.4792,48,92,134,71.0,182.0,1.0
BCI-IV-2b,1,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0417,0.4792,48,72,134,71.0,178.0,1.0
BCI-IV-2b,1,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,48,76,134,61.0,184.0,1.0
BCI-IV-2b,1,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.3333,0.6667,120,68,84,41.0,376.0,1.0
BCI-IV-2b,1,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.1,0.55,120,60,84,47.0,393.0,1.0
BCI-IV-2b,1,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.05,0.525,120,88,84,41.0,382.0,1.0
BCI-IV-2b,1,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,90,84,43.0,394.0,1.0
BCI-IV-2b,1,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0833,0.4583,120,52,84,35.0,388.0,1.0
BCI-IV-2b,2,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.1667,0.4167,48,48,134,73.0,194.0,1.0
BCI-IV-2b,2,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,-0.2083,0.3958,48,78,134,53.0,195.0,1.0
BCI-IV-2b,2,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,48,54,134,67.0,203.0,1.0
BCI-IV-2b,2,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.2917,0.6458,48,78,134,59.0,187.0,1.0
BCI-IV-2b,2,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0417,0.4792,48,86,134,76.0,186.0,1.0
BCI-IV-2b,2,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,94,84,41.0,382.0,1.0
BCI-IV-2b,2,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.15,0.575,120,62,84,40.0,397.0,1.0
BCI-IV-2b,2,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0333,0.4833,120,58,84,34.0,392.0,1.0
BCI-IV-2b,2,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.1667,0.4167,120,56,84,41.0,394.0,1.0
BCI-IV-2b,2,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1,0.55,120,60,84,45.0,377.0,1.0
BCI-IV-2b,3,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,48,46,134,67.0,179.0,1.0
BCI-IV-2b,3,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,48,86,134,63.0,172.0,1.0
BCI-IV-2b,3,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0417,0.4792,48,84,134,71.0,169.0,1.0
BCI-IV-2b,3,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0833,0.4583,48,42,134,63.0,179.0,1.0
BCI-IV-2b,3,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.2083,0.6042,48,76,134,67.0,186.0,1.0
BCI-IV-2b,3,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,16,84,32.0,360.0,1.0
BCI-IV-2b,3,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,120,96,84,34.0,387.0,1.0
BCI-IV-2b,3,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.1167,0.5583,120,18,84,36.0,360.0,1.0
BCI-IV-2b,3,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.1,0.55,120,52,84,35.0,382.0,1.0
BCI-IV-2b,3,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0333,0.4833,120,64,84,38.0,384.0,1.0
BCI-IV-2b,4,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.2308,0.6154,52,84,146,54.0,190.0,1.0
BCI-IV-2b,4,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.1154,0.5577,52,82,146,56.0,188.0,1.0
BCI-IV-2b,4,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.1154,0.5577,52,90,146,69.0,213.0,1.0
BCI-IV-2b,4,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.4231,0.7115,52,70,146,54.0,184.0,1.0
BCI-IV-2b,4,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1538,0.5769,52,86,146,70.0,207.0,1.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.2714,0.6357,140,86,84,35.0,444.0,1.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.1857,0.5929,140,84,84,40.0,447.0,1.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.2,0.6,140,100,84,41.0,443.0,1.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.1857,0.5929,140,76,84,27.0,445.0,1.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.2,0.6,140,86,84,41.0,443.0,1.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0769,0.5385,52,100,146,61.0,208.0,1.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0385,0.5192,52,100,146,62.0,194.0,1.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.3077,0.6538,52,74,146,73.0,192.0,1.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,52,100,146,67.0,188.0,1.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.3077,0.6538,52,68,146,69.0,198.0,1.0
BCI-IV-2b,5,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0143,0.5071,140,100,84,27.0,449.0,1.0
BCI-IV-2b,5,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0286,0.4857,140,84,84,33.0,442.0,1.0
BCI-IV-2b,5,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.1571,0.5786,140,46,84,47.0,437.0,1.0
BCI-IV-2b,5,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0286,0.4857,140,76,84,39.0,452.0,1.0
BCI-IV-2b,5,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1571,0.5786,140,70,84,36.0,436.0,1.0
BCI-IV-2b,6,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0833,0.4583,48,78,134,61.0,176.0,1.0
BCI-IV-2b,6,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,-0.2083,0.3958,48,92,134,54.0,186.0,1.0
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.1667,0.4167,48,80,134,53.0,192.0,1.0
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.125,0.5625,48,64,134,67.0,176.0,1.0
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.1667,0.5833,48,70,134,62.0,190.0,1.0
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,80,84,41.0,390.0,1.0
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0333,0.5167,120,72,84,42.0,395.0,1.0
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.0833,0.5417,120,78,84,39.0,394.0,1.0
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.1667,0.5833,120,80,84,39.0,384.0,1.0
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.05,0.525,120,72,84,39.0,388.0,1.0
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.2083,0.6042,48,88,134,76.0,185.0,1.0
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.125,0.5625,48,98,134,69.0,179.0,1.0
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.1667,0.5833,48,62,134,62.0,181.0,1.0
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0417,0.5208,48,52,134,58.0,188.0,1.0
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,48,98,134,71.0,188.0,1.0
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,100,84,39.0,394.0,1.0
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,96,84,46.0,390.0,1.0
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.0667,0.5333,120,47,84,43.0,385.0,1.0
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,120,62,84,44.0,384.0,1.0
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0333,0.4833,120,40,84,44.0,378.0,1.0
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.0357,0.5179,56,44,157,82.0,230.0,1.0
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0357,0.5179,56,56,157,68.0,224.0,1.0
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,0.25,0.625,56,62,157,80.0,218.0,1.0
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.1429,0.5714,56,82,157,74.0,219.0,1.0
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0357,0.5179,56,48,157,72.0,202.0,1.0
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,-0.05,0.475,120,90,112,60.0,392.0,1.0
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.1833,0.5917,120,78,112,56.0,394.0,1.0
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.05,0.525,120,68,112,56.0,391.0,1.0
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,54,112,56.0,375.0,1.0
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0667,0.5333,120,64,112,59.0,392.0,1.0
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,ts,,0.25,0.625,48,62,134,66.0,180.0,1.0
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,ts,,0.25,0.625,48,80,134,67.0,195.0,1.0
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,ts,,-0.2083,0.3958,48,74,134,62.0,185.0,1.0
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0417,0.5208,48,62,134,62.0,192.0,1.0
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,ts,,0.0,0.5,48,94,134,70.0,185.0,1.0
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,ts,,0.1333,0.5667,120,52,84,45.0,379.0,1.0
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,ts,,0.0333,0.5167,120,44,84,35.0,382.0,1.0
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,ts,,0.2167,0.6083,120,96,84,37.0,390.0,1.0
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,ts,,0.0167,0.5083,120,56,84,33.0,385.0,1.0
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,ts,,-0.0167,0.4917,120,52,84,38.0,379.0,1.0
