dataset,montage,feature_family,classifier,subject,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
UAB,nearear,fbcsp,lda,2,2,42,0.5053471397046342,0.6702127659574468,751,188,2,
UAB,nearear,fbcsp,svm,2,2,42,0.6889002036659878,0.7925531914893617,751,188,2,
UAB,nearear,fbcsp,decision_tree,2,2,42,0.4973688677643864,0.6648936170212766,751,188,2,
UAB,nearear,fbcsp,random_forest,2,2,42,0.6729047315934649,0.7819148936170213,751,188,2,
UAB,nearear,bandpower,lda,2,2,42,0.4814343305750053,0.6542553191489362,751,188,2,
UAB,nearear,bandpower,svm,2,2,42,0.5696663982027044,0.7127659574468085,751,188,2,
UAB,nearear,bandpower,decision_tree,2,2,42,0.4334946099651982,0.6223404255319149,751,188,2,
UAB,nearear,bandpower,random_forest,2,2,42,0.5693012600229095,0.7127659574468085,751,188,2,
UAB,nearear,fbcsp,lda,2,3,42,0.4735010820214708,0.648936170212766,751,188,2,
UAB,nearear,fbcsp,svm,2,3,42,0.7208434092741081,0.8138297872340425,751,188,2,
UAB,nearear,fbcsp,decision_tree,2,3,42,0.5052001528208175,0.6702127659574468,751,188,2,
UAB,nearear,fbcsp,random_forest,2,3,42,0.6649978786593127,0.776595744680851,751,188,2,
UAB,nearear,bandpower,lda,2,3,42,0.4016803869982177,0.601063829787234,751,188,2,
UAB,nearear,bandpower,svm,2,3,42,0.5135937566272214,0.675531914893617,751,188,2,
UAB,nearear,bandpower,decision_tree,2,3,42,0.4652742401086771,0.6436170212765957,751,188,2,
UAB,nearear,bandpower,random_forest,2,3,42,0.6250530425188832,0.75,751,188,2,
UAB,nearear,fbcsp,lda,2,4,42,0.4709362139917695,0.6470588235294118,752,187,2,
UAB,nearear,fbcsp,svm,2,4,42,0.6551295247898439,0.7700534759358288,752,187,2,
UAB,nearear,fbcsp,decision_tree,2,4,42,0.5427872860635696,0.6951871657754011,752,187,2,
UAB,nearear,fbcsp,random_forest,2,4,42,0.6551591045544214,0.7700534759358288,752,187,2,
UAB,nearear,bandpower,lda,2,4,42,0.3987911522633744,0.5989304812834224,752,187,2,
UAB,nearear,bandpower,svm,2,4,42,0.4948329831482354,0.6631016042780749,752,187,2,
UAB,nearear,bandpower,decision_tree,2,4,42,0.4625745292326171,0.6417112299465241,752,187,2,
UAB,nearear,bandpower,random_forest,2,4,42,0.5348657689338707,0.6898395721925134,752,187,2,
UAB,nearear,fbcsp,lda,3,0,42,0.9206249212548822,0.9470899470899472,753,189,2,
UAB,nearear,fbcsp,svm,3,0,42,0.9761864762704746,0.984126984126984,753,189,2,
UAB,nearear,fbcsp,decision_tree,3,0,42,0.8571608514926313,0.9047619047619048,753,189,2,
UAB,nearear,fbcsp,random_forest,3,0,42,0.9285654291953636,0.9523809523809524,753,189,2,
UAB,nearear,bandpower,lda,3,0,42,0.8332913306451613,0.8888888888888888,753,189,2,
UAB,nearear,bandpower,svm,3,0,42,0.8571008526903852,0.9047619047619048,753,189,2,
UAB,nearear,bandpower,decision_tree,3,0,42,0.7539992442373095,0.8359788359788359,753,189,2,
UAB,nearear,bandpower,random_forest,3,0,42,0.8730052074584244,0.9153439153439152,753,189,2,
UAB,nearear,fbcsp,lda,3,1,42,0.9285714285714286,0.9523809523809524,753,189,2,
UAB,nearear,fbcsp,svm,3,1,42,0.992063492063492,0.9947089947089948,753,189,2,
UAB,nearear,fbcsp,decision_tree,3,1,42,0.8809523809523809,0.9206349206349206,753,189,2,
UAB,nearear,fbcsp,random_forest,3,1,42,0.9603174603174603,0.9735449735449736,753,189,2,
UAB,nearear,bandpower,lda,3,1,42,0.8174603174603174,0.8783068783068783,753,189,2,
UAB,nearear,bandpower,svm,3,1,42,0.8968253968253969,0.9312169312169312,753,189,2,
UAB,nearear,bandpower,decision_tree,3,1,42,0.8333333333333334,0.8888888888888888,753,189,2,
UAB,nearear,bandpower,random_forest,3,1,42,0.8809523809523809,0.9206349206349206,753,189,2,
UAB,nearear,fbcsp,lda,3,2,42,0.9680787842771034,0.9787234042553192,754,188,2,
UAB,nearear,fbcsp,svm,3,2,42,0.9760631525337408,0.9840425531914894,754,188,2,
UAB,nearear,fbcsp,decision_tree,3,2,42,0.8563971992361553,0.9042553191489362,754,188,2,
UAB,nearear,fbcsp,random_forest,3,2,42,0.984042778933073,0.9893617021276596,754,188,2,
UAB,nearear,bandpower,lda,3,2,42,0.8403939213855166,0.8936170212765957,754,188,2,
UAB,nearear,bandpower,svm,3,2,42,0.904252610134963,0.9361702127659576,754,188,2,
UAB,nearear,bandpower,decision_tree,3,2,42,0.7366723259762309,0.824468085106383,754,188,2,
UAB,nearear,bandpower,random_forest,3,2,42,0.8643751326119244,0.9095744680851064,754,188,2,
UAB,nearear,fbcsp,lda,3,3,42,0.944140243643618,0.9627659574468084,754,188,2,
UAB,nearear,fbcsp,svm,3,3,42,0.9840414243877594,0.9893617021276596,754,188,2,
UAB,nearear,fbcsp,decision_tree,3,3,42,0.9122390086572738,0.9414893617021276,754,188,2,
UAB,nearear,fbcsp,random_forest,3,3,42,0.9601035609693986,0.973404255319149,754,188,2,
UAB,nearear,bandpower,lda,3,3,42,0.8403939213855166,0.8936170212765957,754,188,2,
UAB,nearear,bandpower,svm,3,3,42,0.8803056027164686,0.9202127659574468,754,188,2,
UAB,nearear,bandpower,decision_tree,3,3,42,0.7366835023980307,0.824468085106383,754,188,2,
UAB,nearear,bandpower,random_forest,3,3,42,0.8643463497453311,0.9095744680851064,754,188,2,
UAB,nearear,fbcsp,lda,3,4,42,0.9281803132560804,0.952127659574468,754,188,2,
UAB,nearear,fbcsp,svm,3,4,42,0.9840434561195044,0.9893617021276596,754,188,2,
UAB,nearear,fbcsp,decision_tree,3,4,42,0.8883184113378877,0.925531914893617,754,188,2,
UAB,nearear,fbcsp,random_forest,3,4,42,0.9521263050674816,0.9680851063829788,754,188,2,
UAB,nearear,bandpower,lda,3,4,42,0.8164452179819162,0.8776595744680851,754,188,2,
UAB,nearear,bandpower,svm,3,4,42,0.8563728194898349,0.9042553191489362,754,188,2,
UAB,nearear,bandpower,decision_tree,3,4,42,0.752673569852317,0.8351063829787234,754,188,2,
UAB,nearear,bandpower,random_forest,3,4,42,0.8723476489560347,0.9148936170212766,754,188,2,
UAB,nearear,fbcsp,lda,4,0,42,0.8608986615678776,0.9072164948453608,775,194,2,
UAB,nearear,fbcsp,svm,4,0,42,0.891792828685259,0.9278350515463918,775,194,2,
UAB,nearear,fbcsp,decision_tree,4,0,42,0.7293958233699984,0.8195876288659794,775,194,2,
UAB,nearear,fbcsp,random_forest,4,0,42,0.8840637450199204,0.922680412371134,775,194,2,
UAB,nearear,bandpower,lda,4,0,42,0.7833958050881251,0.8556701030927835,775,194,2,
UAB,nearear,bandpower,svm,4,0,42,0.829919502669961,0.8865979381443299,775,194,2,
UAB,nearear,bandpower,decision_tree,4,0,42,0.7139783232387631,0.8092783505154639,775,194,2,
UAB,nearear,bandpower,random_forest,4,0,42,0.8453567158230371,0.8969072164948454,775,194,2,
UAB,nearear,fbcsp,lda,4,1,42,0.7679055670760887,0.845360824742268,775,194,2,
UAB,nearear,fbcsp,svm,4,1,42,0.822131866379654,0.8814432989690721,775,194,2,
UAB,nearear,fbcsp,decision_tree,4,1,42,0.6829307183289484,0.788659793814433,775,194,2,
UAB,nearear,fbcsp,random_forest,4,1,42,0.8066496571519693,0.8711340206185567,775,194,2,
UAB,nearear,bandpower,lda,4,1,42,0.7059198978777724,0.8041237113402062,775,194,2,
UAB,nearear,bandpower,svm,4,1,42,0.7216198979591837,0.8144329896907216,775,194,2,
UAB,nearear,bandpower,decision_tree,4,1,42,0.6367909496494583,0.7577319587628866,775,194,2,
UAB,nearear,bandpower,random_forest,4,1,42,0.7679610876325651,0.845360824742268,775,194,2,
UAB,nearear,fbcsp,lda,4,2,42,0.721442246330568,0.8144329896907216,775,194,2,
UAB,nearear,fbcsp,svm,4,2,42,0.7988675332961162,0.865979381443299,775,194,2,
UAB,nearear,fbcsp,decision_tree,4,2,42,0.6519416314488478,0.7680412371134021,775,194,2,
UAB,nearear,fbcsp,random_forest,4,2,42,0.7833266852812126,0.8556701030927835,775,194,2,
UAB,nearear,bandpower,lda,4,2,42,0.6983734651570722,0.7989690721649485,775,194,2,
UAB,nearear,bandpower,svm,4,2,42,0.7525312923543012,0.8350515463917526,775,194,2,
UAB,nearear,bandpower,decision_tree,4,2,42,0.6289744202725316,0.7525773195876289,775,194,2,
UAB,nearear,bandpower,random_forest,4,2,42,0.7447978952403731,0.8298969072164949,775,194,2,
UAB,nearear,fbcsp,lda,4,3,42,0.8297091329848781,0.8865979381443299,775,194,2,
UAB,nearear,fbcsp,svm,4,3,42,0.8528836559568949,0.9020618556701032,775,194,2,
UAB,nearear,fbcsp,decision_tree,4,3,42,0.6748603351955307,0.7835051546391752,775,194,2,
UAB,nearear,fbcsp,random_forest,4,3,42,0.8374366545628666,0.8917525773195877,775,194,2,
UAB,nearear,bandpower,lda,4,3,42,0.7364762285257691,0.8247422680412371,775,194,2,
UAB,nearear,bandpower,svm,4,3,42,0.7365814696485624,0.8247422680412371,775,194,2,
UAB,nearear,bandpower,decision_tree,4,3,42,0.6130061839218033,0.7422680412371134,775,194,2,
UAB,nearear,bandpower,random_forest,4,3,42,0.7676924919171356,0.845360824742268,775,194,2,
UAB,nearear,fbcsp,lda,4,4,42,0.7978976197188772,0.8652849740932642,776,193,2,
UAB,nearear,fbcsp,svm,4,4,42,0.829079784236374,0.8860103626943006,776,193,2,
UAB,nearear,fbcsp,decision_tree,4,4,42,0.6501933301111648,0.7668393782383419,776,193,2,
UAB,nearear,fbcsp,random_forest,4,4,42,0.7822109378148552,0.8549222797927462,776,193,2,
UAB,nearear,bandpower,lda,4,4,42,0.6969318730874537,0.7979274611398963,776,193,2,
UAB,nearear,bandpower,svm,4,4,42,0.7125895516380907,0.8082901554404145,776,193,2,
UAB,nearear,bandpower,decision_tree,4,4,42,0.6113885309278351,0.7409326424870466,776,193,2,
UAB,nearear,bandpower,random_forest,4,4,42,0.7124969804332072,0.8082901554404145,776,193,2,
UAB,nearear,fbcsp,lda,5,0,42,0.4657782165185916,0.643979057591623,764,191,2,
UAB,nearear,fbcsp,svm,5,0,42,0.5999260719566288,0.7329842931937173,764,191,2,
UAB,nearear,fbcsp,decision_tree,5,0,42,0.3871153529702156,0.5916230366492147,764,191,2,
UAB,nearear,fbcsp,random_forest,5,0,42,0.5996629952326156,0.7329842931937173,764,191,2,
UAB,nearear,bandpower,lda,5,0,42,0.4425306256680096,0.6282722513089005,764,191,2,
UAB,nearear,bandpower,svm,5,0,42,0.5291313994576383,0.6858638743455497,764,191,2,
UAB,nearear,bandpower,decision_tree,5,0,42,0.4972030273116157,0.6649214659685864,764,191,2,
UAB,nearear,bandpower,random_forest,5,0,42,0.6074159335690208,0.7382198952879581,764,191,2,
UAB,nearear,fbcsp,lda,5,1,42,0.5841344178785639,0.7225130890052356,764,191,2,
UAB,nearear,fbcsp,svm,5,1,42,0.6470805617147081,0.7643979057591623,764,191,2,
UAB,nearear,fbcsp,decision_tree,5,1,42,0.4268272630107703,0.6178010471204188,764,191,2,
UAB,nearear,fbcsp,random_forest,5,1,42,0.6314255214320907,0.7539267015706806,764,191,2,
UAB,nearear,bandpower,lda,5,1,42,0.5919809382959493,0.7277486910994765,764,191,2,
UAB,nearear,bandpower,svm,5,1,42,0.5921149897330595,0.7277486910994765,764,191,2,
UAB,nearear,bandpower,decision_tree,5,1,42,0.5283562433122067,0.6858638743455497,764,191,2,
UAB,nearear,bandpower,random_forest,5,1,42,0.5917796958487465,0.7277486910994765,764,191,2,
UAB,nearear,fbcsp,lda,5,2,42,0.536807924698919,0.6910994764397905,764,191,2,
UAB,nearear,fbcsp,svm,5,2,42,0.6154889071487264,0.743455497382199,764,191,2,
UAB,nearear,fbcsp,decision_tree,5,2,42,0.403125,0.6020942408376964,764,191,2,
UAB,nearear,fbcsp,random_forest,5,2,42,0.6075933763405514,0.7382198952879581,764,191,2,
UAB,nearear,bandpower,lda,5,2,42,0.5058113269538791,0.6701570680628273,764,191,2,
UAB,nearear,bandpower,svm,5,2,42,0.4899342645850453,0.6596858638743456,764,191,2,
UAB,nearear,bandpower,decision_tree,5,2,42,0.3328813280736357,0.5549738219895288,764,191,2,
UAB,nearear,bandpower,random_forest,5,2,42,0.5683349769888232,0.7120418848167539,764,191,2,
UAB,nearear,fbcsp,lda,5,3,42,0.4494543957175211,0.6335078534031413,764,191,2,
UAB,nearear,fbcsp,svm,5,3,42,0.5838095629650948,0.7225130890052356,764,191,2,
UAB,nearear,fbcsp,decision_tree,5,3,42,0.4113174981507356,0.6073298429319371,764,191,2,
UAB,nearear,fbcsp,random_forest,5,3,42,0.5524909569220651,0.7015706806282722,764,191,2,
UAB,nearear,bandpower,lda,5,3,42,0.5284144685403893,0.6858638743455497,764,191,2,
UAB,nearear,bandpower,svm,5,3,42,0.5051202961135102,0.6701570680628273,764,191,2,
UAB,nearear,bandpower,decision_tree,5,3,42,0.4094731634924561,0.6073298429319371,764,191,2,
UAB,nearear,bandpower,random_forest,5,3,42,0.5126548417630356,0.675392670157068,764,191,2,
UAB,nearear,fbcsp,lda,5,4,42,0.5522516964836521,0.7015706806282722,764,191,2,
UAB,nearear,fbcsp,svm,5,4,42,0.6311529295751499,0.7539267015706806,764,191,2,
UAB,nearear,fbcsp,decision_tree,5,4,42,0.4115834873690696,0.6073298429319371,764,191,2,
UAB,nearear,fbcsp,random_forest,5,4,42,0.615394098791814,0.743455497382199,764,191,2,
UAB,nearear,bandpower,lda,5,4,42,0.5452194260848147,0.6963350785340314,764,191,2,
UAB,nearear,bandpower,svm,5,4,42,0.6155362938010926,0.743455497382199,764,191,2,
UAB,nearear,bandpower,decision_tree,5,4,42,0.4898504273504273,0.6596858638743456,764,191,2,
UAB,nearear,bandpower,random_forest,5,4,42,0.6702293841979775,0.7801047120418848,764,191,2,
UAB,nearear,fbcsp,lda,6,0,42,0.585963074505696,0.7258064516129032,743,186,2,
UAB,nearear,fbcsp,svm,6,0,42,0.6593406593406593,0.7741935483870968,743,186,2,
UAB,nearear,fbcsp,decision_tree,6,0,42,0.4534929614524404,0.6397849462365591,743,186,2,
UAB,nearear,fbcsp,random_forest,6,0,42,0.6422295081967213,0.7634408602150538,743,186,2,
UAB,nearear,bandpower,lda,6,0,42,0.5413474240422721,0.6989247311827957,743,186,2,
UAB,nearear,bandpower,svm,6,0,42,0.6978000263469899,0.8010752688172043,743,186,2,
UAB,nearear,bandpower,decision_tree,6,0,42,0.5257813530265067,0.6881720430107527,743,186,2,
UAB,nearear,bandpower,random_forest,6,0,42,0.6498095363194536,0.7688172043010753,743,186,2,
UAB,nearear,fbcsp,lda,6,1,42,0.5195061079732037,0.6827956989247311,743,186,2,
UAB,nearear,fbcsp,svm,6,1,42,0.6347211311861743,0.7580645161290323,743,186,2,
UAB,nearear,fbcsp,decision_tree,6,1,42,0.4188011618695537,0.6182795698924731,743,186,2,
UAB,nearear,fbcsp,random_forest,6,1,42,0.6759440742192604,0.7849462365591398,743,186,2,
UAB,nearear,bandpower,lda,6,1,42,0.5266552586547322,0.6881720430107527,743,186,2,
UAB,nearear,bandpower,svm,6,1,42,0.593655787128064,0.7311827956989247,743,186,2,
UAB,nearear,bandpower,decision_tree,6,1,42,0.4851041392037964,0.6612903225806451,743,186,2,
UAB,nearear,bandpower,random_forest,6,1,42,0.5766806722689075,0.7204301075268817,743,186,2,
UAB,nearear,fbcsp,lda,6,2,42,0.5621812475480581,0.7096774193548387,743,186,2,
UAB,nearear,fbcsp,svm,6,2,42,0.6667977454450125,0.7795698924731183,743,186,2,
UAB,nearear,fbcsp,decision_tree,6,2,42,0.4528451001053741,0.6397849462365591,743,186,2,
UAB,nearear,fbcsp,random_forest,6,2,42,0.5895127118644068,0.7311827956989247,743,186,2,
UAB,nearear,bandpower,lda,6,2,42,0.4775510204081632,0.6559139784946236,743,186,2,
UAB,nearear,bandpower,svm,6,2,42,0.616326530612245,0.7473118279569892,743,186,2,
UAB,nearear,bandpower,decision_tree,6,2,42,0.5092995647012268,0.6774193548387096,743,186,2,
UAB,nearear,bandpower,random_forest,6,2,42,0.6327981047644117,0.7580645161290323,743,186,2,
UAB,nearear,fbcsp,lda,6,3,42,0.5458469587965991,0.6989247311827957,743,186,2,
UAB,nearear,fbcsp,svm,6,3,42,0.7320235756385068,0.8225806451612904,743,186,2,
UAB,nearear,fbcsp,decision_tree,6,3,42,0.3951612903225806,0.5967741935483871,743,186,2,
UAB,nearear,fbcsp,random_forest,6,3,42,0.6674515960230245,0.7795698924731183,743,186,2,
UAB,nearear,bandpower,lda,6,3,42,0.443620756925478,0.6290322580645161,743,186,2,
UAB,nearear,bandpower,svm,6,3,42,0.6656582927791661,0.7795698924731183,743,186,2,
UAB,nearear,bandpower,decision_tree,6,3,42,0.4543543938000788,0.6397849462365591,743,186,2,
UAB,nearear,bandpower,random_forest,6,3,42,0.6574585635359116,0.7741935483870968,743,186,2,
UAB,nearear,fbcsp,lda,6,4,42,0.5179738562091504,0.6810810810810811,744,185,2,
UAB,nearear,fbcsp,svm,6,4,42,0.5823003364618382,0.7243243243243244,744,185,2,
UAB,nearear,fbcsp,decision_tree,6,4,42,0.389331455481713,0.5945945945945946,744,185,2,
UAB,nearear,fbcsp,random_forest,6,4,42,0.5570434088591318,0.7081081081081081,744,185,2,
UAB,nearear,bandpower,lda,6,4,42,0.4492090295058656,0.6378378378378379,744,185,2,
UAB,nearear,bandpower,svm,6,4,42,0.6216096042685638,0.7513513513513513,744,185,2,
UAB,nearear,bandpower,decision_tree,6,4,42,0.5327247751141047,0.6918918918918919,744,185,2,
UAB,nearear,bandpower,random_forest,6,4,42,0.6158943322878474,0.745945945945946,744,185,2,
UAB,nearear,fbcsp,lda,7,0,42,0.4246101279130891,0.6162162162162163,736,185,2,
UAB,nearear,fbcsp,svm,7,0,42,0.4973266719256727,0.6648648648648648,736,185,2,
UAB,nearear,fbcsp,decision_tree,7,0,42,0.3592160645387584,0.572972972972973,736,185,2,
UAB,nearear,fbcsp,random_forest,7,0,42,0.513435321965546,0.6756756756756757,736,185,2,
UAB,nearear,bandpower,lda,7,0,42,0.3594688171100496,0.572972972972973,736,185,2,
UAB,nearear,bandpower,svm,7,0,42,0.3915807936855953,0.5945945945945946,736,185,2,
UAB,nearear,bandpower,decision_tree,7,0,42,0.2623992288818786,0.5081081081081081,736,185,2,
UAB,nearear,bandpower,random_forest,7,0,42,0.440499671268902,0.6270270270270271,736,185,2,
UAB,nearear,fbcsp,lda,7,1,42,0.4210502991358298,0.6141304347826086,737,184,2,
UAB,nearear,fbcsp,svm,7,1,42,0.4862840682472855,0.657608695652174,737,184,2,
UAB,nearear,fbcsp,decision_tree,7,1,42,0.3886501572675319,0.592391304347826,737,184,2,
UAB,nearear,fbcsp,random_forest,7,1,42,0.5028128460686601,0.6684782608695652,737,184,2,
UAB,nearear,bandpower,lda,7,1,42,0.3724586969039288,0.5815217391304348,737,184,2,
UAB,nearear,bandpower,svm,7,1,42,0.413260108950795,0.6086956521739131,737,184,2,
UAB,nearear,bandpower,decision_tree,7,1,42,0.2908027644869749,0.5271739130434783,737,184,2,
UAB,nearear,bandpower,random_forest,7,1,42,0.3884334145801019,0.592391304347826,737,184,2,
UAB,nearear,fbcsp,lda,7,2,42,0.4617498448719085,0.6413043478260869,737,184,2,
UAB,nearear,fbcsp,svm,7,2,42,0.510811768876285,0.6739130434782609,737,184,2,
UAB,nearear,fbcsp,decision_tree,7,2,42,0.2254519673874512,0.483695652173913,737,184,2,
UAB,nearear,fbcsp,random_forest,7,2,42,0.4536429711044141,0.6358695652173914,737,184,2,
UAB,nearear,bandpower,lda,7,2,42,0.4046890927624872,0.6032608695652174,737,184,2,
UAB,nearear,bandpower,svm,7,2,42,0.3557879808544584,0.5706521739130435,737,184,2,
UAB,nearear,bandpower,decision_tree,7,2,42,0.2419597767342961,0.4945652173913043,737,184,2,
UAB,nearear,bandpower,random_forest,7,2,42,0.3393617021276596,0.5597826086956522,737,184,2,
UAB,nearear,fbcsp,lda,7,3,42,0.5027908212988395,0.6684782608695652,737,184,2,
UAB,nearear,fbcsp,svm,7,3,42,0.5680368532955351,0.7119565217391305,737,184,2,
UAB,nearear,fbcsp,decision_tree,7,3,42,0.2660875731253324,0.5108695652173914,737,184,2,
UAB,nearear,fbcsp,random_forest,7,3,42,0.5355181576616475,0.6902173913043478,737,184,2,
UAB,nearear,bandpower,lda,7,3,42,0.4128180125875366,0.6086956521739131,737,184,2,
UAB,nearear,bandpower,svm,7,3,42,0.4781529734999556,0.6521739130434783,737,184,2,
UAB,nearear,bandpower,decision_tree,7,3,42,0.2992959305672408,0.532608695652174,737,184,2,
UAB,nearear,bandpower,random_forest,7,3,42,0.4537640125836325,0.6358695652173914,737,184,2,
UAB,nearear,fbcsp,lda,7,4,42,0.5271389959679207,0.6847826086956522,737,184,2,
UAB,nearear,fbcsp,svm,7,4,42,0.5758301192534467,0.717391304347826,737,184,2,
UAB,nearear,fbcsp,decision_tree,7,4,42,0.3231396534148828,0.5489130434782609,737,184,2,
UAB,nearear,fbcsp,random_forest,7,4,42,0.5268874407057675,0.6847826086956522,737,184,2,
UAB,nearear,bandpower,lda,7,4,42,0.5269922879177378,0.6847826086956522,737,184,2,
UAB,nearear,bandpower,svm,7,4,42,0.4861702127659574,0.657608695652174,737,184,2,
UAB,nearear,bandpower,decision_tree,7,4,42,0.2339445477898839,0.4891304347826087,737,184,2,
UAB,nearear,bandpower,random_forest,7,4,42,0.4374086054858865,0.625,737,184,2,
UAB,nearear,fbcsp,lda,8,0,42,0.4515653455901482,0.6344086021505376,744,186,2,
UAB,nearear,fbcsp,svm,8,0,42,0.6292091007583965,0.7526881720430108,744,186,2,
UAB,nearear,fbcsp,decision_tree,8,0,42,0.337934626904545,0.5591397849462365,744,186,2,
UAB,nearear,fbcsp,random_forest,8,0,42,0.5646105162772552,0.7096774193548387,744,186,2,
UAB,nearear,bandpower,lda,8,0,42,0.5485045513654097,0.6989247311827957,744,186,2,
UAB,nearear,bandpower,svm,8,0,42,0.6371439719079204,0.7580645161290323,744,186,2,
UAB,nearear,bandpower,decision_tree,8,0,42,0.5080858443529157,0.6720430107526881,744,186,2,
UAB,nearear,bandpower,random_forest,8,0,42,0.6209841751571645,0.7473118279569892,744,186,2,
UAB,nearear,fbcsp,lda,8,1,42,0.3624886112195756,0.5752688172043011,744,186,2,
UAB,nearear,fbcsp,svm,8,1,42,0.6289518192462813,0.7526881720430108,744,186,2,
UAB,nearear,fbcsp,decision_tree,8,1,42,0.4430412706678818,0.6290322580645161,744,186,2,
UAB,nearear,fbcsp,random_forest,8,1,42,0.5722468107263734,0.7150537634408602,744,186,2,
UAB,nearear,bandpower,lda,8,1,42,0.6047701647875108,0.7365591397849462,744,186,2,
UAB,nearear,bandpower,svm,8,1,42,0.7015352589123081,0.8010752688172043,744,186,2,
UAB,nearear,bandpower,decision_tree,8,1,42,0.5643839181159735,0.7096774193548387,744,186,2,
UAB,nearear,bandpower,random_forest,8,1,42,0.6934021602394482,0.7956989247311828,744,186,2,
UAB,nearear,fbcsp,lda,8,2,42,0.4838038246390009,0.6559139784946236,744,186,2,
UAB,nearear,fbcsp,svm,8,2,42,0.6773773903993756,0.7849462365591398,744,186,2,
UAB,nearear,fbcsp,decision_tree,8,2,42,0.403406874431104,0.6021505376344086,744,186,2,
UAB,nearear,fbcsp,random_forest,8,2,42,0.6290161730910984,0.7526881720430108,744,186,2,
UAB,nearear,bandpower,lda,8,2,42,0.5889948006932408,0.7258064516129032,744,186,2,
UAB,nearear,bandpower,svm,8,2,42,0.7258896450088856,0.8172043010752689,744,186,2,
UAB,nearear,bandpower,decision_tree,8,2,42,0.5807723982488839,0.7204301075268817,744,186,2,
UAB,nearear,bandpower,random_forest,8,2,42,0.6693691740732712,0.7795698924731183,744,186,2,
UAB,nearear,fbcsp,lda,8,3,42,0.3871499176276771,0.5913978494623656,744,186,2,
UAB,nearear,fbcsp,svm,8,3,42,0.6048729732073181,0.7365591397849462,744,186,2,
UAB,nearear,fbcsp,decision_tree,8,3,42,0.3787898503578399,0.5860215053763441,744,186,2,
UAB,nearear,fbcsp,random_forest,8,3,42,0.5888522884882108,0.7258064516129032,744,186,2,
UAB,nearear,bandpower,lda,8,3,42,0.5323797139141743,0.6881720430107527,744,186,2,
UAB,nearear,bandpower,svm,8,3,42,0.750010838933449,0.8333333333333334,744,186,2,
UAB,nearear,bandpower,decision_tree,8,3,42,0.5723395948115049,0.7150537634408602,744,186,2,
UAB,nearear,bandpower,random_forest,8,3,42,0.6610993015487397,0.7741935483870968,744,186,2,
UAB,nearear,fbcsp,lda,8,4,42,0.4836694860117111,0.6559139784946236,744,186,2,
UAB,nearear,fbcsp,svm,8,4,42,0.6054032991297571,0.7365591397849462,744,186,2,
UAB,nearear,fbcsp,decision_tree,8,4,42,0.4442712392829306,0.6290322580645161,744,186,2,
UAB,nearear,fbcsp,random_forest,8,4,42,0.5570853357578907,0.7043010752688172,744,186,2,
UAB,nearear,bandpower,lda,8,4,42,0.4914724645228485,0.6612903225806451,744,186,2,
UAB,nearear,bandpower,svm,8,4,42,0.6453458138325533,0.7634408602150538,744,186,2,
UAB,nearear,bandpower,decision_tree,8,4,42,0.5236358900898554,0.6827956989247311,744,186,2,
UAB,nearear,bandpower,random_forest,8,4,42,0.5643461288223813,0.7096774193548387,744,186,2,
UAB,nearear,fbcsp,lda,9,0,42,0.5053259106649717,0.6702702702702703,738,185,2,
UAB,nearear,fbcsp,svm,9,0,42,0.5944049811453127,0.7297297297297297,738,185,2,
UAB,nearear,fbcsp,decision_tree,9,0,42,0.3676876561062179,0.5783783783783784,738,185,2,
UAB,nearear,fbcsp,random_forest,9,0,42,0.5701823601613185,0.7135135135135136,738,185,2,
UAB,nearear,bandpower,lda,9,0,42,0.5376622237811295,0.6918918918918919,738,185,2,
UAB,nearear,bandpower,svm,9,0,42,0.586329358119958,0.7243243243243244,738,185,2,
UAB,nearear,bandpower,decision_tree,9,0,42,0.35960914906669,0.572972972972973,738,185,2,
UAB,nearear,bandpower,random_forest,9,0,42,0.5376824937524662,0.6918918918918919,738,185,2,
UAB,nearear,fbcsp,lda,9,1,42,0.4971944590566368,0.6648648648648648,738,185,2,
UAB,nearear,fbcsp,svm,9,1,42,0.5053259106649717,0.6702702702702703,738,185,2,
UAB,nearear,fbcsp,decision_tree,9,1,42,0.3108208791690406,0.5405405405405406,738,185,2,
UAB,nearear,fbcsp,random_forest,9,1,42,0.4890846922672278,0.6594594594594595,738,185,2,
UAB,nearear,bandpower,lda,9,1,42,0.4647319275787996,0.6432432432432432,738,185,2,
UAB,nearear,bandpower,svm,9,1,42,0.4972385377399841,0.6648648648648648,738,185,2,
UAB,nearear,bandpower,decision_tree,9,1,42,0.3352613820603829,0.5567567567567567,738,185,2,
UAB,nearear,bandpower,random_forest,9,1,42,0.4972385377399841,0.6648648648648648,738,185,2,
UAB,nearear,fbcsp,lda,9,2,42,0.4484149603192002,0.6324324324324324,738,185,2,
UAB,nearear,fbcsp,svm,9,2,42,0.4889726838251413,0.6594594594594595,738,185,2,
UAB,nearear,fbcsp,decision_tree,9,2,42,0.278547016037157,0.518918918918919,738,185,2,
UAB,nearear,fbcsp,random_forest,9,2,42,0.4889950894423009,0.6594594594594595,738,185,2,
UAB,nearear,bandpower,lda,9,2,42,0.480952172197624,0.654054054054054,738,185,2,
UAB,nearear,bandpower,svm,9,2,42,0.4808156106117081,0.654054054054054,738,185,2,
UAB,nearear,bandpower,decision_tree,9,2,42,0.3757668711656442,0.5837837837837838,738,185,2,
