dataset,montage,feature_family,classifier,subject,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
COGBCI,full,fbcsp,svm,13,1,42,0.9410404624277456,0.9607843137254902,203,51,62,
COGBCI,full,fbcsp,decision_tree,13,1,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,random_forest,13,1,42,1.0,1.0,203,51,62,
COGBCI,full,bandpower,lda,13,1,42,0.7937608318890814,0.8627450980392157,203,51,62,
COGBCI,full,bandpower,svm,13,1,42,0.5277777777777778,0.6862745098039216,203,51,62,
COGBCI,full,bandpower,decision_tree,13,1,42,0.3798494499131443,0.5882352941176471,203,51,62,
COGBCI,full,bandpower,random_forest,13,1,42,0.5567786790266512,0.7058823529411765,203,51,62,
COGBCI,full,fbcsp,lda,13,2,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,svm,13,2,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,decision_tree,13,2,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,random_forest,13,2,42,1.0,1.0,203,51,62,
COGBCI,full,bandpower,lda,13,2,42,0.8530259365994236,0.9019607843137255,203,51,62,
COGBCI,full,bandpower,svm,13,2,42,0.5572916666666667,0.7058823529411765,203,51,62,
COGBCI,full,bandpower,decision_tree,13,2,42,0.5868055555555556,0.7254901960784313,203,51,62,
COGBCI,full,bandpower,random_forest,13,2,42,0.7642980935875217,0.8431372549019608,203,51,62,
COGBCI,full,fbcsp,lda,13,3,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,svm,13,3,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,decision_tree,13,3,42,1.0,1.0,203,51,62,
COGBCI,full,fbcsp,random_forest,13,3,42,1.0,1.0,203,51,62,
COGBCI,full,bandpower,lda,13,3,42,0.7348353552859619,0.8235294117647058,203,51,62,
COGBCI,full,bandpower,svm,13,3,42,0.560849598163031,0.7058823529411765,203,51,62,
COGBCI,full,bandpower,decision_tree,13,3,42,0.5889464594127807,0.7254901960784313,203,51,62,
COGBCI,full,bandpower,random_forest,13,3,42,0.6777713957495692,0.7843137254901961,203,51,62,
COGBCI,full,fbcsp,lda,13,4,42,1.0,1.0,204,50,62,
COGBCI,full,fbcsp,svm,13,4,42,1.0,1.0,204,50,62,
COGBCI,full,fbcsp,decision_tree,13,4,42,1.0,1.0,204,50,62,
COGBCI,full,fbcsp,random_forest,13,4,42,1.0,1.0,204,50,62,
COGBCI,full,bandpower,lda,13,4,42,0.8199279711884754,0.88,204,50,62,
COGBCI,full,bandpower,svm,13,4,42,0.4904076738609112,0.66,204,50,62,
COGBCI,full,bandpower,decision_tree,13,4,42,0.6096096096096096,0.74,204,50,62,
COGBCI,full,bandpower,random_forest,13,4,42,0.5206710605152786,0.68,204,50,62,
COGBCI,full,fbcsp,lda,14,0,42,0.9705372616984402,0.9803921568627451,200,51,62,
COGBCI,full,fbcsp,svm,14,0,42,0.823121387283237,0.8823529411764706,200,51,62,
COGBCI,full,fbcsp,decision_tree,14,0,42,0.9705372616984402,0.9803921568627451,200,51,62,
COGBCI,full,fbcsp,random_forest,14,0,42,1.0,1.0,200,51,62,
COGBCI,full,bandpower,lda,14,0,42,0.8239355581127733,0.8823529411764706,200,51,62,
COGBCI,full,bandpower,svm,14,0,42,0.6472622478386167,0.7647058823529411,200,51,62,
COGBCI,full,bandpower,decision_tree,14,0,42,0.7053726169844021,0.803921568627451,200,51,62,
COGBCI,full,bandpower,random_forest,14,0,42,0.5887096774193548,0.7254901960784313,200,51,62,
COGBCI,full,fbcsp,lda,14,1,42,0.97000599880024,0.98,201,50,62,
COGBCI,full,fbcsp,svm,14,1,42,0.9400479616306955,0.96,201,50,62,
COGBCI,full,fbcsp,decision_tree,14,1,42,0.9099099099099099,0.94,201,50,62,
COGBCI,full,fbcsp,random_forest,14,1,42,0.96996996996997,0.98,201,50,62,
COGBCI,full,bandpower,lda,14,1,42,0.9099099099099099,0.94,201,50,62,
COGBCI,full,bandpower,svm,14,1,42,0.7294046903187011,0.82,201,50,62,
COGBCI,full,bandpower,decision_tree,14,1,42,0.8198198198198198,0.88,201,50,62,
COGBCI,full,bandpower,random_forest,14,1,42,0.7596153846153846,0.84,201,50,62,
COGBCI,full,fbcsp,lda,14,2,42,0.9098557692307693,0.94,201,50,62,
COGBCI,full,fbcsp,svm,14,2,42,0.8500299940011997,0.9,201,50,62,
COGBCI,full,fbcsp,decision_tree,14,2,42,0.9400119976004799,0.96,201,50,62,
COGBCI,full,fbcsp,random_forest,14,2,42,0.97000599880024,0.98,201,50,62,
COGBCI,full,bandpower,lda,14,2,42,0.9399759903961584,0.96,201,50,62,
COGBCI,full,bandpower,svm,14,2,42,0.7600479904019196,0.84,201,50,62,
COGBCI,full,bandpower,decision_tree,14,2,42,0.7599039615846339,0.84,201,50,62,
COGBCI,full,bandpower,random_forest,14,2,42,0.7601918465227817,0.84,201,50,62,
COGBCI,full,fbcsp,lda,14,3,42,0.8500299940011997,0.9,201,50,62,
COGBCI,full,fbcsp,svm,14,3,42,0.8201438848920863,0.88,201,50,62,
COGBCI,full,fbcsp,decision_tree,14,3,42,0.9100179964007199,0.94,201,50,62,
COGBCI,full,fbcsp,random_forest,14,3,42,0.879951980792317,0.92,201,50,62,
COGBCI,full,bandpower,lda,14,3,42,0.8802395209580838,0.92,201,50,62,
COGBCI,full,bandpower,svm,14,3,42,0.7599039615846339,0.84,201,50,62,
COGBCI,full,bandpower,decision_tree,14,3,42,0.6096096096096095,0.74,201,50,62,
COGBCI,full,bandpower,random_forest,14,3,42,0.8199279711884754,0.88,201,50,62,
COGBCI,full,fbcsp,lda,14,4,42,0.8502097064110246,0.9,201,50,62,
COGBCI,full,fbcsp,svm,14,4,42,0.8802395209580838,0.92,201,50,62,
COGBCI,full,fbcsp,decision_tree,14,4,42,0.879951980792317,0.92,201,50,62,
COGBCI,full,fbcsp,random_forest,14,4,42,1.0,1.0,201,50,62,
COGBCI,full,bandpower,lda,14,4,42,0.8201438848920863,0.88,201,50,62,
COGBCI,full,bandpower,svm,14,4,42,0.6409335727109515,0.76,201,50,62,
COGBCI,full,bandpower,decision_tree,14,4,42,0.6696696696696696,0.78,201,50,62,
COGBCI,full,bandpower,random_forest,14,4,42,0.7604790419161677,0.84,201,50,62,
COGBCI,full,fbcsp,lda,15,0,42,1.0,1.0,197,50,62,
COGBCI,full,fbcsp,svm,15,0,42,0.879951980792317,0.92,197,50,62,
COGBCI,full,fbcsp,decision_tree,15,0,42,0.9699338544798557,0.98,197,50,62,
COGBCI,full,fbcsp,random_forest,15,0,42,1.0,1.0,197,50,62,
COGBCI,full,bandpower,lda,15,0,42,0.5805871779508689,0.72,197,50,62,
COGBCI,full,bandpower,svm,15,0,42,0.4891826923076923,0.66,197,50,62,
COGBCI,full,bandpower,decision_tree,15,0,42,0.22341696535244937,0.48,197,50,62,
COGBCI,full,bandpower,random_forest,15,0,42,0.6409335727109515,0.76,197,50,62,
COGBCI,full,fbcsp,lda,15,1,42,1.0,1.0,197,50,62,
COGBCI,full,fbcsp,svm,15,1,42,0.9397590361445783,0.96,197,50,62,
COGBCI,full,fbcsp,decision_tree,15,1,42,0.9699157641395909,0.98,197,50,62,
COGBCI,full,fbcsp,random_forest,15,1,42,1.0,1.0,197,50,62,
COGBCI,full,bandpower,lda,15,1,42,0.6686746987951808,0.78,197,50,62,
COGBCI,full,bandpower,svm,15,1,42,0.5767835550181378,0.72,197,50,62,
COGBCI,full,bandpower,decision_tree,15,1,42,0.42632850241545905,0.62,197,50,62,
COGBCI,full,bandpower,random_forest,15,1,42,0.4228432563791009,0.62,197,50,62,
COGBCI,full,fbcsp,lda,15,2,42,1.0,1.0,198,49,62,
COGBCI,full,fbcsp,svm,15,2,42,1.0,1.0,198,49,62,
COGBCI,full,fbcsp,decision_tree,15,2,42,0.9693941286695815,0.9795918367346939,198,49,62,
COGBCI,full,fbcsp,random_forest,15,2,42,1.0,1.0,198,49,62,
COGBCI,full,bandpower,lda,15,2,42,0.6329588014981273,0.7551020408163265,198,49,62,
COGBCI,full,bandpower,svm,15,2,42,0.6943231441048034,0.7959183673469388,198,49,62,
COGBCI,full,bandpower,decision_tree,15,2,42,0.5411985018726592,0.6938775510204082,198,49,62,
COGBCI,full,bandpower,random_forest,15,2,42,0.5728518057285181,0.7142857142857143,198,49,62,
COGBCI,full,fbcsp,lda,15,3,42,0.9693558474046279,0.9795918367346939,198,49,62,
COGBCI,full,fbcsp,svm,15,3,42,0.9079524107701942,0.9387755102040817,198,49,62,
COGBCI,full,fbcsp,decision_tree,15,3,42,0.9386733416770964,0.9591836734693877,198,49,62,
COGBCI,full,fbcsp,random_forest,15,3,42,1.0,1.0,198,49,62,
COGBCI,full,bandpower,lda,15,3,42,0.6327295440349782,0.7551020408163265,198,49,62,
COGBCI,full,bandpower,svm,15,3,42,0.5087719298245614,0.673469387755102,198,49,62,
COGBCI,full,bandpower,decision_tree,15,3,42,0.5391849529780565,0.6938775510204082,198,49,62,
COGBCI,full,bandpower,random_forest,15,3,42,0.5397620538509706,0.6938775510204082,198,49,62,
COGBCI,full,fbcsp,lda,15,4,42,1.0,1.0,198,49,62,
COGBCI,full,fbcsp,svm,15,4,42,0.9692404268675455,0.9795918367346939,198,49,62,
COGBCI,full,fbcsp,decision_tree,15,4,42,1.0,1.0,198,49,62,
COGBCI,full,fbcsp,random_forest,15,4,42,1.0,1.0,198,49,62,
COGBCI,full,bandpower,lda,15,4,42,0.6648009950248757,0.7755102040816326,198,49,62,
COGBCI,full,bandpower,svm,15,4,42,0.4838909541511772,0.6530612244897959,198,49,62,
COGBCI,full,bandpower,decision_tree,15,4,42,0.36047234307023,0.5714285714285714,198,49,62,
COGBCI,full,bandpower,random_forest,15,4,42,0.42566317088217154,0.6122448979591837,198,49,62,
COGBCI,full,fbcsp,lda,16,0,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,svm,16,0,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,decision_tree,16,0,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,random_forest,16,0,42,1.0,1.0,195,49,62,
COGBCI,full,bandpower,lda,16,0,42,0.8469706433479076,0.8979591836734694,195,49,62,
COGBCI,full,bandpower,svm,16,0,42,0.7854909318323953,0.8571428571428571,195,49,62,
COGBCI,full,bandpower,decision_tree,16,0,42,0.8165938864628821,0.8775510204081632,195,49,62,
COGBCI,full,bandpower,random_forest,16,0,42,0.7852222917971196,0.8571428571428571,195,49,62,
COGBCI,full,fbcsp,lda,16,1,42,0.969375,0.9795918367346939,195,49,62,
COGBCI,full,fbcsp,svm,16,1,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,decision_tree,16,1,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,random_forest,16,1,42,1.0,1.0,195,49,62,
COGBCI,full,bandpower,lda,16,1,42,0.9693558474046279,0.9795918367346939,195,49,62,
COGBCI,full,bandpower,svm,16,1,42,0.8163647720174891,0.8775510204081632,195,49,62,
COGBCI,full,bandpower,decision_tree,16,1,42,0.8161350844277673,0.8775510204081632,195,49,62,
COGBCI,full,bandpower,random_forest,16,1,42,0.8160200250312891,0.8775510204081632,195,49,62,
COGBCI,full,fbcsp,lda,16,2,42,0.93875,0.9591836734693877,195,49,62,
COGBCI,full,fbcsp,svm,16,2,42,0.93875,0.9591836734693877,195,49,62,
COGBCI,full,fbcsp,decision_tree,16,2,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,random_forest,16,2,42,1.0,1.0,195,49,62,
COGBCI,full,bandpower,lda,16,2,42,0.8774233896185115,0.9183673469387755,195,49,62,
COGBCI,full,bandpower,svm,16,2,42,0.7857589006870707,0.8571428571428571,195,49,62,
COGBCI,full,bandpower,decision_tree,16,2,42,0.724375,0.8163265306122449,195,49,62,
COGBCI,full,bandpower,random_forest,16,2,42,0.8161350844277673,0.8775510204081632,195,49,62,
COGBCI,full,fbcsp,lda,16,3,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,svm,16,3,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,decision_tree,16,3,42,1.0,1.0,195,49,62,
COGBCI,full,fbcsp,random_forest,16,3,42,1.0,1.0,195,49,62,
COGBCI,full,bandpower,lda,16,3,42,0.8163647720174891,0.8775510204081632,195,49,62,
COGBCI,full,bandpower,svm,16,3,42,0.7245471580262336,0.8163265306122449,195,49,62,
COGBCI,full,bandpower,decision_tree,16,3,42,0.7248908296943232,0.8163265306122449,195,49,62,
COGBCI,full,bandpower,random_forest,16,3,42,0.8775765146783261,0.9183673469387755,195,49,62,
COGBCI,full,fbcsp,lda,16,4,42,1.0,1.0,196,48,62,
COGBCI,full,fbcsp,svm,16,4,42,1.0,1.0,196,48,62,
COGBCI,full,fbcsp,decision_tree,16,4,42,1.0,1.0,196,48,62,
COGBCI,full,fbcsp,random_forest,16,4,42,1.0,1.0,196,48,62,
COGBCI,full,bandpower,lda,16,4,42,0.90625,0.9375,196,48,62,
COGBCI,full,bandpower,svm,16,4,42,0.875,0.9166666666666666,196,48,62,
COGBCI,full,bandpower,decision_tree,16,4,42,0.875,0.9166666666666666,196,48,62,
COGBCI,full,bandpower,random_forest,16,4,42,0.84375,0.8958333333333334,196,48,62,
COGBCI,full,fbcsp,lda,17,0,42,1.0,1.0,196,49,62,
COGBCI,full,fbcsp,svm,17,0,42,0.9693558474046279,0.9795918367346939,196,49,62,
COGBCI,full,fbcsp,decision_tree,17,0,42,0.9388264669163545,0.9591836734693877,196,49,62,
COGBCI,full,fbcsp,random_forest,17,0,42,1.0,1.0,196,49,62,
COGBCI,full,bandpower,lda,17,0,42,0.9079524107701942,0.9387755102040817,196,49,62,
COGBCI,full,bandpower,svm,17,0,42,0.6629143214509068,0.7755102040816326,196,49,62,
COGBCI,full,bandpower,decision_tree,17,0,42,0.5417705735660848,0.6938775510204082,196,49,62,
COGBCI,full,bandpower,random_forest,17,0,42,0.7548467792370231,0.8367346938775511,196,49,62,
COGBCI,full,fbcsp,lda,17,1,42,0.9388264669163545,0.9591836734693877,196,49,62,
COGBCI,full,fbcsp,svm,17,1,42,0.9081823860087446,0.9387755102040817,196,49,62,
COGBCI,full,fbcsp,decision_tree,17,1,42,0.9693558474046279,0.9795918367346939,196,49,62,
COGBCI,full,fbcsp,random_forest,17,1,42,1.0,1.0,196,49,62,
COGBCI,full,bandpower,lda,17,1,42,0.7248908296943232,0.8163265306122449,196,49,62,
COGBCI,full,bandpower,svm,17,1,42,0.7245471580262337,0.8163265306122449,196,49,62,
COGBCI,full,bandpower,decision_tree,17,1,42,0.41812499999999997,0.6122448979591837,196,49,62,
COGBCI,full,bandpower,random_forest,17,1,42,0.5715178013741412,0.7142857142857143,196,49,62,
COGBCI,full,fbcsp,lda,17,2,42,0.9693941286695815,0.9795918367346939,196,49,62,
COGBCI,full,fbcsp,svm,17,2,42,0.8778054862842893,0.9183673469387755,196,49,62,
COGBCI,full,fbcsp,decision_tree,17,2,42,1.0,1.0,196,49,62,
COGBCI,full,fbcsp,random_forest,17,2,42,1.0,1.0,196,49,62,
COGBCI,full,bandpower,lda,17,2,42,0.7245471580262336,0.8163265306122449,196,49,62,
COGBCI,full,bandpower,svm,17,2,42,0.4797001873828858,0.6530612244897959,196,49,62,
COGBCI,full,bandpower,decision_tree,17,2,42,0.4809968847352025,0.6530612244897959,196,49,62,
COGBCI,full,bandpower,random_forest,17,2,42,0.6637554585152838,0.7755102040816326,196,49,62,
COGBCI,full,fbcsp,lda,17,3,42,0.9693941286695815,0.9795918367346939,196,49,62,
COGBCI,full,fbcsp,svm,17,3,42,0.9081823860087446,0.9387755102040817,196,49,62,
COGBCI,full,fbcsp,decision_tree,17,3,42,1.0,1.0,196,49,62,
COGBCI,full,fbcsp,random_forest,17,3,42,1.0,1.0,196,49,62,
COGBCI,full,bandpower,lda,17,3,42,0.8467792370231395,0.8979591836734694,196,49,62,
COGBCI,full,bandpower,svm,17,3,42,0.5403377110694183,0.6938775510204082,196,49,62,
COGBCI,full,bandpower,decision_tree,17,3,42,0.5709818636647905,0.7142857142857143,196,49,62,
COGBCI,full,bandpower,random_forest,17,3,42,0.6941323345817727,0.7959183673469388,196,49,62,
COGBCI,full,fbcsp,lda,17,4,42,1.0,1.0,196,49,62,
COGBCI,full,fbcsp,svm,17,4,42,0.8473520249221184,0.8979591836734694,196,49,62,
COGBCI,full,fbcsp,decision_tree,17,4,42,1.0,1.0,196,49,62,
COGBCI,full,fbcsp,random_forest,17,4,42,1.0,1.0,196,49,62,
COGBCI,full,bandpower,lda,17,4,42,0.7548467792370231,0.8367346938775511,196,49,62,
COGBCI,full,bandpower,svm,17,4,42,0.6013767209011265,0.7346938775510204,196,49,62,
COGBCI,full,bandpower,decision_tree,17,4,42,0.5423412204234122,0.6938775510204082,196,49,62,
COGBCI,full,bandpower,random_forest,17,4,42,0.7860262008733624,0.8571428571428571,196,49,62,
COGBCI,full,fbcsp,lda,18,0,42,0.9133333333333333,0.9423076923076923,205,52,62,
COGBCI,full,fbcsp,svm,18,0,42,0.8266666666666667,0.8846153846153846,205,52,62,
COGBCI,full,fbcsp,decision_tree,18,0,42,1.0,1.0,205,52,62,
COGBCI,full,fbcsp,random_forest,18,0,42,1.0,1.0,205,52,62,
COGBCI,full,bandpower,lda,18,0,42,0.7405764966740577,0.8269230769230769,205,52,62,
COGBCI,full,bandpower,svm,18,0,42,0.7114317425083241,0.8076923076923077,205,52,62,
COGBCI,full,bandpower,decision_tree,18,0,42,0.5110619469026549,0.6730769230769231,205,52,62,
COGBCI,full,bandpower,random_forest,18,0,42,0.654485049833887,0.7692307692307693,205,52,62,
COGBCI,full,fbcsp,lda,18,1,42,0.9711111111111111,0.9807692307692307,205,52,62,
COGBCI,full,fbcsp,svm,18,1,42,0.9133333333333333,0.9423076923076923,205,52,62,
COGBCI,full,fbcsp,decision_tree,18,1,42,1.0,1.0,205,52,62,
COGBCI,full,fbcsp,random_forest,18,1,42,1.0,1.0,205,52,62,
COGBCI,full,bandpower,lda,18,1,42,0.8845726970033296,0.9230769230769231,205,52,62,
COGBCI,full,bandpower,svm,18,1,42,0.7397107897664071,0.8269230769230769,205,52,62,
COGBCI,full,bandpower,decision_tree,18,1,42,0.6269315673289183,0.75,205,52,62,
COGBCI,full,bandpower,random_forest,18,1,42,0.6240266963292548,0.75,205,52,62,
COGBCI,full,fbcsp,lda,18,2,42,0.9411764705882353,0.9607843137254902,206,51,62,
COGBCI,full,fbcsp,svm,18,2,42,0.9411764705882353,0.9607843137254902,206,51,62,
COGBCI,full,fbcsp,decision_tree,18,2,42,0.9411764705882353,0.9607843137254902,206,51,62,
COGBCI,full,fbcsp,random_forest,18,2,42,0.9411764705882353,0.9607843137254902,206,51,62,
COGBCI,full,bandpower,lda,18,2,42,0.8235294117647058,0.8823529411764706,206,51,62,
COGBCI,full,bandpower,svm,18,2,42,0.5882352941176471,0.7254901960784313,206,51,62,
COGBCI,full,bandpower,decision_tree,18,2,42,0.6176470588235294,0.7450980392156863,206,51,62,
COGBCI,full,bandpower,random_forest,18,2,42,0.6176470588235294,0.7450980392156863,206,51,62,
COGBCI,full,fbcsp,lda,18,3,42,0.9705882352941176,0.9803921568627451,206,51,62,
COGBCI,full,fbcsp,svm,18,3,42,0.9705882352941176,0.9803921568627451,206,51,62,
COGBCI,full,fbcsp,decision_tree,18,3,42,1.0,1.0,206,51,62,
COGBCI,full,fbcsp,random_forest,18,3,42,1.0,1.0,206,51,62,
COGBCI,full,bandpower,lda,18,3,42,0.8529411764705882,0.9019607843137255,206,51,62,
COGBCI,full,bandpower,svm,18,3,42,0.7352941176470589,0.8235294117647058,206,51,62,
COGBCI,full,bandpower,decision_tree,18,3,42,0.5294117647058824,0.6862745098039216,206,51,62,
COGBCI,full,bandpower,random_forest,18,3,42,0.6176470588235294,0.7450980392156863,206,51,62,
COGBCI,full,fbcsp,lda,18,4,42,0.9705882352941176,0.9803921568627451,206,51,62,
COGBCI,full,fbcsp,svm,18,4,42,0.9705882352941176,0.9803921568627451,206,51,62,
COGBCI,full,fbcsp,decision_tree,18,4,42,1.0,1.0,206,51,62,
COGBCI,full,fbcsp,random_forest,18,4,42,1.0,1.0,206,51,62,
COGBCI,full,bandpower,lda,18,4,42,0.8823529411764706,0.9215686274509803,206,51,62,
COGBCI,full,bandpower,svm,18,4,42,0.6764705882352942,0.7843137254901961,206,51,62,
COGBCI,full,bandpower,decision_tree,18,4,42,0.5882352941176471,0.7254901960784313,206,51,62,
COGBCI,full,bandpower,random_forest,18,4,42,0.5882352941176471,0.7254901960784313,206,51,62,
COGBCI,full,fbcsp,lda,19,0,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,svm,19,0,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,decision_tree,19,0,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,random_forest,19,0,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,lda,19,0,42,0.93993993993994,0.96,199,50,62,
COGBCI,full,bandpower,svm,19,0,42,0.8499399759903962,0.9,199,50,62,
COGBCI,full,bandpower,decision_tree,19,0,42,0.9100719424460432,0.94,199,50,62,
COGBCI,full,bandpower,random_forest,19,0,42,0.9099639855942376,0.94,199,50,62,
COGBCI,full,fbcsp,lda,19,1,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,svm,19,1,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,decision_tree,19,1,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,random_forest,19,1,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,lda,19,1,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,svm,19,1,42,0.9399759903961584,0.96,199,50,62,
COGBCI,full,bandpower,decision_tree,19,1,42,0.97000599880024,0.98,199,50,62,
COGBCI,full,bandpower,random_forest,19,1,42,0.93993993993994,0.96,199,50,62,
COGBCI,full,fbcsp,lda,19,2,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,svm,19,2,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,decision_tree,19,2,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,random_forest,19,2,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,lda,19,2,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,svm,19,2,42,0.96996996996997,0.98,199,50,62,
COGBCI,full,bandpower,decision_tree,19,2,42,0.9399038461538461,0.96,199,50,62,
COGBCI,full,bandpower,random_forest,19,2,42,0.9399759903961584,0.96,199,50,62,
COGBCI,full,fbcsp,lda,19,3,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,svm,19,3,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,decision_tree,19,3,42,1.0,1.0,199,50,62,
COGBCI,full,fbcsp,random_forest,19,3,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,lda,19,3,42,1.0,1.0,199,50,62,
COGBCI,full,bandpower,svm,19,3,42,0.8496692723992785,0.9,199,50,62,
COGBCI,full,bandpower,decision_tree,19,3,42,0.9400479616306955,0.96,199,50,62,
COGBCI,full,bandpower,random_forest,19,3,42,0.8197115384615384,0.88,199,50,62,
COGBCI,full,fbcsp,lda,19,4,42,1.0,1.0,200,49,62,
COGBCI,full,fbcsp,svm,19,4,42,1.0,1.0,200,49,62,
COGBCI,full,fbcsp,decision_tree,19,4,42,1.0,1.0,200,49,62,
COGBCI,full,fbcsp,random_forest,19,4,42,1.0,1.0,200,49,62,
COGBCI,full,bandpower,lda,19,4,42,1.0,1.0,200,49,62,
COGBCI,full,bandpower,svm,19,4,42,0.908125,0.9387755102040817,200,49,62,
COGBCI,full,bandpower,decision_tree,19,4,42,0.969375,0.9795918367346939,200,49,62,
COGBCI,full,bandpower,random_forest,19,4,42,0.9080100125156445,0.9387755102040817,200,49,62,
COGBCI,full,fbcsp,lda,20,0,42,0.9705712637045586,0.9803921568627451,204,51,62,
COGBCI,full,fbcsp,svm,20,0,42,1.0,1.0,204,51,62,
COGBCI,full,fbcsp,decision_tree,20,0,42,1.0,1.0,204,51,62,
COGBCI,full,fbcsp,random_forest,20,0,42,1.0,1.0,204,51,62,
COGBCI,full,bandpower,lda,20,0,42,0.443103448275862,0.6274509803921569,204,51,62,
COGBCI,full,bandpower,svm,20,0,42,0.20220162224797222,0.47058823529411764,204,51,62,
COGBCI,full,bandpower,decision_tree,20,0,42,0.383419689119171,0.5882352941176471,204,51,62,
COGBCI,full,bandpower,random_forest,20,0,42,0.3809248554913295,0.5882352941176471,204,51,62,
COGBCI,full,fbcsp,lda,20,1,42,0.9117137911136757,0.9411764705882353,204,51,62,
COGBCI,full,fbcsp,svm,20,1,42,0.9116117850953206,0.9411764705882353,204,51,62,
COGBCI,full,fbcsp,decision_tree,20,1,42,1.0,1.0,204,51,62,
COGBCI,full,fbcsp,random_forest,20,1,42,1.0,1.0,204,51,62,
COGBCI,full,bandpower,lda,20,1,42,0.4973913043478262,0.6666666666666666,204,51,62,
COGBCI,full,bandpower,svm,20,1,42,0.23352601156069364,0.49019607843137253,204,51,62,
COGBCI,full,bandpower,decision_tree,20,1,42,0.6172055427251733,0.7450980392156863,204,51,62,
COGBCI,full,bandpower,random_forest,20,1,42,0.37949015063731173,0.5882352941176471,204,51,62,
COGBCI,full,fbcsp,lda,20,2,42,0.9705372616984402,0.9803921568627451,204,51,62,
COGBCI,full,fbcsp,svm,20,2,42,0.9705372616984402,0.9803921568627451,204,51,62,
COGBCI,full,fbcsp,decision_tree,20,2,42,0.9412442396313364,0.9607843137254902,204,51,62,
COGBCI,full,fbcsp,random_forest,20,2,42,1.0,1.0,204,51,62,
COGBCI,full,bandpower,lda,20,2,42,0.7638888888888888,0.8431372549019608,204,51,62,
COGBCI,full,bandpower,svm,20,2,42,0.4124423963133639,0.6078431372549019,204,51,62,
COGBCI,full,bandpower,decision_tree,20,2,42,0.47058823529411764,0.6470588235294118,204,51,62,
COGBCI,full,bandpower,random_forest,20,2,42,0.4411764705882353,0.6274509803921569,204,51,62,
COGBCI,full,fbcsp,lda,20,3,42,0.941108545034642,0.9607843137254902,204,51,62,
COGBCI,full,fbcsp,svm,20,3,42,0.9118155619596542,0.9411764705882353,204,51,62,
COGBCI,full,fbcsp,decision_tree,20,3,42,1.0,1.0,204,51,62,
COGBCI,full,fbcsp,random_forest,20,3,42,1.0,1.0,204,51,62,
COGBCI,full,bandpower,lda,20,3,42,0.6466512702078522,0.7647058823529411,204,51,62,
COGBCI,full,bandpower,svm,20,3,42,0.2578579743888242,0.5098039215686274,204,51,62,
COGBCI,full,bandpower,decision_tree,20,3,42,0.472110408280621,0.6470588235294118,204,51,62,
COGBCI,full,bandpower,random_forest,20,3,42,0.4668989547038328,0.6470588235294118,204,51,62,
COGBCI,full,fbcsp,lda,20,4,42,0.9705712637045586,0.9803921568627451,204,51,62,
COGBCI,full,fbcsp,svm,20,4,42,0.9411764705882353,0.9607843137254902,204,51,62,
COGBCI,full,fbcsp,decision_tree,20,4,42,1.0,1.0,204,51,62,
COGBCI,full,fbcsp,random_forest,20,4,42,1.0,1.0,204,51,62,
COGBCI,full,bandpower,lda,20,4,42,0.6466512702078522,0.7647058823529411,204,51,62,
COGBCI,full,bandpower,svm,20,4,42,0.35069444444444464,0.5686274509803921,204,51,62,
COGBCI,full,bandpower,decision_tree,20,4,42,0.5261324041811847,0.6862745098039216,204,51,62,
COGBCI,full,bandpower,random_forest,20,4,42,0.6167630057803468,0.7450980392156863,204,51,62,
COGBCI,full,fbcsp,lda,21,0,42,1.0,1.0,200,51,62,
COGBCI,full,fbcsp,svm,21,0,42,1.0,1.0,200,51,62,
COGBCI,full,fbcsp,decision_tree,21,0,42,1.0,1.0,200,51,62,
