dataset,baseline,subject,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
STEW,bandpower,40,2,42,1.0,1.0,59,15,14,
STEW,bandpower,40,3,42,1.0,1.0,59,15,14,
STEW,bandpower,40,4,42,1.0,1.0,60,14,14,
STEW,bandpower,41,0,42,1.0,1.0,59,15,14,
STEW,bandpower,41,1,42,1.0,1.0,59,15,14,
STEW,bandpower,41,2,42,1.0,1.0,59,15,14,
STEW,bandpower,41,3,42,1.0,1.0,59,15,14,
STEW,bandpower,41,4,42,1.0,1.0,60,14,14,
STEW,bandpower,43,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,43,1,42,1.0,1.0,59,15,14,
STEW,bandpower,43,2,42,1.0,1.0,59,15,14,
STEW,bandpower,43,3,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,43,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,44,0,42,1.0,1.0,59,15,14,
STEW,bandpower,44,1,42,1.0,1.0,59,15,14,
STEW,bandpower,44,2,42,1.0,1.0,59,15,14,
STEW,bandpower,44,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,44,4,42,1.0,1.0,60,14,14,
STEW,bandpower,45,0,42,1.0,1.0,59,15,14,
STEW,bandpower,45,1,42,1.0,1.0,59,15,14,
STEW,bandpower,45,2,42,1.0,1.0,59,15,14,
STEW,bandpower,45,3,42,1.0,1.0,59,15,14,
STEW,bandpower,45,4,42,1.0,1.0,60,14,14,
STEW,bandpower,46,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,46,1,42,1.0,1.0,59,15,14,
STEW,bandpower,46,2,42,1.0,1.0,59,15,14,
STEW,bandpower,46,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,46,4,42,1.0,1.0,60,14,14,
STEW,bandpower,47,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,47,1,42,1.0,1.0,59,15,14,
STEW,bandpower,47,2,42,1.0,1.0,59,15,14,
STEW,bandpower,47,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,47,4,42,1.0,1.0,60,14,14,
STEW,bandpower,48,0,42,1.0,1.0,59,15,14,
STEW,bandpower,48,1,42,1.0,1.0,59,15,14,
STEW,bandpower,48,2,42,1.0,1.0,59,15,14,
STEW,bandpower,48,3,42,1.0,1.0,59,15,14,
STEW,bandpower,48,4,42,1.0,1.0,60,14,14,
WAUC,fbcsp,1,0,42,0.594560669456067,0.8011695906432749,681,171,8,
WAUC,fbcsp,1,1,42,0.5343852544857921,0.7719298245614035,681,171,8,
WAUC,fbcsp,1,2,42,0.6307972537480735,0.8176470588235294,682,170,8,
WAUC,fbcsp,1,3,42,0.6316230952048092,0.8176470588235294,682,170,8,
WAUC,fbcsp,1,4,42,0.6709980646944982,0.8352941176470589,682,170,8,
WAUC,fbcsp,2,0,42,0.950389503895039,0.9752066115702479,481,121,8,
WAUC,fbcsp,2,1,42,0.9174061433447099,0.9586776859504132,481,121,8,
WAUC,fbcsp,2,2,42,0.9000277700638711,0.95,482,120,8,
WAUC,fbcsp,2,3,42,0.8833333333333333,0.9416666666666667,482,120,8,
WAUC,fbcsp,2,4,42,0.9666574048346763,0.9833333333333333,482,120,8,
WAUC,fbcsp,3,0,42,0.6161978140118258,0.8169934640522876,609,153,8,
WAUC,fbcsp,3,1,42,0.591054882394868,0.803921568627451,609,153,8,
WAUC,fbcsp,3,2,42,0.5263929618768328,0.7763157894736842,610,152,8,
WAUC,fbcsp,3,3,42,0.6099706744868034,0.8157894736842105,610,152,8,
WAUC,fbcsp,3,4,42,0.749266862170088,0.881578947368421,610,152,8,
WAUC,fbcsp,4,0,42,0.9130434782608696,0.9565217391304348,733,184,8,
WAUC,fbcsp,4,1,42,0.7173913043478262,0.8586956521739131,733,184,8,
WAUC,fbcsp,4,2,42,0.8251522751701899,0.912568306010929,734,183,8,
WAUC,fbcsp,4,3,42,0.8360900459783842,0.9180327868852459,734,183,8,
WAUC,fbcsp,4,4,42,0.7485212403656569,0.8743169398907104,734,183,8,
WAUC,fbcsp,5,0,42,0.6151383489595244,0.8074866310160428,745,187,8,
WAUC,fbcsp,5,1,42,0.6255078102649196,0.8128342245989305,745,187,8,
WAUC,fbcsp,5,2,42,0.6984715145900879,0.8494623655913979,746,186,8,
WAUC,fbcsp,5,3,42,0.6444212721584985,0.8225806451612904,746,186,8,
WAUC,fbcsp,5,4,42,0.6886040872878421,0.8440860215053764,746,186,8,
WAUC,fbcsp,6,0,42,0.7730061349693251,0.8864864864864865,736,185,8,
WAUC,fbcsp,6,1,42,0.8043478260869565,0.9021739130434783,737,184,8,
WAUC,fbcsp,6,2,42,0.8369565217391304,0.9184782608695652,737,184,8,
WAUC,fbcsp,6,3,42,0.6847826086956521,0.842391304347826,737,184,8,
WAUC,fbcsp,6,4,42,0.7716312056737589,0.8858695652173914,737,184,8,
WAUC,fbcsp,7,0,42,0.5575969670457859,0.7783783783783784,739,185,8,
WAUC,fbcsp,7,1,42,0.6210125841381329,0.8108108108108109,739,185,8,
WAUC,fbcsp,7,2,42,0.4901788331867488,0.745945945945946,739,185,8,
WAUC,fbcsp,7,3,42,0.5993561603745976,0.8,739,185,8,
WAUC,fbcsp,7,4,42,0.5986795567083235,0.7989130434782609,740,184,8,
WAUC,fbcsp,8,0,42,0.75,0.875,732,184,8,
WAUC,fbcsp,8,1,42,0.7048210765278691,0.8524590163934426,733,183,8,
WAUC,fbcsp,8,2,42,0.6611313541604444,0.8306010928961749,733,183,8,
WAUC,fbcsp,8,3,42,0.6064516129032258,0.8032786885245902,733,183,8,
WAUC,fbcsp,8,4,42,0.7156347119292374,0.8579234972677595,733,183,8,
WAUC,fbcsp,9,0,42,0.7027838427947599,0.8512396694214877,484,121,8,
WAUC,fbcsp,9,1,42,0.5698660103910309,0.7851239669421488,484,121,8,
WAUC,fbcsp,9,2,42,0.7023776988248156,0.8512396694214877,484,121,8,
WAUC,fbcsp,9,3,42,0.6368349249658936,0.8181818181818182,484,121,8,
WAUC,fbcsp,9,4,42,0.6694892105981972,0.8347107438016529,484,121,8,
WAUC,fbcsp,10,0,42,0.6650703731822695,0.8324324324324325,737,185,8,
WAUC,fbcsp,10,1,42,0.64312854387093,0.8216216216216217,737,185,8,
WAUC,fbcsp,10,2,42,0.7173913043478262,0.8586956521739131,738,184,8,
WAUC,fbcsp,10,3,42,0.6413043478260869,0.8206521739130435,738,184,8,
WAUC,fbcsp,10,4,42,0.6956521739130435,0.8478260869565217,738,184,8,
WAUC,fbcsp,11,0,42,1.0,1.0,496,125,8,
WAUC,fbcsp,11,1,42,0.9838709677419355,0.9919354838709677,497,124,8,
WAUC,fbcsp,11,2,42,1.0,1.0,497,124,8,
WAUC,fbcsp,11,3,42,1.0,1.0,497,124,8,
WAUC,fbcsp,11,4,42,1.0,1.0,497,124,8,
WAUC,fbcsp,12,0,42,0.7632492478592918,0.8817204301075269,743,186,8,
WAUC,fbcsp,12,1,42,0.7633040259139288,0.8817204301075269,743,186,8,
WAUC,fbcsp,12,2,42,0.6450792182259744,0.8225806451612904,743,186,8,
WAUC,fbcsp,12,3,42,0.7633040259139288,0.8817204301075269,743,186,8,
WAUC,fbcsp,12,4,42,0.7511550383063337,0.8756756756756757,744,185,8,
WAUC,fbcsp,13,0,42,0.5979535812328425,0.7988826815642458,713,179,8,
WAUC,fbcsp,13,1,42,0.6645846346033729,0.8324022346368715,713,179,8,
WAUC,fbcsp,13,2,42,0.6515974239171612,0.8258426966292135,714,178,8,
WAUC,fbcsp,13,3,42,0.7302008336491095,0.8651685393258427,714,178,8,
WAUC,fbcsp,13,4,42,0.64022233451238,0.8202247191011236,714,178,8,
WAUC,fbcsp,14,0,42,0.7559171597633136,0.8777777777777778,719,180,8,
WAUC,fbcsp,14,1,42,0.8331273176761433,0.9166666666666666,719,180,8,
WAUC,fbcsp,14,2,42,0.866600790513834,0.9333333333333333,719,180,8,
WAUC,fbcsp,14,3,42,0.8553770086526575,0.9277777777777778,719,180,8,
WAUC,fbcsp,14,4,42,0.8437071223649745,0.9217877094972067,720,179,8,
WAUC,fbcsp,15,0,42,0.6719254212979562,0.8360655737704918,729,183,8,
WAUC,fbcsp,15,1,42,0.7046799354491662,0.8524590163934426,729,183,8,
WAUC,fbcsp,15,2,42,0.8134571325214036,0.9065934065934066,730,182,8,
WAUC,fbcsp,15,3,42,0.7250755287009063,0.8626373626373627,730,182,8,
WAUC,fbcsp,15,4,42,0.7030815709969789,0.8516483516483516,730,182,8,
WAUC,fbcsp,16,0,42,1.0,1.0,492,124,8,
WAUC,fbcsp,16,1,42,1.0,1.0,493,123,8,
WAUC,fbcsp,16,2,42,1.0,1.0,493,123,8,
WAUC,fbcsp,16,3,42,1.0,1.0,493,123,8,
WAUC,fbcsp,16,4,42,1.0,1.0,493,123,8,
WAUC,fbcsp,17,0,42,0.7167584579071598,0.8611111111111112,575,144,8,
WAUC,fbcsp,17,1,42,0.7872340425531915,0.8958333333333334,575,144,8,
WAUC,fbcsp,17,2,42,0.6210526315789473,0.8125,575,144,8,
WAUC,fbcsp,17,3,42,0.7083333333333333,0.8541666666666666,575,144,8,
WAUC,fbcsp,17,4,42,0.6855886468119128,0.8461538461538461,576,143,8,
WAUC,fbcsp,18,0,42,0.8919139985978032,0.9459459459459459,737,185,8,
WAUC,fbcsp,18,1,42,0.8053997194950911,0.9027027027027027,737,185,8,
WAUC,fbcsp,18,2,42,0.8043478260869565,0.9021739130434783,738,184,8,
WAUC,fbcsp,18,3,42,0.7717391304347826,0.8858695652173914,738,184,8,
WAUC,fbcsp,18,4,42,0.7934782608695652,0.8967391304347826,738,184,8,
WAUC,fbcsp,19,0,42,0.7281323877068557,0.8641304347826086,734,184,8,
WAUC,fbcsp,19,1,42,0.6739130434782609,0.8369565217391305,734,184,8,
WAUC,fbcsp,19,2,42,0.7391304347826086,0.8695652173913043,734,184,8,
WAUC,fbcsp,19,3,42,0.8033432835820895,0.9016393442622951,735,183,8,
WAUC,fbcsp,19,4,42,0.7924055167472684,0.8961748633879781,735,183,8,
WAUC,fbcsp,20,0,42,0.6448327739844926,0.8225806451612904,741,186,8,
WAUC,fbcsp,20,1,42,0.5697432338653713,0.7849462365591398,741,186,8,
WAUC,fbcsp,20,2,42,0.567908443302581,0.7837837837837838,742,185,8,
WAUC,fbcsp,20,3,42,0.6968987712112347,0.8486486486486486,742,185,8,
WAUC,fbcsp,20,4,42,0.7080483955812731,0.8540540540540541,742,185,8,
WAUC,fbcsp,21,0,42,0.6751346288925311,0.8378378378378378,740,185,8,
WAUC,fbcsp,21,1,42,0.7622663551401869,0.8810810810810811,740,185,8,
WAUC,fbcsp,21,2,42,0.762210796915167,0.8810810810810811,740,185,8,
WAUC,fbcsp,21,3,42,0.7621274108708358,0.8810810810810811,740,185,8,
WAUC,fbcsp,21,4,42,0.7297376263659207,0.8648648648648649,740,185,8,
WAUC,fbcsp,22,0,42,0.901618780240129,0.9508196721311475,728,183,8,
WAUC,fbcsp,22,1,42,0.8461538461538461,0.9230769230769231,729,182,8,
WAUC,fbcsp,22,2,42,0.8571428571428572,0.9285714285714286,729,182,8,
WAUC,fbcsp,22,3,42,0.8350851757883291,0.9175824175824175,729,182,8,
WAUC,fbcsp,22,4,42,0.8571428571428572,0.9285714285714286,729,182,8,
WAUC,fbcsp,24,0,42,0.47009995908107793,0.7351351351351352,737,185,8,
WAUC,fbcsp,24,1,42,0.4154476301930954,0.7081081081081081,737,185,8,
WAUC,fbcsp,24,2,42,0.40217391304347827,0.7010869565217391,738,184,8,
WAUC,fbcsp,24,3,42,0.4130434782608695,0.7065217391304348,738,184,8,
WAUC,fbcsp,24,4,42,0.46739130434782605,0.7336956521739131,738,184,8,
WAUC,fbcsp,25,0,42,0.6451612903225806,0.8225806451612904,743,186,8,
WAUC,fbcsp,25,1,42,0.5698924731182795,0.7849462365591398,743,186,8,
WAUC,fbcsp,25,2,42,0.6236559139784946,0.8118279569892473,743,186,8,
WAUC,fbcsp,25,3,42,0.5260597637248089,0.7634408602150538,743,186,8,
WAUC,fbcsp,25,4,42,0.6757419957934097,0.8378378378378378,744,185,8,
WAUC,fbcsp,27,0,42,0.5178807947019868,0.7582417582417582,725,182,8,
WAUC,fbcsp,27,1,42,0.6256503327283727,0.8131868131868132,725,182,8,
WAUC,fbcsp,27,2,42,0.5574031055141215,0.7790055248618785,726,181,8,
WAUC,fbcsp,27,3,42,0.5356139279169212,0.7679558011049724,726,181,8,
WAUC,fbcsp,27,4,42,0.5804562644870075,0.7900552486187845,726,181,8,
WAUC,fbcsp,29,0,42,0.5108695652173914,0.7554347826086957,734,184,8,
WAUC,fbcsp,29,1,42,0.5760869565217391,0.7880434782608695,734,184,8,
WAUC,fbcsp,29,2,42,0.5,0.75,734,184,8,
WAUC,fbcsp,29,3,42,0.45353559483994266,0.726775956284153,735,183,8,
WAUC,fbcsp,29,4,42,0.6831074222248761,0.8415300546448088,735,183,8,
WAUC,fbcsp,30,0,42,0.5978260869565217,0.7989130434782609,732,184,8,
WAUC,fbcsp,30,1,42,0.5296192241018591,0.7650273224043715,733,183,8,
WAUC,fbcsp,30,2,42,0.5627762513439255,0.7814207650273224,733,183,8,
WAUC,fbcsp,30,3,42,0.5739867486420343,0.7868852459016393,733,183,8,
WAUC,fbcsp,30,4,42,0.6610098595757394,0.8306010928961749,733,183,8,
WAUC,fbcsp,31,0,42,0.4297119055883374,0.7150537634408602,740,186,8,
WAUC,fbcsp,31,1,42,0.19950882937668113,0.6,741,185,8,
WAUC,fbcsp,31,2,42,0.2430441898527005,0.6216216216216216,741,185,8,
WAUC,fbcsp,31,3,42,0.3931583880037488,0.6972972972972973,741,185,8,
WAUC,fbcsp,31,4,42,0.3185406069110682,0.6594594594594595,741,185,8,
WAUC,fbcsp,32,0,42,0.5,0.75,733,184,8,
WAUC,fbcsp,32,1,42,0.5108695652173914,0.7554347826086957,733,184,8,
WAUC,fbcsp,32,2,42,0.5191687567180222,0.7595628415300546,734,183,8,
WAUC,fbcsp,32,3,42,0.453861764354781,0.726775956284153,734,183,8,
WAUC,fbcsp,32,4,42,0.44250642136073115,0.7213114754098361,734,183,8,
WAUC,fbcsp,33,0,42,0.47533150161271054,0.7377049180327869,731,183,8,
WAUC,fbcsp,33,1,42,0.5083288554540569,0.7540983606557377,731,183,8,
WAUC,fbcsp,33,2,42,0.5184210526315789,0.7595628415300546,731,183,8,
WAUC,fbcsp,33,3,42,0.5955921877799677,0.7978142076502732,731,183,8,
WAUC,fbcsp,33,4,42,0.5934065934065934,0.7967032967032966,732,182,8,
WAUC,fbcsp,34,0,42,0.6284042044911611,0.8142076502732241,732,183,8,
WAUC,fbcsp,34,1,42,0.6067335243553009,0.8032786885245902,732,183,8,
WAUC,fbcsp,34,2,42,0.46417687481326564,0.73224043715847,732,183,8,
WAUC,fbcsp,34,3,42,0.46424090338770385,0.73224043715847,732,183,8,
WAUC,fbcsp,34,4,42,0.541134328358209,0.7704918032786885,732,183,8,
WAUC,fbcsp,35,0,42,0.6100711837595572,0.8104575163398693,608,153,8,
WAUC,fbcsp,35,1,42,0.5207715133531157,0.7763157894736842,609,152,8,
WAUC,fbcsp,35,2,42,0.5568513119533528,0.7894736842105263,609,152,8,
WAUC,fbcsp,35,3,42,0.6103253182461104,0.8092105263157895,609,152,8,
WAUC,fbcsp,35,4,42,0.5824940487090277,0.8026315789473685,609,152,8,
WAUC,fbcsp,36,0,42,0.2717391304347826,0.6358695652173914,733,184,8,
WAUC,fbcsp,36,1,42,0.40217391304347827,0.7010869565217391,733,184,8,
WAUC,fbcsp,36,2,42,0.43147329430039427,0.7158469945355191,734,183,8,
WAUC,fbcsp,36,3,42,0.2898083467669711,0.644808743169399,734,183,8,
WAUC,fbcsp,36,4,42,0.30019120458891013,0.6502732240437158,734,183,8,
WAUC,fbcsp,37,0,42,0.5625672283972749,0.7814207650273224,732,183,8,
WAUC,fbcsp,37,1,42,0.6288032454361054,0.8142076502732241,732,183,8,
WAUC,fbcsp,37,2,42,0.6390963963425567,0.819672131147541,732,183,8,
WAUC,fbcsp,37,3,42,0.5517653384312086,0.7759562841530054,732,183,8,
WAUC,fbcsp,37,4,42,0.6394842098979165,0.819672131147541,732,183,8,
WAUC,fbcsp,38,0,42,0.54080535308878,0.7704918032786885,731,183,8,
WAUC,fbcsp,38,1,42,0.4101002865329513,0.7049180327868853,731,183,8,
WAUC,fbcsp,38,2,42,0.45399212316505544,0.726775956284153,731,183,8,
WAUC,fbcsp,38,3,42,0.27909752894831086,0.639344262295082,731,183,8,
WAUC,fbcsp,38,4,42,0.5274725274725275,0.7637362637362637,732,182,8,
WAUC,fbcsp,39,-1,-1,,,0,0,8,"y should be a 1d array with more than two classes, but got 1 class from ['high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high' 'high'
 'high' 'high']"
WAUC,fbcsp,40,0,42,0.5333333333333333,0.7666666666666667,717,180,8,
WAUC,fbcsp,40,1,42,0.4444444444444444,0.7222222222222222,717,180,8,
WAUC,fbcsp,40,2,42,0.3855707420582912,0.6927374301675978,718,179,8,
WAUC,fbcsp,40,3,42,0.4858891108891109,0.7430167597765364,718,179,8,
WAUC,fbcsp,40,4,42,0.564313798914061,0.7821229050279329,718,179,8,
WAUC,fbcsp,41,0,42,0.7934782608695652,0.8967391304347826,735,184,8,
WAUC,fbcsp,41,1,42,0.75,0.875,735,184,8,
WAUC,fbcsp,41,2,42,0.7934782608695652,0.8967391304347826,735,184,8,
WAUC,fbcsp,41,3,42,0.7279394369529217,0.8641304347826086,735,184,8,
WAUC,fbcsp,41,4,42,0.8032493131047664,0.9016393442622951,736,183,8,
WAUC,fbcsp,42,0,42,0.6828801912160143,0.8415300546448088,732,183,8,
WAUC,fbcsp,42,1,42,0.6067804703354422,0.8032786885245902,732,183,8,
WAUC,fbcsp,42,2,42,0.5626717648464572,0.7814207650273224,732,183,8,
WAUC,fbcsp,42,3,42,0.5844388669774112,0.7923497267759563,732,183,8,
WAUC,fbcsp,42,4,42,0.683183093546654,0.8415300546448088,732,183,8,
WAUC,fbcsp,43,0,42,0.74873141901976,0.8743169398907104,730,183,8,
WAUC,fbcsp,43,1,42,0.7377597325053737,0.8688524590163934,730,183,8,
WAUC,fbcsp,43,2,42,0.7158045633735516,0.8579234972677595,730,183,8,
WAUC,fbcsp,43,3,42,0.7582417582417582,0.8791208791208791,731,182,8,
WAUC,fbcsp,43,4,42,0.7802197802197802,0.8901098901098901,731,182,8,
WAUC,fbcsp,44,0,42,0.3695652173913043,0.6847826086956522,735,184,8,
WAUC,fbcsp,44,1,42,0.5,0.75,735,184,8,
WAUC,fbcsp,44,2,42,0.48913043478260865,0.7445652173913043,735,184,8,
WAUC,fbcsp,44,3,42,0.5869565217391304,0.7934782608695652,735,184,8,
WAUC,fbcsp,44,4,42,0.47533150161271054,0.7377049180327869,736,183,8,
WAUC,fbcsp,45,0,42,0.6254220797802323,0.8128342245989305,748,187,8,
WAUC,fbcsp,45,1,42,0.6470285420122404,0.8235294117647058,748,187,8,
WAUC,fbcsp,45,2,42,0.6257647664246098,0.8128342245989305,748,187,8,
WAUC,fbcsp,45,3,42,0.6152703166076123,0.8074866310160428,748,187,8,
WAUC,fbcsp,45,4,42,0.7755102040816326,0.8877005347593583,748,187,8,
WAUC,fbcsp,46,0,42,0.5461434370771312,0.7732558139534884,686,172,8,
WAUC,fbcsp,46,1,42,0.5708119773401672,0.7848837209302325,686,172,8,
WAUC,fbcsp,46,2,42,0.5815650763616705,0.7906976744186046,686,172,8,
WAUC,fbcsp,46,3,42,0.3785229376671466,0.6900584795321637,687,171,8,
WAUC,fbcsp,46,4,42,0.5208119745745335,0.7602339181286549,687,171,8,
WAUC,fbcsp,47,0,42,1.0,1.0,244,62,8,
WAUC,fbcsp,47,1,42,1.0,1.0,245,61,8,
WAUC,fbcsp,47,2,42,1.0,1.0,245,61,8,
WAUC,fbcsp,47,3,42,1.0,1.0,245,61,8,
WAUC,fbcsp,47,4,42,1.0,1.0,245,61,8,
WAUC,fbcsp,48,-1,-1,,,0,0,8,"y should be a 1d array with more than two classes, but got 1 class from ['low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low' 'low'
 'low' 'low' 'low' 'low']"
WAUC,bandpower,1,0,42,0.7029393370856786,0.8538011695906432,681,171,8,
WAUC,bandpower,1,1,42,0.6545935780455527,0.8304093567251462,681,171,8,
WAUC,bandpower,1,2,42,0.6798716696889384,0.8411764705882353,682,170,8,
WAUC,bandpower,1,3,42,0.582221598090156,0.7941176470588235,682,170,8,
WAUC,bandpower,1,4,42,0.6278774184437227,0.8176470588235294,682,170,8,
WAUC,bandpower,2,0,42,1.0,1.0,481,121,8,
WAUC,bandpower,2,1,42,0.9834676868424648,0.9917355371900827,481,121,8,
WAUC,bandpower,2,2,42,0.9833240689271817,0.9916666666666667,482,120,8,
WAUC,bandpower,2,3,42,0.9666574048346763,0.9833333333333333,482,120,8,
WAUC,bandpower,2,4,42,0.9666574048346763,0.9833333333333333,482,120,8,
WAUC,bandpower,3,0,42,0.7113466894259275,0.8627450980392157,609,153,8,
WAUC,bandpower,3,1,42,0.6225673823663773,0.8235294117647058,609,153,8,
WAUC,bandpower,3,2,42,0.6527777777777778,0.8355263157894737,610,152,8,
WAUC,bandpower,3,3,42,0.6676384839650147,0.8421052631578947,610,152,8,
WAUC,bandpower,3,4,42,0.7297904191616766,0.875,610,152,8,
WAUC,bandpower,4,0,42,0.6086956521739131,0.8043478260869565,733,184,8,
WAUC,bandpower,4,1,42,0.6630434782608696,0.8315217391304348,733,184,8,
WAUC,bandpower,4,2,42,0.7049620827610915,0.8524590163934426,734,183,8,
WAUC,bandpower,4,3,42,0.7377597325053737,0.8688524590163934,734,183,8,
WAUC,bandpower,4,4,42,0.6283154121863799,0.8142076502732241,734,183,8,
WAUC,bandpower,5,0,42,0.711304248384699,0.8556149732620321,745,187,8,
WAUC,bandpower,5,1,42,0.7323830785963708,0.8663101604278075,745,187,8,
WAUC,bandpower,5,2,42,0.7631396156517712,0.8817204301075269,746,186,8,
WAUC,bandpower,5,3,42,0.6660488821962238,0.8333333333333334,746,186,8,
WAUC,bandpower,5,4,42,0.6882441336261704,0.8440860215053764,746,186,8,
WAUC,bandpower,6,0,42,0.8055587994861614,0.9027027027027027,736,185,8,
WAUC,bandpower,6,1,42,0.782608695652174,0.8913043478260869,737,184,8,
WAUC,bandpower,6,2,42,0.8043478260869565,0.9021739130434783,737,184,8,
WAUC,bandpower,6,3,42,0.782608695652174,0.8913043478260869,737,184,8,
WAUC,bandpower,6,4,42,0.7502950200613642,0.875,737,184,8,
WAUC,bandpower,7,0,42,0.5357455500437701,0.7675675675675676,739,185,8,
WAUC,bandpower,7,1,42,0.6100702576112412,0.8054054054054054,739,185,8,
WAUC,bandpower,7,2,42,0.6332361516034986,0.8162162162162162,739,185,8,
WAUC,bandpower,7,3,42,0.6315172817809022,0.8162162162162162,739,185,8,
WAUC,bandpower,7,4,42,0.6308273338841024,0.8152173913043478,740,184,8,
WAUC,bandpower,8,0,42,0.6956521739130435,0.8478260869565217,732,184,8,
WAUC,bandpower,8,1,42,0.7266861819702491,0.8633879781420765,733,183,8,
WAUC,bandpower,8,2,42,0.759584378359011,0.8797814207650273,733,183,8,
WAUC,bandpower,8,3,42,0.69387023539252,0.8469945355191257,733,183,8,
WAUC,bandpower,8,4,42,0.7268167432973069,0.8633879781420765,733,183,8,
WAUC,bandpower,9,0,42,0.9504030605273944,0.9752066115702479,484,121,8,
WAUC,bandpower,9,1,42,0.867723421699918,0.9338842975206612,484,121,8,
WAUC,bandpower,9,2,42,0.8179953507452482,0.9090909090909091,484,121,8,
WAUC,bandpower,9,3,42,0.8512091815821834,0.9256198347107438,484,121,8,
WAUC,bandpower,9,4,42,0.8843054227564541,0.9421487603305785,484,121,8,
WAUC,bandpower,10,0,42,0.4924406047516199,0.745945945945946,737,185,8,
WAUC,bandpower,10,1,42,0.6107994389901823,0.8054054054054054,737,185,8,
WAUC,bandpower,10,2,42,0.6413043478260869,0.8206521739130435,738,184,8,
WAUC,bandpower,10,3,42,0.6521739130434783,0.8260869565217391,738,184,8,
WAUC,bandpower,10,4,42,0.7173913043478262,0.8586956521739131,738,184,8,
WAUC,bandpower,11,0,42,0.9039938556067588,0.952,496,125,8,
WAUC,bandpower,11,1,42,0.9838709677419355,0.9919354838709677,497,124,8,
WAUC,bandpower,11,2,42,0.9516129032258065,0.9758064516129032,497,124,8,
WAUC,bandpower,11,3,42,0.967741935483871,0.9838709677419355,497,124,8,
WAUC,bandpower,11,4,42,0.9677503250975292,0.9838709677419355,497,124,8,
WAUC,bandpower,12,0,42,0.7202683942619158,0.8602150537634409,743,186,8,
WAUC,bandpower,12,1,42,0.8709528214616096,0.9354838709677419,743,186,8,
WAUC,bandpower,12,2,42,0.838560351811133,0.9193548387096774,743,186,8,
