dataset,baseline,subject,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
WAUC,bandpower,12,3,42,0.7633040259139288,0.8817204301075269,743,186,8,
WAUC,bandpower,12,4,42,0.7512423268050278,0.8756756756756757,744,185,8,
WAUC,bandpower,13,0,42,0.5643681747269891,0.7821229050279329,713,179,8,
WAUC,bandpower,13,1,42,0.6871801273249283,0.8435754189944135,713,179,8,
WAUC,bandpower,13,2,42,0.6064434617814276,0.8033707865168539,714,178,8,
WAUC,bandpower,13,3,42,0.6962457337883959,0.848314606741573,714,178,8,
WAUC,bandpower,13,4,42,0.6068408431149817,0.8033707865168539,714,178,8,
WAUC,bandpower,14,0,42,0.933300395256917,0.9666666666666667,719,180,8,
WAUC,bandpower,14,1,42,0.9109792284866469,0.9555555555555556,719,180,8,
WAUC,bandpower,14,2,42,0.9000740192450037,0.95,719,180,8,
WAUC,bandpower,14,3,42,0.9444032616753151,0.9722222222222222,719,180,8,
WAUC,bandpower,14,4,42,0.9105894105894106,0.9553072625698324,720,179,8,
WAUC,bandpower,15,0,42,0.8251731550035826,0.912568306010929,729,183,8,
WAUC,bandpower,15,1,42,0.835933297471759,0.9180327868852459,729,183,8,
WAUC,bandpower,15,2,42,0.8572118286059143,0.9285714285714286,730,182,8,
WAUC,bandpower,15,3,42,0.8462466811489259,0.9230769230769231,730,182,8,
WAUC,bandpower,15,4,42,0.8352046360014488,0.9175824175824175,730,182,8,
WAUC,bandpower,16,0,42,1.0,1.0,492,124,8,
WAUC,bandpower,16,1,42,1.0,1.0,493,123,8,
WAUC,bandpower,16,2,42,1.0,1.0,493,123,8,
WAUC,bandpower,16,3,42,1.0,1.0,493,123,8,
WAUC,bandpower,16,4,42,1.0,1.0,493,123,8,
WAUC,bandpower,17,0,42,0.8578199052132701,0.9305555555555556,575,144,8,
WAUC,bandpower,17,1,42,0.7872340425531915,0.8958333333333334,575,144,8,
WAUC,bandpower,17,2,42,0.8175438596491228,0.9097222222222222,575,144,8,
WAUC,bandpower,17,3,42,0.9024390243902439,0.9513888888888888,575,144,8,
WAUC,bandpower,17,4,42,0.7892306180603321,0.8951048951048951,576,143,8,
WAUC,bandpower,18,0,42,0.8053542202478372,0.9027027027027027,737,185,8,
WAUC,bandpower,18,1,42,0.7298007828474615,0.8648648648648649,737,185,8,
WAUC,bandpower,18,2,42,0.75,0.875,738,184,8,
WAUC,bandpower,18,3,42,0.7391304347826086,0.8695652173913043,738,184,8,
WAUC,bandpower,18,4,42,0.7717391304347826,0.8858695652173914,738,184,8,
WAUC,bandpower,19,0,42,0.739161252215003,0.8695652173913043,734,184,8,
WAUC,bandpower,19,1,42,0.7717391304347826,0.8858695652173914,734,184,8,
WAUC,bandpower,19,2,42,0.7173913043478262,0.8586956521739131,734,184,8,
WAUC,bandpower,19,3,42,0.7596991763161036,0.8797814207650273,735,183,8,
WAUC,bandpower,19,4,42,0.7706082492687877,0.8852459016393442,735,183,8,
WAUC,bandpower,20,0,42,0.6237429198936539,0.8118279569892473,741,186,8,
WAUC,bandpower,20,1,42,0.5588337382853177,0.7795698924731183,741,186,8,
WAUC,bandpower,20,2,42,0.63220675944334,0.8162162162162162,742,185,8,
WAUC,bandpower,20,3,42,0.6863490207541654,0.8432432432432433,742,185,8,
WAUC,bandpower,20,4,42,0.5999181717224853,0.8,742,185,8,
WAUC,bandpower,21,0,42,0.674563152339627,0.8378378378378378,740,185,8,
WAUC,bandpower,21,1,42,0.697359196073849,0.8486486486486486,740,185,8,
WAUC,bandpower,21,2,42,0.7188778492109877,0.8594594594594595,740,185,8,
WAUC,bandpower,21,3,42,0.6648354859447139,0.8324324324324325,740,185,8,
WAUC,bandpower,21,4,42,0.654043945769051,0.827027027027027,740,185,8,
WAUC,bandpower,22,0,42,0.6393550313526426,0.819672131147541,728,183,8,
WAUC,bandpower,22,1,42,0.6923076923076923,0.8461538461538461,729,182,8,
WAUC,bandpower,22,2,42,0.6703296703296704,0.8351648351648352,729,182,8,
WAUC,bandpower,22,3,42,0.6701304978250362,0.8351648351648352,729,182,8,
WAUC,bandpower,22,4,42,0.7139748549323017,0.8571428571428571,729,182,8,
WAUC,bandpower,24,0,42,0.47016190309193995,0.7351351351351352,737,185,8,
WAUC,bandpower,24,1,42,0.45900105275470815,0.7297297297297297,737,185,8,
WAUC,bandpower,24,2,42,0.42391304347826086,0.7119565217391305,738,184,8,
WAUC,bandpower,24,3,42,0.48913043478260865,0.7445652173913043,738,184,8,
WAUC,bandpower,24,4,42,0.5108695652173914,0.7554347826086957,738,184,8,
WAUC,bandpower,25,0,42,0.5268817204301075,0.7634408602150538,743,186,8,
WAUC,bandpower,25,1,42,0.5268817204301075,0.7634408602150538,743,186,8,
WAUC,bandpower,25,2,42,0.6236559139784946,0.8118279569892473,743,186,8,
WAUC,bandpower,25,3,42,0.5040575005796429,0.7526881720430108,743,186,8,
WAUC,bandpower,25,4,42,0.5571837235098371,0.7783783783783784,744,185,8,
WAUC,bandpower,27,0,42,0.4945054945054945,0.7472527472527473,725,182,8,
WAUC,bandpower,27,1,42,0.4611480362537764,0.7307692307692307,725,182,8,
WAUC,bandpower,27,2,42,0.36918373586059305,0.6850828729281768,726,181,8,
WAUC,bandpower,27,3,42,0.4589103776462693,0.7292817679558011,726,181,8,
WAUC,bandpower,27,4,42,0.5036260588701322,0.7513812154696132,726,181,8,
WAUC,bandpower,29,0,42,0.34782608695652173,0.6739130434782609,734,184,8,
WAUC,bandpower,29,1,42,0.3586956521739131,0.6793478260869565,734,184,8,
WAUC,bandpower,29,2,42,0.4782608695652174,0.7391304347826086,734,184,8,
WAUC,bandpower,29,3,42,0.42050546692955726,0.7103825136612022,735,183,8,
WAUC,bandpower,29,4,42,0.4536008599068434,0.726775956284153,735,183,8,
WAUC,bandpower,30,0,42,0.4130434782608695,0.7065217391304348,732,184,8,
WAUC,bandpower,30,1,42,0.5409150639111218,0.7704918032786885,733,183,8,
WAUC,bandpower,30,2,42,0.5189964157706093,0.7595628415300546,733,183,8,
WAUC,bandpower,30,3,42,0.541189111747851,0.7704918032786885,733,183,8,
WAUC,bandpower,30,4,42,0.5189964157706093,0.7595628415300546,733,183,8,
WAUC,bandpower,31,0,42,0.3007518796992481,0.6505376344086021,740,186,8,
WAUC,bandpower,31,1,42,0.2631208997188379,0.6324324324324324,741,185,8,
WAUC,bandpower,31,2,42,0.4028405422853454,0.7027027027027027,741,185,8,
WAUC,bandpower,31,3,42,0.3937975424224692,0.6972972972972973,741,185,8,
WAUC,bandpower,31,4,42,0.28521250439058654,0.6432432432432432,741,185,8,
WAUC,bandpower,32,0,42,0.4347826086956522,0.717391304347826,733,184,8,
WAUC,bandpower,32,1,42,0.4347826086956522,0.717391304347826,733,184,8,
WAUC,bandpower,32,2,42,0.4752061178157485,0.7377049180327869,734,183,8,
WAUC,bandpower,32,3,42,0.35551841461230826,0.6775956284153005,734,183,8,
WAUC,bandpower,32,4,42,0.43174489430311713,0.7158469945355191,734,183,8,
WAUC,bandpower,33,0,42,0.388690050107373,0.6939890710382514,731,183,8,
WAUC,bandpower,33,1,42,0.36640401146131807,0.6830601092896175,731,183,8,
WAUC,bandpower,33,2,42,0.4097479393142994,0.7049180327868853,731,183,8,
WAUC,bandpower,33,3,42,0.3878867518814957,0.6939890710382514,731,183,8,
WAUC,bandpower,33,4,42,0.5384615384615384,0.7692307692307693,732,182,8,
WAUC,bandpower,34,0,42,0.475769873478157,0.7377049180327869,732,183,8,
WAUC,bandpower,34,1,42,0.45399212316505544,0.726775956284153,732,183,8,
WAUC,bandpower,34,2,42,0.42050546692955726,0.7103825136612022,732,183,8,
WAUC,bandpower,34,3,42,0.43167701863354035,0.7158469945355191,732,183,8,
WAUC,bandpower,34,4,42,0.49737282063529975,0.7486338797814208,732,183,8,
WAUC,bandpower,35,0,42,0.612184249628529,0.8104575163398693,608,153,8,
WAUC,bandpower,35,1,42,0.5516224188790559,0.7894736842105263,609,152,8,
WAUC,bandpower,35,2,42,0.3467048710601719,0.6842105263157895,609,152,8,
WAUC,bandpower,35,3,42,0.5878236529041287,0.7960526315789473,609,152,8,
WAUC,bandpower,35,4,42,0.516890664729386,0.7697368421052632,609,152,8,
WAUC,bandpower,36,0,42,0.17391304347826086,0.5869565217391305,733,184,8,
WAUC,bandpower,36,1,42,0.3369565217391305,0.6684782608695652,733,184,8,
WAUC,bandpower,36,2,42,0.36617699749193844,0.6830601092896175,734,183,8,
WAUC,bandpower,36,3,42,0.36610129001433356,0.6830601092896175,734,183,8,
WAUC,bandpower,36,4,42,0.23440114750179297,0.6174863387978142,734,183,8,
WAUC,bandpower,37,0,42,0.7157026768642447,0.8579234972677595,732,183,8,
WAUC,bandpower,37,1,42,0.6614549143641464,0.8306010928961749,732,183,8,
WAUC,bandpower,37,2,42,0.6499701135684399,0.825136612021858,732,183,8,
WAUC,bandpower,37,3,42,0.6610098595757394,0.8306010928961749,732,183,8,
WAUC,bandpower,37,4,42,0.6066395987580606,0.8032786885245902,732,183,8,
WAUC,bandpower,38,0,42,0.4426395939086294,0.7213114754098361,731,183,8,
WAUC,bandpower,38,1,42,0.41024110766292665,0.7049180327868853,731,183,8,
WAUC,bandpower,38,2,42,0.37729090800549225,0.6885245901639344,731,183,8,
WAUC,bandpower,38,3,42,0.22443741419447272,0.6120218579234973,731,183,8,
WAUC,bandpower,38,4,42,0.5494505494505495,0.7747252747252747,732,182,8,
WAUC,bandpower,39,-1,-1,,,0,0,8,index 1 is out of bounds for axis 0 with size 1
WAUC,bandpower,40,0,42,0.4555555555555556,0.7277777777777777,717,180,8,
WAUC,bandpower,40,1,42,0.5888888888888889,0.7944444444444444,717,180,8,
WAUC,bandpower,40,2,42,0.4299719013424914,0.7150837988826816,718,179,8,
WAUC,bandpower,40,3,42,0.6089019289593608,0.8044692737430168,718,179,8,
WAUC,bandpower,40,4,42,0.4635364635364635,0.7318435754189944,718,179,8,
WAUC,bandpower,41,0,42,0.7608695652173914,0.8804347826086957,735,184,8,
WAUC,bandpower,41,1,42,0.7391304347826086,0.8695652173913043,735,184,8,
WAUC,bandpower,41,2,42,0.7717391304347826,0.8858695652173914,735,184,8,
WAUC,bandpower,41,3,42,0.7390379387779222,0.8695652173913043,735,184,8,
WAUC,bandpower,41,4,42,0.737540337038365,0.8688524590163934,736,183,8,
WAUC,bandpower,42,0,42,0.6284042044911611,0.8142076502732241,732,183,8,
WAUC,bandpower,42,1,42,0.6176347680735479,0.8087431693989071,732,183,8,
WAUC,bandpower,42,2,42,0.5955921877799677,0.7978142076502732,732,183,8,
WAUC,bandpower,42,3,42,0.5517653384312086,0.7759562841530054,732,183,8,
WAUC,bandpower,42,4,42,0.551872424296721,0.7759562841530054,732,183,8,
WAUC,bandpower,43,0,42,0.7486113599713313,0.8743169398907104,730,183,8,
WAUC,bandpower,43,1,42,0.6831074222248761,0.8415300546448088,730,183,8,
WAUC,bandpower,43,2,42,0.7157706093189964,0.8579234972677595,730,183,8,
WAUC,bandpower,43,3,42,0.6703296703296704,0.8351648351648352,731,182,8,
WAUC,bandpower,43,4,42,0.6813186813186813,0.8406593406593407,731,182,8,
WAUC,bandpower,44,0,42,0.4782608695652174,0.7391304347826086,735,184,8,
WAUC,bandpower,44,1,42,0.3913043478260869,0.6956521739130435,735,184,8,
WAUC,bandpower,44,2,42,0.42391304347826086,0.7119565217391305,735,184,8,
WAUC,bandpower,44,3,42,0.34782608695652173,0.6739130434782609,735,184,8,
WAUC,bandpower,44,4,42,0.33319395496087445,0.6666666666666666,736,183,8,
WAUC,bandpower,45,0,42,0.45468580250443136,0.7272727272727273,748,187,8,
WAUC,bandpower,45,1,42,0.6360618202633086,0.8181818181818182,748,187,8,
WAUC,bandpower,45,2,42,0.4437070938215103,0.7219251336898396,748,187,8,
WAUC,bandpower,45,3,42,0.6150503202195792,0.8074866310160428,748,187,8,
WAUC,bandpower,45,4,42,0.6575875486381323,0.8288770053475936,748,187,8,
WAUC,bandpower,46,0,42,0.5471239535511747,0.7732558139534884,686,172,8,
WAUC,bandpower,46,1,42,0.5004052958659821,0.75,686,172,8,
WAUC,bandpower,46,2,42,0.5353235174929083,0.7674418604651163,686,172,8,
WAUC,bandpower,46,3,42,0.5194324491054905,0.7602339181286549,687,171,8,
WAUC,bandpower,46,4,42,0.5911047345767575,0.7953216374269005,687,171,8,
WAUC,bandpower,47,0,42,1.0,1.0,244,62,8,
WAUC,bandpower,47,1,42,0.9672219236969372,0.9836065573770492,245,61,8,
WAUC,bandpower,47,2,42,1.0,1.0,245,61,8,
WAUC,bandpower,47,3,42,1.0,1.0,245,61,8,
WAUC,bandpower,47,4,42,1.0,1.0,245,61,8,
WAUC,bandpower,48,-1,-1,,,0,0,8,index 1 is out of bounds for axis 0 with size 1
