dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining
BCI-IV-2b,2,official,official[0→1],2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.05,0.525,120,38,96,49.0,145.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.1,pruned,0.2,False,inf,oplb,,-0.0833,0.4583,120,66,96,50.0,360.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.0833,0.5417,120,72,96,45.0,361.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.0167,0.5083,120,94,84,46.0,443.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.0667,0.5333,120,62,84,40.0,371.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.0167,0.5083,120,58,84,48.0,360.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.1,pruned,0.3,True,inf,oplb,,-0.0667,0.4667,120,56,84,44.0,362.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.1,pruned,0.3,True,inf,oplb,,-0.05,0.475,120,60,84,55.0,360.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0167,0.5083,120,94,84,46.0,443.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0167,0.5083,120,62,84,47.0,400.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0167,0.5083,120,58,84,47.0,360.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.1,pruned,0.3,False,inf,oplb,,-0.0667,0.4667,120,56,84,44.0,362.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.1,pruned,0.3,False,inf,oplb,,-0.05,0.475,120,60,84,55.0,360.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0833,0.5417,120,74,96,49.0,380.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.5,pruned,0.2,True,inf,oplb,,-0.1333,0.4333,120,66,96,51.0,434.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0167,0.5083,120,38,96,43.0,207.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.1167,0.5583,120,66,96,51.0,378.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0167,0.5083,120,72,96,41.0,364.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0333,0.5167,120,74,96,47.0,371.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0333,0.4833,120,66,96,44.0,394.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.5,pruned,0.2,False,inf,oplb,,0.05,0.525,120,38,96,48.0,189.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0167,0.5083,120,66,96,50.0,375.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0167,0.5083,120,72,96,43.0,363.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0833,0.5417,120,94,84,45.0,369.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0,0.5,120,62,84,47.0,380.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0833,0.5417,120,58,84,41.0,365.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1167,0.5583,120,56,84,41.0,380.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0333,0.5167,120,60,84,41.0,360.0
BCI-IV-2b,2,official,official[0→1],0,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0833,0.5417,120,94,84,48.0,379.0
BCI-IV-2b,2,official,official[0→1],1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0,0.5,120,62,84,48.0,397.0
BCI-IV-2b,2,official,official[0→1],2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0833,0.5417,120,58,84,46.0,369.0
BCI-IV-2b,2,official,official[0→1],3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0833,0.5417,120,56,84,41.0,383.0
BCI-IV-2b,2,official,official[0→1],42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0333,0.5167,120,60,84,39.0,360.0
BCI-IV-2b,2,official,official[0→1],0,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0667,0.5333,120,74,96,54.0,376.0
BCI-IV-2b,2,official,official[0→1],1,1.0,1.0,pruned,0.2,True,inf,oplb,,0.1167,0.5583,120,66,96,42.0,394.0
BCI-IV-2b,2,official,official[0→1],2,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0833,0.4583,120,38,96,50.0,203.0
BCI-IV-2b,2,official,official[0→1],3,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0667,0.4667,120,66,96,46.0,380.0
BCI-IV-2b,2,official,official[0→1],42,1.0,1.0,pruned,0.2,True,inf,oplb,,0.15,0.575,120,72,96,47.0,384.0
BCI-IV-2b,2,official,official[0→1],0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0667,0.5333,120,74,96,50.0,376.0
BCI-IV-2b,2,official,official[0→1],1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,120,66,96,44.0,401.0
BCI-IV-2b,2,official,official[0→1],2,1.0,1.0,pruned,0.2,False,inf,oplb,,-0.0833,0.4583,120,38,96,41.0,194.0
BCI-IV-2b,2,official,official[0→1],3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0333,0.5167,120,66,96,44.0,385.0
BCI-IV-2b,2,official,official[0→1],42,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0833,0.5417,120,72,96,51.0,378.0
BCI-IV-2b,2,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0167,0.5083,120,94,84,48.0,387.0
BCI-IV-2b,2,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1333,0.4333,120,62,84,42.0,401.0
BCI-IV-2b,2,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.05,0.525,120,58,84,42.0,389.0
BCI-IV-2b,2,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0167,0.4917,120,56,84,41.0,391.0
BCI-IV-2b,2,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0333,0.5167,120,60,84,44.0,386.0
BCI-IV-2b,2,official,official[0→1],0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.0167,0.5083,120,94,84,43.0,390.0
BCI-IV-2b,2,official,official[0→1],1,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1,0.55,120,62,84,35.0,396.0
BCI-IV-2b,2,official,official[0→1],2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.05,0.525,120,58,84,44.0,392.0
BCI-IV-2b,2,official,official[0→1],3,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.0333,0.4833,120,56,84,42.0,392.0
BCI-IV-2b,2,official,official[0→1],42,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.0833,0.4583,120,60,84,43.0,384.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.1,pruned,0.2,True,inf,oplb,,-0.2083,0.3958,48,56,154,73.0,148.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.0833,0.5417,48,64,154,89.0,144.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.1667,0.5833,48,58,154,80.0,145.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.1,pruned,0.2,True,inf,oplb,,-0.0417,0.4792,48,78,154,91.0,298.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.0417,0.5208,48,78,154,73.0,144.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.1,pruned,0.2,False,inf,oplb,,-0.2083,0.3958,48,56,154,74.0,144.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.0,0.5,48,64,154,90.0,144.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.1667,0.5833,48,58,154,80.0,145.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.1,pruned,0.2,False,inf,oplb,,-0.0417,0.4792,48,78,154,90.0,298.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.0417,0.5208,48,78,154,73.0,144.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.0,0.5,48,46,134,68.0,144.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,86,134,69.0,146.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.25,0.625,48,84,134,64.0,144.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.2917,0.6458,48,42,134,56.0,144.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.1,pruned,0.3,True,inf,oplb,,-0.0417,0.4792,48,76,134,65.0,185.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0,0.5,48,46,134,68.0,144.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0833,0.5417,48,86,134,73.0,273.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.25,0.625,48,84,134,64.0,144.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.2917,0.6458,48,42,134,56.0,144.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.1,pruned,0.3,False,inf,oplb,,-0.0417,0.4792,48,76,134,72.0,145.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0,0.5,48,56,154,72.0,206.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0,0.5,48,64,154,81.0,161.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0417,0.5208,48,58,154,78.0,239.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0,0.5,48,78,154,81.0,182.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.5,pruned,0.2,True,inf,oplb,,-0.125,0.4375,48,78,154,81.0,205.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.2917,0.3542,48,56,154,74.0,186.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0,0.5,48,64,154,72.0,182.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0833,0.4583,48,58,154,80.0,214.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0833,0.5417,48,78,154,74.0,189.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0,0.5,48,78,154,88.0,223.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.5,pruned,0.3,True,inf,oplb,,-0.0833,0.4583,48,46,134,63.0,202.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0417,0.5208,48,86,134,73.0,172.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1667,0.5833,48,84,134,66.0,144.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,42,134,59.0,144.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.25,0.625,48,76,134,69.0,167.0
BCI-IV-2b,3,within,within_fold0,0,1.0,0.5,pruned,0.3,False,inf,oplb,,-0.0417,0.4792,48,46,134,70.0,170.0
BCI-IV-2b,3,within,within_fold0,1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0833,0.5417,48,86,134,67.0,222.0
BCI-IV-2b,3,within,within_fold0,2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.1667,0.5833,48,84,134,65.0,147.0
BCI-IV-2b,3,within,within_fold0,3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.125,0.5625,48,42,134,59.0,144.0
BCI-IV-2b,3,within,within_fold0,42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0833,0.5417,48,76,134,67.0,188.0
BCI-IV-2b,3,within,within_fold0,0,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0417,0.4792,48,56,154,75.0,207.0
BCI-IV-2b,3,within,within_fold0,1,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0417,0.4792,48,64,154,80.0,205.0
BCI-IV-2b,3,within,within_fold0,2,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0417,0.5208,48,58,154,77.0,216.0
BCI-IV-2b,3,within,within_fold0,3,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0,0.5,48,78,154,77.0,185.0
BCI-IV-2b,3,within,within_fold0,42,1.0,1.0,pruned,0.2,True,inf,oplb,,0.1667,0.5833,48,78,154,77.0,203.0
BCI-IV-2b,3,within,within_fold0,0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0417,0.5208,48,56,154,70.0,182.0
BCI-IV-2b,3,within,within_fold0,1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,48,64,154,76.0,198.0
BCI-IV-2b,3,within,within_fold0,2,1.0,1.0,pruned,0.2,False,inf,oplb,,0.1667,0.5833,48,58,154,69.0,215.0
BCI-IV-2b,3,within,within_fold0,3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,48,78,154,74.0,186.0
BCI-IV-2b,3,within,within_fold0,42,1.0,1.0,pruned,0.2,False,inf,oplb,,-0.0833,0.4583,48,78,154,95.0,203.0
BCI-IV-2b,3,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.375,0.6875,48,46,134,71.0,202.0
BCI-IV-2b,3,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,86,134,74.0,163.0
BCI-IV-2b,3,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,84,134,65.0,167.0
BCI-IV-2b,3,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1667,0.5833,48,42,134,64.0,178.0
BCI-IV-2b,3,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,48,76,134,67.0,180.0
BCI-IV-2b,3,within,within_fold0,0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.375,0.6875,48,46,134,64.0,197.0
BCI-IV-2b,3,within,within_fold0,1,1.0,1.0,pruned,0.3,False,inf,oplb,,0.125,0.5625,48,86,134,75.0,185.0
BCI-IV-2b,3,within,within_fold0,2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.125,0.5625,48,84,134,70.0,162.0
BCI-IV-2b,3,within,within_fold0,3,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1667,0.5833,48,42,134,61.0,172.0
BCI-IV-2b,3,within,within_fold0,42,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.0833,0.4583,48,76,134,65.0,177.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.1,pruned,0.2,True,inf,oplb,,0.0,0.5,120,16,96,34.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.1333,0.5667,120,76,96,45.0,360.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.15,0.575,120,59,96,32.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.1,pruned,0.2,True,inf,oplb,,0.1167,0.5583,120,68,96,48.0,360.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.05,0.525,120,50,96,48.0,455.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.1,pruned,0.2,False,inf,oplb,,-0.0167,0.4917,120,16,96,30.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.1333,0.5667,120,76,96,45.0,360.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.15,0.575,120,59,96,33.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.1,pruned,0.2,False,inf,oplb,,0.1167,0.5583,120,68,96,46.0,360.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.05,0.525,120,50,96,48.0,455.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.1,pruned,0.3,True,inf,oplb,,-0.0333,0.4833,120,16,84,29.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1667,0.5833,120,96,84,39.0,360.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.2167,0.6083,120,18,84,23.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1833,0.5917,120,52,84,33.0,360.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.1,pruned,0.3,True,inf,oplb,,0.0,0.5,120,64,84,43.0,437.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.1,pruned,0.3,False,inf,oplb,,-0.0333,0.4833,120,16,84,29.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.15,0.575,120,96,84,36.0,360.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.2167,0.6083,120,18,84,23.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.1833,0.5917,120,52,84,33.0,360.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.1,pruned,0.3,False,inf,oplb,,0.0,0.5,120,64,84,43.0,437.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0167,0.5083,120,16,96,38.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.1333,0.5667,120,76,96,48.0,361.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.15,0.575,120,59,96,43.0,405.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0333,0.5167,120,68,96,50.0,392.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.2167,0.6083,120,50,96,37.0,388.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0667,0.4667,120,16,96,37.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.5,pruned,0.2,False,inf,oplb,,0.1333,0.5667,120,76,96,49.0,362.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0667,0.4667,120,59,96,43.0,365.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.15,0.575,120,68,96,43.0,390.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.5,pruned,0.2,False,inf,oplb,,0.1,0.55,120,50,96,44.0,399.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.05,0.525,120,16,84,27.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0833,0.5417,120,96,84,41.0,395.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.2167,0.6083,120,18,84,31.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0333,0.5167,120,52,84,37.0,360.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0667,0.5333,120,64,84,45.0,366.0
BCI-IV-2b,3,official,official[0→1],0,1.0,0.5,pruned,0.3,False,inf,oplb,,-0.0333,0.4833,120,16,84,28.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.05,0.525,120,96,84,38.0,382.0
BCI-IV-2b,3,official,official[0→1],2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.1167,0.5583,120,18,84,33.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0667,0.5333,120,52,84,41.0,361.0
BCI-IV-2b,3,official,official[0→1],42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.2667,0.6333,120,64,84,38.0,366.0
BCI-IV-2b,3,official,official[0→1],0,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.1,0.45,120,16,96,33.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,1.0,pruned,0.2,True,inf,oplb,,0.2333,0.6167,120,76,96,52.0,383.0
BCI-IV-2b,3,official,official[0→1],2,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0,0.5,120,59,96,40.0,380.0
BCI-IV-2b,3,official,official[0→1],3,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0,0.5,120,68,96,47.0,383.0
BCI-IV-2b,3,official,official[0→1],42,1.0,1.0,pruned,0.2,True,inf,oplb,,0.0833,0.5417,120,50,96,55.0,404.0
BCI-IV-2b,3,official,official[0→1],0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0833,0.5417,120,16,96,38.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,120,76,96,53.0,386.0
BCI-IV-2b,3,official,official[0→1],2,1.0,1.0,pruned,0.2,False,inf,oplb,,0.15,0.575,120,59,96,43.0,380.0
BCI-IV-2b,3,official,official[0→1],3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0667,0.5333,120,68,96,44.0,387.0
BCI-IV-2b,3,official,official[0→1],42,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,120,50,96,46.0,402.0
BCI-IV-2b,3,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1333,0.5667,120,16,84,29.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,120,96,84,42.0,375.0
BCI-IV-2b,3,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0667,0.5333,120,18,84,32.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0333,0.4833,120,52,84,34.0,371.0
BCI-IV-2b,3,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1,0.45,120,64,84,42.0,390.0
BCI-IV-2b,3,official,official[0→1],0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1333,0.5667,120,16,84,26.0,360.0
BCI-IV-2b,3,official,official[0→1],1,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1,0.55,120,96,84,36.0,382.0
BCI-IV-2b,3,official,official[0→1],2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.2167,0.6083,120,18,84,31.0,360.0
BCI-IV-2b,3,official,official[0→1],3,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.0333,0.4833,120,52,84,35.0,372.0
BCI-IV-2b,3,official,official[0→1],42,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.0833,0.4583,120,64,84,45.0,404.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.1,pruned,0.2,True,inf,oplb,,0.5,0.75,52,62,166,37.0,156.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.6923,0.8462,52,80,166,34.0,156.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.6923,0.8462,52,72,166,21.0,156.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.1,pruned,0.2,True,inf,oplb,,0.4231,0.7115,52,98,166,68.0,156.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.1923,0.5962,52,68,166,54.0,156.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.1,pruned,0.2,False,inf,oplb,,0.5,0.75,52,62,166,37.0,156.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.6923,0.8462,52,80,166,34.0,156.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.5,0.75,52,72,166,30.0,156.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.1,pruned,0.2,False,inf,oplb,,0.4231,0.7115,52,98,166,68.0,156.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.1923,0.5962,52,68,166,54.0,156.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.7692,0.8846,52,84,146,23.0,156.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,82,146,77.0,159.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.5385,0.7692,52,90,146,35.0,156.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.7308,0.8654,52,70,146,22.0,156.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.1,pruned,0.3,True,inf,oplb,,0.4231,0.7115,52,86,146,21.0,156.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.5769,0.7885,52,84,146,28.0,156.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.1154,0.5577,52,82,146,78.0,160.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.5385,0.7692,52,90,146,36.0,156.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.7308,0.8654,52,70,146,22.0,156.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.1,pruned,0.3,False,inf,oplb,,0.4231,0.7115,52,86,146,21.0,156.0
