dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining
BCI-IV-2b,4,within,within_fold0,0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.5,0.75,52,62,166,48.0,171.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.6923,0.8462,52,80,166,36.0,156.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.5385,0.7692,52,72,166,38.0,158.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.6923,0.8462,52,98,166,56.0,169.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.4615,0.7308,52,68,166,36.0,162.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.5,pruned,0.2,False,inf,oplb,,0.7308,0.8654,52,62,166,52.0,169.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.5,pruned,0.2,False,inf,oplb,,0.6923,0.8462,52,80,166,34.0,156.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.5,pruned,0.2,False,inf,oplb,,0.2308,0.6154,52,72,166,45.0,183.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0385,0.5192,52,98,166,51.0,182.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.5,pruned,0.2,False,inf,oplb,,0.4615,0.7308,52,68,166,34.0,163.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.5385,0.7692,52,84,146,33.0,163.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.6154,0.8077,52,82,146,42.0,164.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.6154,0.8077,52,90,146,36.0,169.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.7308,0.8654,52,70,146,27.0,156.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.6154,0.8077,52,86,146,26.0,158.0
BCI-IV-2b,4,within,within_fold0,0,1.0,0.5,pruned,0.3,False,inf,oplb,,0.6154,0.8077,52,84,146,47.0,187.0
BCI-IV-2b,4,within,within_fold0,1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.6923,0.8462,52,82,146,30.0,167.0
BCI-IV-2b,4,within,within_fold0,2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.5385,0.7692,52,90,146,47.0,177.0
BCI-IV-2b,4,within,within_fold0,3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.6538,0.8269,52,70,146,38.0,169.0
BCI-IV-2b,4,within,within_fold0,42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.4231,0.7115,52,86,146,37.0,163.0
BCI-IV-2b,4,within,within_fold0,0,1.0,1.0,pruned,0.2,True,inf,oplb,,0.7308,0.8654,52,62,166,61.0,184.0
BCI-IV-2b,4,within,within_fold0,1,1.0,1.0,pruned,0.2,True,inf,oplb,,0.3462,0.6731,52,80,166,61.0,202.0
BCI-IV-2b,4,within,within_fold0,2,1.0,1.0,pruned,0.2,True,inf,oplb,,0.5385,0.7692,52,72,166,65.0,198.0
BCI-IV-2b,4,within,within_fold0,3,1.0,1.0,pruned,0.2,True,inf,oplb,,0.2308,0.6154,52,98,166,58.0,210.0
BCI-IV-2b,4,within,within_fold0,42,1.0,1.0,pruned,0.2,True,inf,oplb,,0.5,0.75,52,68,166,58.0,192.0
BCI-IV-2b,4,within,within_fold0,0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6538,0.8269,52,62,166,56.0,196.0
BCI-IV-2b,4,within,within_fold0,1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.5385,0.7692,52,80,166,59.0,202.0
BCI-IV-2b,4,within,within_fold0,2,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6923,0.8462,52,72,166,65.0,187.0
BCI-IV-2b,4,within,within_fold0,3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6923,0.8462,52,98,166,69.0,208.0
BCI-IV-2b,4,within,within_fold0,42,1.0,1.0,pruned,0.2,False,inf,oplb,,0.5,0.75,52,68,166,60.0,190.0
BCI-IV-2b,4,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5769,0.7885,52,84,146,56.0,184.0
BCI-IV-2b,4,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1154,0.4423,52,82,146,62.0,191.0
BCI-IV-2b,4,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0,0.5,52,90,146,64.0,210.0
BCI-IV-2b,4,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2308,0.6154,52,70,146,51.0,186.0
BCI-IV-2b,4,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.4231,0.7115,52,86,146,60.0,206.0
BCI-IV-2b,4,within,within_fold0,0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.5769,0.7885,52,84,146,56.0,186.0
BCI-IV-2b,4,within,within_fold0,1,1.0,1.0,pruned,0.3,False,inf,oplb,,-0.1923,0.4038,52,82,146,48.0,193.0
BCI-IV-2b,4,within,within_fold0,2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1538,0.5769,52,90,146,61.0,210.0
BCI-IV-2b,4,within,within_fold0,3,1.0,1.0,pruned,0.3,False,inf,oplb,,0.2308,0.6154,52,70,146,55.0,188.0
BCI-IV-2b,4,within,within_fold0,42,1.0,1.0,pruned,0.3,False,inf,oplb,,0.6154,0.8077,52,86,146,61.0,203.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.1,pruned,0.2,True,inf,oplb,,0.6714,0.8357,140,66,96,21.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.7143,0.8571,140,96,96,25.0,420.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.5286,0.7643,140,100,96,28.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.1,pruned,0.2,True,inf,oplb,,0.6857,0.8429,140,72,96,22.0,420.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.4143,0.7071,140,90,96,27.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.1,pruned,0.2,False,inf,oplb,,0.6714,0.8357,140,66,96,21.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.7143,0.8571,140,96,96,25.0,420.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.5286,0.7643,140,100,96,28.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.1,pruned,0.2,False,inf,oplb,,0.6857,0.8429,140,72,96,22.0,420.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.4143,0.7071,140,90,96,27.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.6,0.8,140,86,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.5857,0.7929,140,84,84,19.0,420.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.6286,0.8143,140,100,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.5571,0.7786,140,76,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.1,pruned,0.3,True,inf,oplb,,0.5857,0.7929,140,86,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.6,0.8,140,86,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.5857,0.7929,140,84,84,19.0,420.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.6286,0.8143,140,100,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.5571,0.7786,140,76,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.1,pruned,0.3,False,inf,oplb,,0.5857,0.7929,140,86,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.5571,0.7786,140,66,96,27.0,423.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.4143,0.7071,140,96,96,22.0,432.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0714,0.5357,140,100,96,29.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.5714,0.7857,140,72,96,33.0,429.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0,0.5,140,90,96,29.0,428.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.5,pruned,0.2,False,inf,oplb,,0.5571,0.7786,140,66,96,24.0,426.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.5,pruned,0.2,False,inf,oplb,,0.7429,0.8714,140,96,96,24.0,422.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.5,pruned,0.2,False,inf,oplb,,0.0714,0.5357,140,100,96,28.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.5714,0.7857,140,72,96,29.0,428.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0143,0.4929,140,90,96,34.0,433.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.5,0.75,140,86,84,22.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.4714,0.7357,140,84,84,23.0,447.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.7714,0.8857,140,100,84,30.0,426.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.3571,0.6786,140,76,84,29.0,439.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.6429,0.8214,140,86,84,26.0,421.0
BCI-IV-2b,4,official,official[0→1],0,1.0,0.5,pruned,0.3,False,inf,oplb,,0.4143,0.7071,140,86,84,22.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.6429,0.8214,140,84,84,25.0,443.0
BCI-IV-2b,4,official,official[0→1],2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.5714,0.7857,140,100,84,29.0,433.0
BCI-IV-2b,4,official,official[0→1],3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.0571,0.5286,140,76,84,26.0,439.0
BCI-IV-2b,4,official,official[0→1],42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.7,0.85,140,86,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.2,True,inf,oplb,,0.4286,0.7143,140,66,96,37.0,444.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0571,0.4714,140,96,96,41.0,439.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.2,True,inf,oplb,,0.5286,0.7643,140,100,96,50.0,439.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0429,0.4786,140,72,96,48.0,444.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.0143,0.4929,140,90,96,39.0,448.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6714,0.8357,140,66,96,40.0,446.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.4286,0.7143,140,96,96,41.0,435.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.2,False,inf,oplb,,-0.0429,0.4786,140,100,96,46.0,438.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6286,0.8143,140,72,96,43.0,436.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.2,False,inf,oplb,,-0.0143,0.4929,140,90,96,39.0,447.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0286,0.4857,140,86,84,36.0,432.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5,0.75,140,84,84,36.0,442.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5714,0.7857,140,100,84,37.0,431.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1143,0.5571,140,76,84,33.0,441.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0714,0.5357,140,86,84,32.0,441.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.4286,0.7143,140,86,84,40.0,426.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,False,inf,oplb,,0.0857,0.5429,140,84,84,29.0,439.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.6286,0.8143,140,100,84,33.0,432.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,False,inf,oplb,,0.5571,0.7786,140,76,84,34.0,441.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,False,inf,oplb,,0.7286,0.8643,140,86,84,33.0,442.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.1,pruned,0.2,True,inf,oplb,,0.3462,0.6731,52,96,166,48.0,156.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.4231,0.7115,52,86,166,64.0,156.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.2692,0.6346,52,40,166,60.0,156.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.1,pruned,0.2,True,inf,oplb,,0.3846,0.6923,52,84,166,55.0,156.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.1154,0.5577,52,82,166,44.0,156.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.1,pruned,0.2,False,inf,oplb,,0.3462,0.6731,52,96,166,48.0,156.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.2308,0.6154,52,86,166,59.0,156.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.2692,0.6346,52,40,166,60.0,156.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.1,pruned,0.2,False,inf,oplb,,0.3846,0.6923,52,84,166,55.0,156.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.1154,0.5577,52,82,166,44.0,156.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,100,146,37.0,160.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.4231,0.7115,52,100,146,45.0,156.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.2692,0.6346,52,74,146,52.0,166.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.3846,0.6923,52,100,146,53.0,156.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,68,146,50.0,156.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.1154,0.5577,52,100,146,39.0,164.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.4231,0.7115,52,100,146,45.0,156.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.2692,0.6346,52,74,146,52.0,168.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.4615,0.7308,52,100,146,49.0,156.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.1,pruned,0.3,False,inf,oplb,,0.1154,0.5577,52,68,146,50.0,156.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.2692,0.6346,52,96,166,54.0,209.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.1538,0.5769,52,86,166,62.0,186.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.2692,0.6346,52,40,166,67.0,186.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.6154,0.8077,52,84,166,62.0,175.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0769,0.5385,52,82,166,65.0,197.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.5,pruned,0.2,False,inf,oplb,,0.3462,0.6731,52,96,166,63.0,209.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0385,0.4808,52,86,166,65.0,199.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.5,pruned,0.2,False,inf,oplb,,0.2692,0.6346,52,40,166,69.0,197.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0385,0.4808,52,84,166,65.0,182.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.5,pruned,0.2,False,inf,oplb,,0.3846,0.6923,52,82,166,60.0,181.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.4231,0.7115,52,100,146,42.0,167.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,100,146,50.0,191.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.4231,0.7115,52,74,146,64.0,178.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.5,pruned,0.3,True,inf,oplb,,0.2308,0.6154,52,100,146,51.0,177.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,68,146,57.0,193.0
BCI-IV-2b,5,within,within_fold0,0,1.0,0.5,pruned,0.3,False,inf,oplb,,0.3462,0.6731,52,100,146,40.0,182.0
BCI-IV-2b,5,within,within_fold0,1,1.0,0.5,pruned,0.3,False,inf,oplb,,0.3077,0.6538,52,100,146,44.0,165.0
BCI-IV-2b,5,within,within_fold0,2,1.0,0.5,pruned,0.3,False,inf,oplb,,0.5,0.75,52,74,146,54.0,179.0
BCI-IV-2b,5,within,within_fold0,3,1.0,0.5,pruned,0.3,False,inf,oplb,,0.1538,0.5769,52,100,146,43.0,181.0
BCI-IV-2b,5,within,within_fold0,42,1.0,0.5,pruned,0.3,False,inf,oplb,,0.1923,0.5962,52,68,146,63.0,220.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.1154,0.4423,52,96,166,65.0,221.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.2,True,inf,oplb,,0.2692,0.6346,52,86,166,67.0,208.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.2,True,inf,oplb,,0.3077,0.6538,52,40,166,63.0,173.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.2,True,inf,oplb,,-0.1923,0.4038,52,84,166,81.0,190.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.2,True,inf,oplb,,0.3846,0.6923,52,82,166,74.0,201.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.2,False,inf,oplb,,0.3077,0.6538,52,96,166,51.0,218.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.2,False,inf,oplb,,0.1923,0.5962,52,86,166,70.0,207.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.2,False,inf,oplb,,0.6538,0.8269,52,40,166,66.0,179.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.2,False,inf,oplb,,0.0,0.5,52,84,166,82.0,189.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.2,False,inf,oplb,,0.3846,0.6923,52,82,166,68.0,217.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1154,0.4423,52,100,146,66.0,197.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2692,0.6346,52,100,146,79.0,200.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.3846,0.6923,52,74,146,71.0,195.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,100,146,60.0,202.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0769,0.5385,52,68,146,61.0,202.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1538,0.5769,52,100,146,56.0,203.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,False,inf,oplb,,0.1923,0.5962,52,100,146,69.0,189.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,False,inf,oplb,,0.3846,0.6923,52,74,146,59.0,198.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,False,inf,oplb,,0.4615,0.7308,52,100,146,58.0,186.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,False,inf,oplb,,0.2692,0.6346,52,68,146,70.0,207.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.1,pruned,0.2,True,inf,oplb,,0.4429,0.7214,140,90,96,37.0,422.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.1,pruned,0.2,True,inf,oplb,,0.2286,0.6143,140,100,96,35.0,420.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.1,pruned,0.2,True,inf,oplb,,0.0571,0.5286,140,38,96,43.0,425.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.1,pruned,0.2,True,inf,oplb,,0.0571,0.5286,140,72,96,55.0,515.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.1,pruned,0.2,True,inf,oplb,,0.3143,0.6571,140,72,96,35.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.1,pruned,0.2,False,inf,oplb,,0.4429,0.7214,140,90,96,37.0,422.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.1,pruned,0.2,False,inf,oplb,,0.2286,0.6143,140,100,96,35.0,420.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.1,pruned,0.2,False,inf,oplb,,0.0571,0.5286,140,38,96,43.0,425.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.1,pruned,0.2,False,inf,oplb,,0.0571,0.5286,140,72,96,55.0,515.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.1,pruned,0.2,False,inf,oplb,,0.3143,0.6571,140,72,96,35.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.1,pruned,0.3,True,inf,oplb,,0.2857,0.6429,140,100,84,30.0,428.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.1,pruned,0.3,True,inf,oplb,,0.3571,0.6786,140,84,84,25.0,423.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.1,pruned,0.3,True,inf,oplb,,0.2571,0.6286,140,46,84,35.0,420.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.1,pruned,0.3,True,inf,oplb,,0.1429,0.5714,140,76,84,36.0,504.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.1,pruned,0.3,True,inf,oplb,,0.3429,0.6714,140,70,84,28.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.1,pruned,0.3,False,inf,oplb,,0.3143,0.6571,140,100,84,35.0,427.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.1,pruned,0.3,False,inf,oplb,,0.3571,0.6786,140,84,84,27.0,427.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.1,pruned,0.3,False,inf,oplb,,0.2571,0.6286,140,46,84,30.0,420.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.1,pruned,0.3,False,inf,oplb,,0.1429,0.5714,140,76,84,36.0,504.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.1,pruned,0.3,False,inf,oplb,,0.3429,0.6714,140,70,84,28.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.5,pruned,0.2,True,inf,oplb,,0.2429,0.6214,140,90,96,48.0,457.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.5,pruned,0.2,True,inf,oplb,,0.2286,0.6143,140,100,96,35.0,420.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.5,pruned,0.2,True,inf,oplb,,0.3143,0.6571,140,38,96,44.0,423.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.5,pruned,0.2,True,inf,oplb,,0.3,0.65,140,72,96,36.0,439.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.5,pruned,0.2,True,inf,oplb,,0.0429,0.5214,140,72,96,46.0,475.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.5,pruned,0.2,False,inf,oplb,,0.2429,0.6214,140,90,96,40.0,450.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.5,pruned,0.2,False,inf,oplb,,0.2286,0.6143,140,100,96,37.0,425.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.5,pruned,0.2,False,inf,oplb,,0.2857,0.6429,140,38,96,52.0,426.0
BCI-IV-2b,5,official,official[0→1],3,1.0,0.5,pruned,0.2,False,inf,oplb,,0.3,0.65,140,72,96,39.0,440.0
BCI-IV-2b,5,official,official[0→1],42,1.0,0.5,pruned,0.2,False,inf,oplb,,-0.0143,0.4929,140,72,96,45.0,462.0
BCI-IV-2b,5,official,official[0→1],0,1.0,0.5,pruned,0.3,True,inf,oplb,,0.0857,0.5429,140,100,84,26.0,434.0
BCI-IV-2b,5,official,official[0→1],1,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1429,0.5714,140,84,84,32.0,445.0
BCI-IV-2b,5,official,official[0→1],2,1.0,0.5,pruned,0.3,True,inf,oplb,,0.1429,0.5714,140,46,84,37.0,427.0
