dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,5,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.475230513716282,0.7379679144385026,187,100,521,102.0,
WAUC,5,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.5289672544080604,0.7647058823529411,187,100,521,110.0,
WAUC,5,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.6046059774844277,0.8021390374331551,187,100,521,100.0,
WAUC,5,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.6046059774844277,0.8021390374331551,187,100,521,118.0,
WAUC,5,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.6044703595724004,0.8021390374331551,187,100,521,112.0,
WAUC,5,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.5085133127642555,0.7540106951871658,187,100,521,119.0,
WAUC,5,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.5396461899582069,0.7700534759358288,187,100,521,127.0,
WAUC,5,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.5717393793656247,0.786096256684492,187,100,521,99.0,
WAUC,5,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.6040176271962456,0.8021390374331551,187,100,521,107.0,
WAUC,5,within,within_fold0,2,0.5,0.3,100,inf,4,False,4.0,workload,0.6040176271962456,0.8021390374331551,187,100,521,119.0,
WAUC,5,within,within_fold0,3,0.5,0.3,inf,inf,4,False,4.0,workload,0.5290211791642816,0.7647058823529411,187,100,521,119.0,
WAUC,5,within,within_fold0,3,0.5,0.3,25,inf,4,False,4.0,workload,0.48614609571788414,0.7433155080213903,187,100,521,101.0,
WAUC,5,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.4540614803365963,0.7272727272727273,187,100,521,110.0,
