dataset,feature_family,classifier,subject,protocol,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
STEW,bandpower,random_forest,26,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,26,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,26,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,26,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,26,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,26,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,26,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,26,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,26,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,26,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,svm,26,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,decision_tree,26,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,random_forest,26,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,lda,26,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,svm,26,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,26,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,random_forest,26,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,lda,27,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,27,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,27,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,27,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,27,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,27,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,27,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,27,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,27,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,27,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,27,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,27,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,27,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,27,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,27,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,27,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,27,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,27,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,27,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,27,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,27,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,svm,27,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,27,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,27,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,27,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,27,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,27,within,3,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,27,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,27,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,27,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,27,within,3,42,0.736842105263158,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,27,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,27,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,svm,27,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,decision_tree,27,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,random_forest,27,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,lda,27,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,svm,27,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,27,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,random_forest,27,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,lda,28,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,28,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,28,within,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,28,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,28,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,28,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,28,within,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,28,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,28,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,28,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,28,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,28,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,lda,28,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,28,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,28,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,28,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,28,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,28,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,28,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,28,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,28,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,28,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,28,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,28,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,28,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,28,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,28,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,28,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,28,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,28,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,28,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,28,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,28,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,svm,28,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,decision_tree,28,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,random_forest,28,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,lda,28,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,svm,28,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,28,within,4,42,0.5714285714285714,0.7857142857142857,60,14,14,
STEW,bandpower,random_forest,28,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
STEW,fbcsp,lda,29,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,29,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,29,within,0,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,29,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,29,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,29,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,29,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,29,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,29,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,29,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,29,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,29,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,29,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,29,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,29,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,29,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,29,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,29,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,29,within,2,42,0.4736842105263158,0.7333333333333333,59,15,14,
STEW,fbcsp,random_forest,29,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,29,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,29,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,29,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,29,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,29,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,29,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,29,within,3,42,0.6017699115044248,0.8,59,15,14,
STEW,fbcsp,random_forest,29,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,29,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,svm,29,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,29,within,3,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,29,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,svm,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,decision_tree,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,random_forest,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,lda,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,svm,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,decision_tree,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,random_forest,29,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,lda,30,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,30,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,30,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,30,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,30,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,30,within,0,42,0.5871559633027523,0.8,59,15,14,
STEW,bandpower,decision_tree,30,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,30,within,0,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,fbcsp,lda,30,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,30,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,30,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,30,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,30,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,30,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,30,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,30,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,30,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,30,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,30,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,30,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,30,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,30,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,30,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,30,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,30,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,30,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,30,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,30,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,30,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,30,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,30,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,30,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,30,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,svm,30,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,decision_tree,30,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,random_forest,30,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,lda,30,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,svm,30,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,30,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,random_forest,30,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,lda,31,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,31,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,31,within,0,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,31,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,31,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,31,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,31,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,31,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,lda,31,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,31,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,31,within,1,42,0.6086956521739131,0.8,59,15,14,
STEW,fbcsp,random_forest,31,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,lda,31,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,31,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,31,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,31,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,31,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,31,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,31,within,2,42,0.736842105263158,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,31,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,31,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,31,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,31,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,31,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,31,within,3,42,0.736842105263158,0.8666666666666667,59,15,14,
STEW,fbcsp,svm,31,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,31,within,3,42,0.6017699115044248,0.8,59,15,14,
STEW,fbcsp,random_forest,31,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,31,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,31,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,31,within,3,42,0.736842105263158,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,31,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,31,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,svm,31,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,decision_tree,31,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,random_forest,31,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,lda,31,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,svm,31,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,31,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,random_forest,31,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,lda,32,within,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,32,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,decision_tree,32,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,32,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,32,within,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,svm,32,within,0,42,0.6086956521739131,0.8,59,15,14,
STEW,bandpower,decision_tree,32,within,0,42,0.736842105263158,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,32,within,0,42,0.6086956521739131,0.8,59,15,14,
STEW,fbcsp,lda,32,within,1,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,fbcsp,svm,32,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,decision_tree,32,within,1,42,0.5871559633027523,0.8,59,15,14,
STEW,fbcsp,random_forest,32,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,lda,32,within,1,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,svm,32,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,decision_tree,32,within,1,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,random_forest,32,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,32,within,2,42,0.6086956521739131,0.8,59,15,14,
STEW,fbcsp,svm,32,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,32,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,32,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,lda,32,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,svm,32,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,32,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,32,within,2,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,32,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,32,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,32,within,3,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,32,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,32,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,svm,32,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,32,within,3,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,32,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,32,within,4,42,0.4285714285714286,0.7142857142857143,60,14,14,
STEW,fbcsp,svm,32,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
STEW,fbcsp,decision_tree,32,within,4,42,0.4285714285714286,0.7142857142857143,60,14,14,
STEW,fbcsp,random_forest,32,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
STEW,bandpower,lda,32,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,svm,32,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,32,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,random_forest,32,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,lda,33,within,0,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,fbcsp,svm,33,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,33,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,33,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,33,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,33,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,33,within,0,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,33,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,33,within,1,42,0.5871559633027523,0.8,59,15,14,
STEW,fbcsp,svm,33,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,decision_tree,33,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,33,within,1,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,lda,33,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,33,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,33,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,33,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,33,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,33,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,33,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,random_forest,33,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,lda,33,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,33,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,33,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,33,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,33,within,3,42,0.4642857142857143,0.7333333333333333,59,15,14,
STEW,fbcsp,svm,33,within,3,42,0.5871559633027523,0.8,59,15,14,
STEW,fbcsp,decision_tree,33,within,3,42,0.5871559633027523,0.8,59,15,14,
STEW,fbcsp,random_forest,33,within,3,42,0.5871559633027523,0.8,59,15,14,
STEW,bandpower,lda,33,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,33,within,3,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,33,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,random_forest,33,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,33,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,svm,33,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,decision_tree,33,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
STEW,fbcsp,random_forest,33,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,lda,33,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,svm,33,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,decision_tree,33,within,4,42,1.0,1.0,60,14,14,
STEW,bandpower,random_forest,33,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,lda,34,within,0,42,0.6017699115044248,0.8,59,15,14,
STEW,fbcsp,svm,34,within,0,42,0.6017699115044248,0.8,59,15,14,
STEW,fbcsp,decision_tree,34,within,0,42,0.22413793103448265,0.6,59,15,14,
STEW,fbcsp,random_forest,34,within,0,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,lda,34,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,svm,34,within,0,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,decision_tree,34,within,0,42,0.4545454545454546,0.7333333333333333,59,15,14,
STEW,bandpower,random_forest,34,within,0,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,34,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,svm,34,within,1,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,34,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,random_forest,34,within,1,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,bandpower,lda,34,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,34,within,1,42,1.0,1.0,59,15,14,
STEW,bandpower,decision_tree,34,within,1,42,0.5945945945945946,0.8,59,15,14,
STEW,bandpower,random_forest,34,within,1,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,34,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,34,within,2,42,1.0,1.0,59,15,14,
STEW,fbcsp,decision_tree,34,within,2,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,fbcsp,random_forest,34,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,lda,34,within,2,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,34,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,bandpower,decision_tree,34,within,2,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,34,within,2,42,0.8648648648648649,0.9333333333333333,59,15,14,
STEW,fbcsp,lda,34,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,svm,34,within,3,42,0.8672566371681416,0.9333333333333333,59,15,14,
STEW,fbcsp,decision_tree,34,within,3,42,0.4736842105263158,0.7333333333333333,59,15,14,
STEW,fbcsp,random_forest,34,within,3,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,bandpower,lda,34,within,3,42,1.0,1.0,59,15,14,
STEW,bandpower,svm,34,within,3,42,0.7321428571428572,0.8666666666666667,59,15,14,
STEW,bandpower,decision_tree,34,within,3,42,0.7272727272727273,0.8666666666666667,59,15,14,
STEW,bandpower,random_forest,34,within,3,42,1.0,1.0,59,15,14,
STEW,fbcsp,lda,34,within,4,42,1.0,1.0,60,14,14,
STEW,fbcsp,svm,34,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,fbcsp,decision_tree,34,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
STEW,fbcsp,random_forest,34,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,lda,34,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,svm,34,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,decision_tree,34,within,4,42,0.8571428571428572,0.9285714285714286,60,14,14,
STEW,bandpower,random_forest,34,within,4,42,0.7142857142857143,0.8571428571428571,60,14,14,
