dataset,feature_family,classifier,subject,protocol,fold,seed,kappa,accuracy,n_train,n_test,n_channels,error
WAUC,bandpower,random_forest,20,within,1,42,0.806384455239417,0.9032258064516129,741,186,8,
WAUC,fbcsp,lda,20,within,2,42,0.567908443302581,0.7837837837837838,742,185,8,
WAUC,fbcsp,svm,20,within,2,42,0.8594964070806801,0.9297297297297298,742,185,8,
WAUC,fbcsp,decision_tree,20,within,2,42,0.6647179187372113,0.8324324324324325,742,185,8,
WAUC,fbcsp,random_forest,20,within,2,42,0.837880469708477,0.918918918918919,742,185,8,
WAUC,bandpower,lda,20,within,2,42,0.63220675944334,0.8162162162162162,742,185,8,
WAUC,bandpower,svm,20,within,2,42,0.7838027346032488,0.8918918918918919,742,185,8,
WAUC,bandpower,decision_tree,20,within,2,42,0.5890811316343232,0.7945945945945946,742,185,8,
WAUC,bandpower,random_forest,20,within,2,42,0.7515038252642644,0.8756756756756757,742,185,8,
WAUC,fbcsp,lda,20,within,3,42,0.6968987712112347,0.8486486486486486,742,185,8,
WAUC,fbcsp,svm,20,within,3,42,0.8486088379705401,0.9243243243243243,742,185,8,
WAUC,fbcsp,decision_tree,20,within,3,42,0.6758177570093458,0.8378378378378378,742,185,8,
WAUC,fbcsp,random_forest,20,within,3,42,0.8487149532710281,0.9243243243243243,742,185,8,
WAUC,bandpower,lda,20,within,3,42,0.6863490207541654,0.8432432432432433,742,185,8,
WAUC,bandpower,svm,20,within,3,42,0.7080825200163637,0.8540540540540541,742,185,8,
WAUC,bandpower,decision_tree,20,within,3,42,0.6862389613427686,0.8432432432432433,742,185,8,
WAUC,bandpower,random_forest,20,within,3,42,0.7837269113864859,0.8918918918918919,742,185,8,
WAUC,fbcsp,lda,20,within,4,42,0.7080483955812731,0.8540540540540541,742,185,8,
WAUC,fbcsp,svm,20,within,4,42,0.8810845556010051,0.9405405405405406,742,185,8,
WAUC,fbcsp,decision_tree,20,within,4,42,0.7187792329279701,0.8594594594594595,742,185,8,
WAUC,fbcsp,random_forest,20,within,4,42,0.8702816407619492,0.9351351351351351,742,185,8,
WAUC,bandpower,lda,20,within,4,42,0.5999181717224853,0.8,742,185,8,
WAUC,bandpower,svm,20,within,4,42,0.7729796061473734,0.8864864864864865,742,185,8,
WAUC,bandpower,decision_tree,20,within,4,42,0.6541247955129703,0.827027027027027,742,185,8,
WAUC,bandpower,random_forest,20,within,4,42,0.8486795980369245,0.9243243243243243,742,185,8,
WAUC,fbcsp,lda,21,within,0,42,0.6751346288925311,0.8378378378378378,740,185,8,
WAUC,fbcsp,svm,21,within,0,42,0.7615141216453768,0.8810810810810811,740,185,8,
WAUC,fbcsp,decision_tree,21,within,0,42,0.7724743777452415,0.8864864864864865,740,185,8,
WAUC,fbcsp,random_forest,21,within,0,42,0.728945671921702,0.8648648648648649,740,185,8,
WAUC,bandpower,lda,21,within,0,42,0.674563152339627,0.8378378378378378,740,185,8,
WAUC,bandpower,svm,21,within,0,42,0.7941434846266471,0.8972972972972973,740,185,8,
WAUC,bandpower,decision_tree,21,within,0,42,0.7834991222937391,0.8918918918918919,740,185,8,
WAUC,bandpower,random_forest,21,within,0,42,0.8592002810139922,0.9297297297297298,740,185,8,
WAUC,fbcsp,lda,21,within,1,42,0.7622663551401869,0.8810810810810811,740,185,8,
WAUC,fbcsp,svm,21,within,1,42,0.8594799883143441,0.9297297297297298,740,185,8,
WAUC,fbcsp,decision_tree,21,within,1,42,0.6975005839757067,0.8486486486486486,740,185,8,
WAUC,fbcsp,random_forest,21,within,1,42,0.8271229996495737,0.9135135135135135,740,185,8,
WAUC,bandpower,lda,21,within,1,42,0.697359196073849,0.8486486486486486,740,185,8,
WAUC,bandpower,svm,21,within,1,42,0.8594799883143441,0.9297297297297298,740,185,8,
WAUC,bandpower,decision_tree,21,within,1,42,0.7729530711238385,0.8864864864864865,740,185,8,
WAUC,bandpower,random_forest,21,within,1,42,0.8811123444528831,0.9405405405405406,740,185,8,
WAUC,fbcsp,lda,21,within,2,42,0.762210796915167,0.8810810810810811,740,185,8,
WAUC,fbcsp,svm,21,within,2,42,0.8054451974760458,0.9027027027027027,740,185,8,
WAUC,fbcsp,decision_tree,21,within,2,42,0.6757798808271994,0.8378378378378378,740,185,8,
WAUC,fbcsp,random_forest,21,within,2,42,0.837880469708477,0.918918918918919,740,185,8,
WAUC,bandpower,lda,21,within,2,42,0.7188778492109877,0.8594594594594595,740,185,8,
WAUC,bandpower,svm,21,within,2,42,0.8919013673016244,0.9459459459459459,740,185,8,
WAUC,bandpower,decision_tree,21,within,2,42,0.7190092300502395,0.8594594594594595,740,185,8,
WAUC,bandpower,random_forest,21,within,2,42,0.8702816407619492,0.9351351351351351,740,185,8,
WAUC,fbcsp,lda,21,within,3,42,0.7621274108708358,0.8810810810810811,740,185,8,
WAUC,fbcsp,svm,21,within,3,42,0.7404115996258185,0.8702702702702703,740,185,8,
WAUC,fbcsp,decision_tree,21,within,3,42,0.6648354859447139,0.8324324324324325,740,185,8,
WAUC,fbcsp,random_forest,21,within,3,42,0.7729530711238385,0.8864864864864865,740,185,8,
WAUC,bandpower,lda,21,within,3,42,0.6648354859447139,0.8324324324324325,740,185,8,
WAUC,bandpower,svm,21,within,3,42,0.7838027346032488,0.8918918918918919,740,185,8,
WAUC,bandpower,decision_tree,21,within,3,42,0.7188778492109877,0.8594594594594595,740,185,8,
WAUC,bandpower,random_forest,21,within,3,42,0.7838279971956065,0.8918918918918919,740,185,8,
WAUC,fbcsp,lda,21,within,4,42,0.7297376263659207,0.8648648648648649,740,185,8,
WAUC,fbcsp,svm,21,within,4,42,0.7513004851247882,0.8756756756756757,740,185,8,
WAUC,fbcsp,decision_tree,21,within,4,42,0.6216326769122889,0.8108108108108109,740,185,8,
WAUC,fbcsp,random_forest,21,within,4,42,0.7188778492109877,0.8594594594594595,740,185,8,
WAUC,bandpower,lda,21,within,4,42,0.654043945769051,0.827027027027027,740,185,8,
WAUC,bandpower,svm,21,within,4,42,0.7297376263659207,0.8648648648648649,740,185,8,
WAUC,bandpower,decision_tree,21,within,4,42,0.7189107059373538,0.8594594594594595,740,185,8,
WAUC,bandpower,random_forest,21,within,4,42,0.7405632815238985,0.8702702702702703,740,185,8,
WAUC,fbcsp,lda,22,within,0,42,0.901618780240129,0.9508196721311475,728,183,8,
WAUC,fbcsp,svm,22,within,0,42,0.9234721309516698,0.9617486338797814,728,183,8,
WAUC,fbcsp,decision_tree,22,within,0,42,0.8032963095664636,0.9016393442622951,728,183,8,
WAUC,fbcsp,random_forest,22,within,0,42,0.9562776251343925,0.9781420765027322,728,183,8,
WAUC,bandpower,lda,22,within,0,42,0.6393550313526426,0.819672131147541,728,183,8,
WAUC,bandpower,svm,22,within,0,42,0.9453437668000717,0.9726775956284153,728,183,8,
WAUC,bandpower,decision_tree,22,within,0,42,0.8797850104508809,0.9398907103825137,728,183,8,
WAUC,bandpower,random_forest,22,within,0,42,0.9344242713807931,0.9672131147540983,728,183,8,
WAUC,fbcsp,lda,22,within,1,42,0.8461538461538461,0.9230769230769231,729,182,8,
WAUC,fbcsp,svm,22,within,1,42,0.8791208791208791,0.9395604395604396,729,182,8,
WAUC,fbcsp,decision_tree,22,within,1,42,0.8461538461538461,0.9230769230769231,729,182,8,
WAUC,fbcsp,random_forest,22,within,1,42,0.9120879120879121,0.9560439560439561,729,182,8,
WAUC,bandpower,lda,22,within,1,42,0.6923076923076923,0.8461538461538461,729,182,8,
WAUC,bandpower,svm,22,within,1,42,0.9340659340659341,0.967032967032967,729,182,8,
WAUC,bandpower,decision_tree,22,within,1,42,0.8131868131868132,0.9065934065934066,729,182,8,
WAUC,bandpower,random_forest,22,within,1,42,0.967032967032967,0.9835164835164835,729,182,8,
WAUC,fbcsp,lda,22,within,2,42,0.8571428571428572,0.9285714285714286,729,182,8,
WAUC,fbcsp,svm,22,within,2,42,0.945054945054945,0.9725274725274725,729,182,8,
WAUC,fbcsp,decision_tree,22,within,2,42,0.7912087912087912,0.8956043956043956,729,182,8,
WAUC,fbcsp,random_forest,22,within,2,42,0.945054945054945,0.9725274725274725,729,182,8,
WAUC,bandpower,lda,22,within,2,42,0.6703296703296704,0.8351648351648352,729,182,8,
WAUC,bandpower,svm,22,within,2,42,0.9230769230769231,0.9615384615384616,729,182,8,
WAUC,bandpower,decision_tree,22,within,2,42,0.9010989010989011,0.9505494505494505,729,182,8,
WAUC,bandpower,random_forest,22,within,2,42,0.9230769230769231,0.9615384615384616,729,182,8,
WAUC,fbcsp,lda,22,within,3,42,0.8350851757883291,0.9175824175824175,729,182,8,
WAUC,fbcsp,svm,22,within,3,42,0.9340420391398888,0.967032967032967,729,182,8,
WAUC,fbcsp,decision_tree,22,within,3,42,0.8352046360014488,0.9175824175824175,729,182,8,
WAUC,fbcsp,random_forest,22,within,3,42,0.9340579710144927,0.967032967032967,729,182,8,
WAUC,bandpower,lda,22,within,3,42,0.6701304978250362,0.8351648351648352,729,182,8,
WAUC,bandpower,svm,22,within,3,42,0.9450416716994806,0.9725274725274725,729,182,8,
WAUC,bandpower,decision_tree,22,within,3,42,0.8024125452352231,0.9010989010989011,729,182,8,
WAUC,bandpower,random_forest,22,within,3,42,0.9230769230769231,0.9615384615384616,729,182,8,
WAUC,fbcsp,lda,22,within,4,42,0.8571428571428572,0.9285714285714286,729,182,8,
WAUC,fbcsp,svm,22,within,4,42,0.989010989010989,0.9945054945054945,729,182,8,
WAUC,fbcsp,decision_tree,22,within,4,42,0.8460980913264073,0.9230769230769231,729,182,8,
WAUC,fbcsp,random_forest,22,within,4,42,0.945054945054945,0.9725274725274725,729,182,8,
WAUC,bandpower,lda,22,within,4,42,0.7139748549323017,0.8571428571428571,729,182,8,
WAUC,bandpower,svm,22,within,4,42,0.967032967032967,0.9835164835164835,729,182,8,
WAUC,bandpower,decision_tree,22,within,4,42,0.8022694350555287,0.9010989010989011,729,182,8,
WAUC,bandpower,random_forest,22,within,4,42,0.9780193236714976,0.989010989010989,729,182,8,
WAUC,fbcsp,lda,24,within,0,42,0.47009995908107793,0.7351351351351352,737,185,8,
WAUC,fbcsp,svm,24,within,0,42,0.5136982300368012,0.7567567567567568,737,185,8,
WAUC,fbcsp,decision_tree,24,within,0,42,0.2971535449178795,0.6486486486486487,737,185,8,
WAUC,fbcsp,random_forest,24,within,0,42,0.610981308411215,0.8054054054054054,737,185,8,
WAUC,bandpower,lda,24,within,0,42,0.47016190309193995,0.7351351351351352,737,185,8,
WAUC,bandpower,svm,24,within,0,42,0.41667639845848425,0.7081081081081081,737,185,8,
WAUC,bandpower,decision_tree,24,within,0,42,0.4487935970088216,0.7243243243243244,737,185,8,
WAUC,bandpower,random_forest,24,within,0,42,0.5350943837297645,0.7675675675675676,737,185,8,
WAUC,fbcsp,lda,24,within,1,42,0.4154476301930954,0.7081081081081081,737,185,8,
WAUC,fbcsp,svm,24,within,1,42,0.4913122330778681,0.745945945945946,737,185,8,
WAUC,fbcsp,decision_tree,24,within,1,42,0.32955342529810616,0.6648648648648648,737,185,8,
WAUC,fbcsp,random_forest,24,within,1,42,0.4913717461245978,0.745945945945946,737,185,8,
WAUC,bandpower,lda,24,within,1,42,0.45900105275470815,0.7297297297297297,737,185,8,
WAUC,bandpower,svm,24,within,1,42,0.5021645021645023,0.7513513513513513,737,185,8,
WAUC,bandpower,decision_tree,24,within,1,42,0.30824959102594063,0.654054054054054,737,185,8,
WAUC,bandpower,random_forest,24,within,1,42,0.49160965912413024,0.745945945945946,737,185,8,
WAUC,fbcsp,lda,24,within,2,42,0.40217391304347827,0.7010869565217391,738,184,8,
WAUC,fbcsp,svm,24,within,2,42,0.5652173913043479,0.782608695652174,738,184,8,
WAUC,fbcsp,decision_tree,24,within,2,42,0.3913043478260869,0.6956521739130435,738,184,8,
WAUC,fbcsp,random_forest,24,within,2,42,0.5869565217391304,0.7934782608695652,738,184,8,
WAUC,bandpower,lda,24,within,2,42,0.42391304347826086,0.7119565217391305,738,184,8,
WAUC,bandpower,svm,24,within,2,42,0.3913043478260869,0.6956521739130435,738,184,8,
WAUC,bandpower,decision_tree,24,within,2,42,0.3695652173913043,0.6847826086956522,738,184,8,
WAUC,bandpower,random_forest,24,within,2,42,0.5978260869565217,0.7989130434782609,738,184,8,
WAUC,fbcsp,lda,24,within,3,42,0.4130434782608695,0.7065217391304348,738,184,8,
WAUC,fbcsp,svm,24,within,3,42,0.5978260869565217,0.7989130434782609,738,184,8,
WAUC,fbcsp,decision_tree,24,within,3,42,0.5652173913043479,0.782608695652174,738,184,8,
WAUC,fbcsp,random_forest,24,within,3,42,0.6195652173913043,0.8097826086956522,738,184,8,
WAUC,bandpower,lda,24,within,3,42,0.48913043478260865,0.7445652173913043,738,184,8,
WAUC,bandpower,svm,24,within,3,42,0.5434782608695652,0.7717391304347826,738,184,8,
WAUC,bandpower,decision_tree,24,within,3,42,0.4565217391304348,0.7282608695652174,738,184,8,
WAUC,bandpower,random_forest,24,within,3,42,0.5543478260869565,0.7771739130434783,738,184,8,
WAUC,fbcsp,lda,24,within,4,42,0.46739130434782605,0.7336956521739131,738,184,8,
WAUC,fbcsp,svm,24,within,4,42,0.5543478260869565,0.7771739130434783,738,184,8,
WAUC,fbcsp,decision_tree,24,within,4,42,0.3804347826086957,0.6902173913043478,738,184,8,
WAUC,fbcsp,random_forest,24,within,4,42,0.5543478260869565,0.7771739130434783,738,184,8,
WAUC,bandpower,lda,24,within,4,42,0.5108695652173914,0.7554347826086957,738,184,8,
WAUC,bandpower,svm,24,within,4,42,0.3695652173913043,0.6847826086956522,738,184,8,
WAUC,bandpower,decision_tree,24,within,4,42,0.25,0.625,738,184,8,
WAUC,bandpower,random_forest,24,within,4,42,0.4130434782608695,0.7065217391304348,738,184,8,
WAUC,fbcsp,lda,25,within,0,42,0.6451612903225806,0.8225806451612904,743,186,8,
WAUC,fbcsp,svm,25,within,0,42,0.7311827956989247,0.8655913978494624,743,186,8,
WAUC,fbcsp,decision_tree,25,within,0,42,0.5161290322580645,0.7580645161290323,743,186,8,
WAUC,fbcsp,random_forest,25,within,0,42,0.7096774193548387,0.8548387096774194,743,186,8,
WAUC,bandpower,lda,25,within,0,42,0.5268817204301075,0.7634408602150538,743,186,8,
WAUC,bandpower,svm,25,within,0,42,0.7419354838709677,0.8709677419354839,743,186,8,
WAUC,bandpower,decision_tree,25,within,0,42,0.5806451612903225,0.7903225806451613,743,186,8,
WAUC,bandpower,random_forest,25,within,0,42,0.7204301075268817,0.8602150537634409,743,186,8,
WAUC,fbcsp,lda,25,within,1,42,0.5698924731182795,0.7849462365591398,743,186,8,
WAUC,fbcsp,svm,25,within,1,42,0.7634408602150538,0.8817204301075269,743,186,8,
WAUC,fbcsp,decision_tree,25,within,1,42,0.5483870967741935,0.7741935483870968,743,186,8,
WAUC,fbcsp,random_forest,25,within,1,42,0.7526881720430108,0.8763440860215054,743,186,8,
WAUC,bandpower,lda,25,within,1,42,0.5268817204301075,0.7634408602150538,743,186,8,
WAUC,bandpower,svm,25,within,1,42,0.6881720430107527,0.8440860215053764,743,186,8,
WAUC,bandpower,decision_tree,25,within,1,42,0.4623655913978495,0.7311827956989247,743,186,8,
WAUC,bandpower,random_forest,25,within,1,42,0.6559139784946236,0.8279569892473119,743,186,8,
WAUC,fbcsp,lda,25,within,2,42,0.6236559139784946,0.8118279569892473,743,186,8,
WAUC,fbcsp,svm,25,within,2,42,0.7741935483870968,0.8870967741935484,743,186,8,
WAUC,fbcsp,decision_tree,25,within,2,42,0.5483870967741935,0.7741935483870968,743,186,8,
WAUC,fbcsp,random_forest,25,within,2,42,0.7634408602150538,0.8817204301075269,743,186,8,
WAUC,bandpower,lda,25,within,2,42,0.6236559139784946,0.8118279569892473,743,186,8,
WAUC,bandpower,svm,25,within,2,42,0.6666666666666667,0.8333333333333334,743,186,8,
WAUC,bandpower,decision_tree,25,within,2,42,0.4193548387096774,0.7096774193548387,743,186,8,
WAUC,bandpower,random_forest,25,within,2,42,0.5806451612903225,0.7903225806451613,743,186,8,
WAUC,fbcsp,lda,25,within,3,42,0.5260597637248089,0.7634408602150538,743,186,8,
WAUC,fbcsp,svm,25,within,3,42,0.6553960166743863,0.8279569892473119,743,186,8,
WAUC,fbcsp,decision_tree,25,within,3,42,0.45110519615785205,0.7258064516129032,743,186,8,
WAUC,fbcsp,random_forest,25,within,3,42,0.6984715145900879,0.8494623655913979,743,186,8,
WAUC,bandpower,lda,25,within,3,42,0.5040575005796429,0.7526881720430108,743,186,8,
WAUC,bandpower,svm,25,within,3,42,0.6443388573415227,0.8225806451612904,743,186,8,
WAUC,bandpower,decision_tree,25,within,3,42,0.590687977762335,0.7956989247311828,743,186,8,
WAUC,bandpower,random_forest,25,within,3,42,0.7090045196430641,0.8548387096774194,743,186,8,
WAUC,fbcsp,lda,25,within,4,42,0.6757419957934097,0.8378378378378378,744,185,8,
WAUC,fbcsp,svm,25,within,4,42,0.7405329593267882,0.8702702702702703,744,185,8,
WAUC,fbcsp,decision_tree,25,within,4,42,0.6001518780302588,0.8,744,185,8,
WAUC,fbcsp,random_forest,25,within,4,42,0.7512714093645876,0.8756756756756757,744,185,8,
WAUC,bandpower,lda,25,within,4,42,0.5571837235098371,0.7783783783783784,744,185,8,
WAUC,bandpower,svm,25,within,4,42,0.7945525746683033,0.8972972972972973,744,185,8,
WAUC,bandpower,decision_tree,25,within,4,42,0.4810659186535764,0.7405405405405405,744,185,8,
WAUC,bandpower,random_forest,25,within,4,42,0.7405935966347277,0.8702702702702703,744,185,8,
WAUC,fbcsp,lda,27,within,0,42,0.5178807947019868,0.7582417582417582,725,182,8,
WAUC,fbcsp,svm,27,within,0,42,0.6708067044495358,0.8351648351648352,725,182,8,
WAUC,fbcsp,decision_tree,27,within,0,42,0.5060909419852853,0.7527472527472527,725,182,8,
WAUC,fbcsp,random_forest,27,within,0,42,0.6381491745993493,0.8186813186813187,725,182,8,
WAUC,bandpower,lda,27,within,0,42,0.4945054945054945,0.7472527472527473,725,182,8,
WAUC,bandpower,svm,27,within,0,42,0.7032250271771954,0.8516483516483516,725,182,8,
WAUC,bandpower,decision_tree,27,within,0,42,0.5373441471976759,0.7692307692307693,725,182,8,
WAUC,bandpower,random_forest,27,within,0,42,0.6594229144029942,0.8296703296703297,725,182,8,
WAUC,fbcsp,lda,27,within,1,42,0.6256503327283727,0.8131868131868132,725,182,8,
WAUC,fbcsp,svm,27,within,1,42,0.7799008344418914,0.8901098901098901,725,182,8,
WAUC,fbcsp,decision_tree,27,within,1,42,0.5153129161118508,0.7582417582417582,725,182,8,
WAUC,fbcsp,random_forest,27,within,1,42,0.724809483488569,0.8626373626373627,725,182,8,
WAUC,bandpower,lda,27,within,1,42,0.4611480362537764,0.7307692307692307,725,182,8,
WAUC,bandpower,svm,27,within,1,42,0.7365182772348896,0.8681318681318682,725,182,8,
WAUC,bandpower,decision_tree,27,within,1,42,0.4048685963424973,0.7032967032967034,725,182,8,
WAUC,bandpower,random_forest,27,within,1,42,0.6815494147459877,0.8406593406593407,725,182,8,
WAUC,fbcsp,lda,27,within,2,42,0.5574031055141215,0.7790055248618785,726,181,8,
WAUC,fbcsp,svm,27,within,2,42,0.7788637751985339,0.8895027624309392,726,181,8,
WAUC,fbcsp,decision_tree,27,within,2,42,0.5133219261794182,0.7569060773480663,726,181,8,
WAUC,fbcsp,random_forest,27,within,2,42,0.7675940079486395,0.8839779005524862,726,181,8,
WAUC,bandpower,lda,27,within,2,42,0.36918373586059305,0.6850828729281768,726,181,8,
WAUC,bandpower,svm,27,within,2,42,0.6576779940211092,0.8287292817679558,726,181,8,
WAUC,bandpower,decision_tree,27,within,2,42,0.457918220157692,0.7292817679558011,726,181,8,
WAUC,bandpower,random_forest,27,within,2,42,0.6795286647536479,0.8397790055248618,726,181,8,
WAUC,fbcsp,lda,27,within,3,42,0.5356139279169212,0.7679558011049724,726,181,8,
WAUC,fbcsp,svm,27,within,3,42,0.7237316075462482,0.861878453038674,726,181,8,
WAUC,fbcsp,decision_tree,27,within,3,42,0.47043764476411076,0.7348066298342542,726,181,8,
WAUC,fbcsp,random_forest,27,within,3,42,0.6689024390243903,0.8342541436464088,726,181,8,
WAUC,bandpower,lda,27,within,3,42,0.4589103776462693,0.7292817679558011,726,181,8,
WAUC,bandpower,svm,27,within,3,42,0.6469584298427404,0.8232044198895028,726,181,8,
WAUC,bandpower,decision_tree,27,within,3,42,0.5917210266414681,0.7955801104972375,726,181,8,
WAUC,bandpower,random_forest,27,within,3,42,0.6247560975609756,0.8121546961325967,726,181,8,
WAUC,fbcsp,lda,27,within,4,42,0.5804562644870075,0.7900552486187845,726,181,8,
WAUC,fbcsp,svm,27,within,4,42,0.6910886261123979,0.8453038674033149,726,181,8,
WAUC,fbcsp,decision_tree,27,within,4,42,0.5912725053402502,0.7955801104972375,726,181,8,
WAUC,fbcsp,random_forest,27,within,4,42,0.6576779940211092,0.8287292817679558,726,181,8,
WAUC,bandpower,lda,27,within,4,42,0.5036260588701322,0.7513812154696132,726,181,8,
WAUC,bandpower,svm,27,within,4,42,0.712943759912163,0.856353591160221,726,181,8,
WAUC,bandpower,decision_tree,27,within,4,42,0.42525647288715196,0.712707182320442,726,181,8,
WAUC,bandpower,random_forest,27,within,4,42,0.6689024390243903,0.8342541436464088,726,181,8,
WAUC,fbcsp,lda,29,within,0,42,0.5108695652173914,0.7554347826086957,734,184,8,
WAUC,fbcsp,svm,29,within,0,42,0.6847826086956521,0.842391304347826,734,184,8,
WAUC,fbcsp,decision_tree,29,within,0,42,0.4782608695652174,0.7391304347826086,734,184,8,
WAUC,fbcsp,random_forest,29,within,0,42,0.6195652173913043,0.8097826086956522,734,184,8,
WAUC,bandpower,lda,29,within,0,42,0.34782608695652173,0.6739130434782609,734,184,8,
WAUC,bandpower,svm,29,within,0,42,0.5652173913043479,0.782608695652174,734,184,8,
WAUC,bandpower,decision_tree,29,within,0,42,0.48913043478260865,0.7445652173913043,734,184,8,
WAUC,bandpower,random_forest,29,within,0,42,0.5978260869565217,0.7989130434782609,734,184,8,
WAUC,fbcsp,lda,29,within,1,42,0.5760869565217391,0.7880434782608695,734,184,8,
WAUC,fbcsp,svm,29,within,1,42,0.7608695652173914,0.8804347826086957,734,184,8,
WAUC,fbcsp,decision_tree,29,within,1,42,0.6086956521739131,0.8043478260869565,734,184,8,
WAUC,fbcsp,random_forest,29,within,1,42,0.7173913043478262,0.8586956521739131,734,184,8,
WAUC,bandpower,lda,29,within,1,42,0.3586956521739131,0.6793478260869565,734,184,8,
WAUC,bandpower,svm,29,within,1,42,0.6847826086956521,0.842391304347826,734,184,8,
WAUC,bandpower,decision_tree,29,within,1,42,0.48913043478260865,0.7445652173913043,734,184,8,
WAUC,bandpower,random_forest,29,within,1,42,0.6847826086956521,0.842391304347826,734,184,8,
WAUC,fbcsp,lda,29,within,2,42,0.5,0.75,734,184,8,
WAUC,fbcsp,svm,29,within,2,42,0.6847826086956521,0.842391304347826,734,184,8,
WAUC,fbcsp,decision_tree,29,within,2,42,0.5,0.75,734,184,8,
WAUC,fbcsp,random_forest,29,within,2,42,0.7065217391304348,0.8532608695652174,734,184,8,
WAUC,bandpower,lda,29,within,2,42,0.4782608695652174,0.7391304347826086,734,184,8,
WAUC,bandpower,svm,29,within,2,42,0.6521739130434783,0.8260869565217391,734,184,8,
WAUC,bandpower,decision_tree,29,within,2,42,0.4782608695652174,0.7391304347826086,734,184,8,
WAUC,bandpower,random_forest,29,within,2,42,0.6195652173913043,0.8097826086956522,734,184,8,
WAUC,fbcsp,lda,29,within,3,42,0.45353559483994266,0.726775956284153,735,183,8,
WAUC,fbcsp,svm,29,within,3,42,0.6613336517222852,0.8306010928961749,735,183,8,
WAUC,fbcsp,decision_tree,29,within,3,42,0.48672196693918957,0.7431693989071039,735,183,8,
WAUC,fbcsp,random_forest,29,within,3,42,0.6723952738990333,0.8360655737704918,735,183,8,
WAUC,bandpower,lda,29,within,3,42,0.42050546692955726,0.7103825136612022,735,183,8,
WAUC,bandpower,svm,29,within,3,42,0.6939433759407478,0.8469945355191257,735,183,8,
WAUC,bandpower,decision_tree,29,within,3,42,0.6174977605255301,0.8087431693989071,735,183,8,
WAUC,bandpower,random_forest,29,within,3,42,0.6721213569039657,0.8360655737704918,735,183,8,
WAUC,fbcsp,lda,29,within,4,42,0.6831074222248761,0.8415300546448088,735,183,8,
WAUC,fbcsp,svm,29,within,4,42,0.8142131979695432,0.907103825136612,735,183,8,
WAUC,fbcsp,decision_tree,29,within,4,42,0.5954472127621437,0.7978142076502732,735,183,8,
WAUC,fbcsp,random_forest,29,within,4,42,0.7158724471515585,0.8579234972677595,735,183,8,
WAUC,bandpower,lda,29,within,4,42,0.4536008599068434,0.726775956284153,735,183,8,
WAUC,bandpower,svm,29,within,4,42,0.6393981011524452,0.819672131147541,735,183,8,
WAUC,bandpower,decision_tree,29,within,4,42,0.5736813810405591,0.7868852459016393,735,183,8,
WAUC,bandpower,random_forest,29,within,4,42,0.661293211535017,0.8306010928961749,735,183,8,
WAUC,fbcsp,lda,30,within,0,42,0.5978260869565217,0.7989130434782609,732,184,8,
WAUC,fbcsp,svm,30,within,0,42,0.6413043478260869,0.8206521739130435,732,184,8,
WAUC,fbcsp,decision_tree,30,within,0,42,0.46739130434782605,0.7336956521739131,732,184,8,
WAUC,fbcsp,random_forest,30,within,0,42,0.5978260869565217,0.7989130434782609,732,184,8,
WAUC,bandpower,lda,30,within,0,42,0.4130434782608695,0.7065217391304348,732,184,8,
WAUC,bandpower,svm,30,within,0,42,0.5108695652173914,0.7554347826086957,732,184,8,
WAUC,bandpower,decision_tree,30,within,0,42,0.30434782608695654,0.6521739130434783,732,184,8,
WAUC,bandpower,random_forest,30,within,0,42,0.5760869565217391,0.7880434782608695,732,184,8,
WAUC,fbcsp,lda,30,within,1,42,0.5296192241018591,0.7650273224043715,733,183,8,
WAUC,fbcsp,svm,30,within,1,42,0.6937604590007171,0.8469945355191257,733,183,8,
WAUC,fbcsp,decision_tree,30,within,1,42,0.5735794945330704,0.7868852459016393,733,183,8,
WAUC,fbcsp,random_forest,30,within,1,42,0.6390101022177058,0.819672131147541,733,183,8,
WAUC,bandpower,lda,30,within,1,42,0.5409150639111218,0.7704918032786885,733,183,8,
WAUC,bandpower,svm,30,within,1,42,0.5189964157706093,0.7595628415300546,733,183,8,
WAUC,bandpower,decision_tree,30,within,1,42,0.3330345940132641,0.6666666666666666,733,183,8,
WAUC,bandpower,random_forest,30,within,1,42,0.48617002210406834,0.7431693989071039,733,183,8,
WAUC,fbcsp,lda,30,within,2,42,0.5627762513439255,0.7814207650273224,733,183,8,
WAUC,fbcsp,svm,30,within,2,42,0.6064986262095329,0.8032786885245902,733,183,8,
WAUC,fbcsp,decision_tree,30,within,2,42,0.4208514957902908,0.7103825136612022,733,183,8,
WAUC,fbcsp,random_forest,30,within,2,42,0.6063575525812619,0.8032786885245902,733,183,8,
WAUC,bandpower,lda,30,within,2,42,0.5189964157706093,0.7595628415300546,733,183,8,
WAUC,bandpower,svm,30,within,2,42,0.5519794590075835,0.7759562841530054,733,183,8,
WAUC,bandpower,decision_tree,30,within,2,42,0.3881060425125388,0.6939890710382514,733,183,8,
WAUC,bandpower,random_forest,30,within,2,42,0.5300686772170797,0.7650273224043715,733,183,8,
WAUC,fbcsp,lda,30,within,3,42,0.5739867486420343,0.7868852459016393,733,183,8,
WAUC,fbcsp,svm,30,within,3,42,0.639527248850952,0.819672131147541,733,183,8,
WAUC,fbcsp,decision_tree,30,within,3,42,0.5739867486420343,0.7868852459016393,733,183,8,
WAUC,fbcsp,random_forest,30,within,3,42,0.6394411606663084,0.819672131147541,733,183,8,
WAUC,bandpower,lda,30,within,3,42,0.541189111747851,0.7704918032786885,733,183,8,
