dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0286,0.4857,140,86,84,36.0,432.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5,0.75,140,84,84,36.0,442.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5714,0.7857,140,100,84,37.0,431.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1143,0.5571,140,76,84,33.0,441.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0714,0.5357,140,86,84,32.0,441.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.6571,0.8286,140,86,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.6429,0.8214,140,84,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.6286,0.8143,140,100,84,20.0,420.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.5571,0.7786,140,76,84,17.0,420.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.5857,0.7929,140,86,84,18.0,420.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.5857,0.7929,140,86,84,22.0,421.0
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.6429,0.8214,140,84,84,24.0,425.0
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0429,0.5214,140,100,84,29.0,451.0
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.4857,0.7429,140,76,84,24.0,423.0
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.5571,0.7786,140,86,84,22.0,422.0
BCI-IV-2b,4,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0286,0.4857,140,86,84,36.0,inf
BCI-IV-2b,4,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.5,0.75,140,84,84,36.0,inf
BCI-IV-2b,4,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.5714,0.7857,140,100,84,37.0,inf
BCI-IV-2b,4,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1143,0.5571,140,76,84,33.0,inf
BCI-IV-2b,4,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0714,0.5357,140,86,84,32.0,inf
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1154,0.4423,52,100,146,66.0,197.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2692,0.6346,52,100,146,79.0,200.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.3846,0.6923,52,74,146,71.0,195.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1154,0.5577,52,100,146,60.0,202.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0769,0.5385,52,68,146,61.0,202.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3462,0.6731,52,100,146,65.0,302.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.4231,0.7115,52,100,146,45.0,156.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3846,0.6923,52,74,146,53.0,302.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.4615,0.7308,52,100,146,49.0,156.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1154,0.5577,52,68,146,50.0,156.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.1923,0.4038,52,100,146,55.0,164.0
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.3846,0.6923,52,100,146,57.0,160.0
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.5385,0.7692,52,74,146,54.0,255.0
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.6154,0.8077,52,100,146,52.0,159.0
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1923,0.5962,52,68,146,53.0,199.0
BCI-IV-2b,5,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.1154,0.4423,52,100,146,66.0,inf
BCI-IV-2b,5,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.2692,0.6346,52,100,146,79.0,inf
BCI-IV-2b,5,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.3846,0.6923,52,74,146,71.0,inf
BCI-IV-2b,5,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1154,0.5577,52,100,146,60.0,inf
