dataset,subject,protocol,fold_name,seed,budget_frac,alpha,arm_pool,calibration_frac,include_recent_rewards,per_round_cap,policy,epsilon,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,budget_remaining
BCI-IV-2b,5,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0769,0.5385,52,68,146,61.0,inf
BCI-IV-2b,5,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.3,0.65,140,100,84,36.0,443.0
BCI-IV-2b,5,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.3,0.65,140,84,84,39.0,442.0
BCI-IV-2b,5,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1714,0.5857,140,46,84,40.0,436.0
BCI-IV-2b,5,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1429,0.5714,140,76,84,41.0,458.0
BCI-IV-2b,5,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0143,0.5071,140,70,84,36.0,442.0
BCI-IV-2b,5,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.4286,0.7143,140,100,84,35.0,504.0
BCI-IV-2b,5,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3571,0.6786,140,84,84,24.0,420.0
BCI-IV-2b,5,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3571,0.6786,140,46,84,43.0,420.0
BCI-IV-2b,5,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2,0.6,140,76,84,37.0,504.0
BCI-IV-2b,5,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3429,0.6714,140,70,84,28.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.2286,0.6143,140,100,84,28.0,434.0
BCI-IV-2b,5,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.3714,0.6857,140,84,84,29.0,426.0
BCI-IV-2b,5,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1429,0.5714,140,46,84,36.0,427.0
BCI-IV-2b,5,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.2857,0.6429,140,76,84,31.0,444.0
BCI-IV-2b,5,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.2857,0.6429,140,70,84,28.0,420.0
BCI-IV-2b,5,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.3,0.65,140,100,84,36.0,inf
BCI-IV-2b,5,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.3,0.65,140,84,84,39.0,inf
BCI-IV-2b,5,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1714,0.5857,140,46,84,40.0,inf
BCI-IV-2b,5,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1429,0.5714,140,76,84,41.0,inf
BCI-IV-2b,5,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0143,0.5071,140,70,84,36.0,inf
BCI-IV-2b,6,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.2917,0.3542,48,78,134,62.0,168.0
BCI-IV-2b,6,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0417,0.4792,48,92,134,53.0,178.0
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.5417,0.7708,48,80,134,60.0,192.0
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0417,0.4792,48,64,134,73.0,174.0
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,70,134,62.0,179.0
BCI-IV-2b,6,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.25,0.625,48,78,134,53.0,144.0
BCI-IV-2b,6,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.125,0.5625,48,92,134,63.0,278.0
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1667,0.5833,48,80,134,51.0,144.0
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.125,0.5625,48,64,134,45.0,144.0
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2083,0.6042,48,70,134,44.0,144.0
BCI-IV-2b,6,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.375,0.6875,48,78,134,52.0,150.0
BCI-IV-2b,6,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0417,0.5208,48,92,134,73.0,275.0
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.2083,0.6042,48,80,134,69.0,219.0
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.2083,0.6042,48,64,134,59.0,146.0
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0417,0.5208,48,70,134,50.0,155.0
BCI-IV-2b,6,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.2917,0.3542,48,78,134,62.0,inf
BCI-IV-2b,6,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0417,0.4792,48,92,134,53.0,inf
BCI-IV-2b,6,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.5417,0.7708,48,80,134,60.0,inf
BCI-IV-2b,6,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0417,0.4792,48,64,134,73.0,inf
BCI-IV-2b,6,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.125,0.5625,48,70,134,62.0,inf
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0333,0.4833,120,80,84,36.0,384.0
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0333,0.5167,120,72,84,39.0,396.0
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,120,78,84,37.0,382.0
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2167,0.6083,120,80,84,42.0,378.0
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0833,0.4583,120,72,84,37.0,391.0
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.05,0.525,120,80,84,46.0,444.0
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2833,0.6417,120,72,84,46.0,360.0
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.4,0.7,120,78,84,26.0,360.0
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1,0.55,120,80,84,47.0,360.0
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0833,0.4583,120,72,84,39.0,444.0
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0667,0.5333,120,80,84,47.0,439.0
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0,0.5,120,72,84,43.0,391.0
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.15,0.575,120,78,84,28.0,371.0
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0833,0.5417,120,80,84,50.0,370.0
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0333,0.5167,120,72,84,40.0,398.0
BCI-IV-2b,6,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0333,0.4833,120,80,84,36.0,inf
BCI-IV-2b,6,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0333,0.5167,120,72,84,39.0,inf
BCI-IV-2b,6,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0833,0.5417,120,78,84,37.0,inf
BCI-IV-2b,6,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.2167,0.6083,120,80,84,42.0,inf
BCI-IV-2b,6,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0833,0.4583,120,72,84,37.0,inf
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,48,88,134,54.0,186.0
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0833,0.4583,48,98,134,59.0,172.0
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,48,62,134,65.0,201.0
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1667,0.5833,48,52,134,63.0,182.0
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0,0.5,48,98,134,69.0,201.0
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.125,0.5625,48,88,134,68.0,144.0
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.3333,0.6667,48,98,134,65.0,144.0
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0417,0.4792,48,62,134,64.0,144.0
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2083,0.6042,48,52,134,57.0,144.0
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0417,0.5208,48,98,134,71.0,278.0
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1667,0.5833,48,88,134,69.0,220.0
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.4167,0.7083,48,98,134,63.0,232.0
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0,0.5,48,62,134,57.0,151.0
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1667,0.5833,48,52,134,57.0,211.0
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0417,0.5208,48,98,134,75.0,251.0
BCI-IV-2b,7,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0833,0.5417,48,88,134,54.0,inf
BCI-IV-2b,7,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0833,0.4583,48,98,134,59.0,inf
BCI-IV-2b,7,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0833,0.5417,48,62,134,65.0,inf
BCI-IV-2b,7,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1667,0.5833,48,52,134,63.0,inf
BCI-IV-2b,7,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0,0.5,48,98,134,69.0,inf
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1167,0.5583,120,100,84,48.0,379.0
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0167,0.4917,120,96,84,42.0,376.0
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2667,0.6333,120,47,84,35.0,373.0
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0333,0.5167,120,62,84,40.0,378.0
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2167,0.6083,120,40,84,38.0,381.0
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0333,0.4833,120,100,84,41.0,444.0
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1333,0.5667,120,96,84,39.0,360.0
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1667,0.5833,120,47,84,39.0,444.0
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0167,0.4917,120,62,84,46.0,360.0
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2333,0.6167,120,40,84,34.0,360.0
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.0167,0.4917,120,100,84,42.0,440.0
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1167,0.5583,120,96,84,40.0,391.0
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0833,0.5417,120,47,84,35.0,437.0
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1,0.55,120,62,84,48.0,391.0
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.0667,0.4667,120,40,84,46.0,361.0
BCI-IV-2b,7,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1167,0.5583,120,100,84,48.0,inf
BCI-IV-2b,7,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0167,0.4917,120,96,84,42.0,inf
BCI-IV-2b,7,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.2667,0.6333,120,47,84,35.0,inf
BCI-IV-2b,7,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0333,0.5167,120,62,84,40.0,inf
BCI-IV-2b,7,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.2167,0.6083,120,40,84,38.0,inf
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0357,0.4821,56,44,157,73.0,239.0
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0357,0.5179,56,56,157,71.0,212.0
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0714,0.4643,56,62,157,77.0,223.0
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0357,0.4821,56,82,157,71.0,215.0
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.3571,0.6786,56,48,157,74.0,202.0
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0714,0.4643,56,44,157,84.0,168.0
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0714,0.5357,56,56,157,74.0,168.0
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.25,0.625,56,62,157,85.0,168.0
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.1071,0.4464,56,82,157,77.0,325.0
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.1786,0.4107,56,48,157,78.0,325.0
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.0714,0.4643,56,44,157,81.0,245.0
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0357,0.5179,56,56,157,80.0,170.0
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.0714,0.4643,56,62,157,79.0,176.0
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1429,0.5714,56,82,157,58.0,169.0
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1071,0.5536,56,48,157,84.0,211.0
BCI-IV-2b,8,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0357,0.4821,56,44,157,73.0,inf
BCI-IV-2b,8,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0357,0.5179,56,56,157,71.0,inf
BCI-IV-2b,8,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0714,0.4643,56,62,157,77.0,inf
BCI-IV-2b,8,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0357,0.4821,56,82,157,71.0,inf
BCI-IV-2b,8,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.3571,0.6786,56,48,157,74.0,inf
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1333,0.5667,120,90,112,56.0,391.0
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0333,0.4833,120,78,112,47.0,387.0
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.05,0.525,120,68,112,57.0,392.0
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.0333,0.4833,120,54,112,52.0,373.0
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,-0.1833,0.4083,120,64,112,53.0,393.0
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0,0.5,120,90,112,51.0,360.0
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.2,0.6,120,78,112,59.0,360.0
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0333,0.4833,120,68,112,62.0,360.0
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0667,0.4667,120,54,112,57.0,360.0
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.15,0.425,120,64,112,48.0,360.0
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.05,0.525,120,90,112,52.0,405.0
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0167,0.5083,120,78,112,57.0,362.0
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0667,0.5333,120,68,112,61.0,363.0
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.1,0.45,120,54,112,60.0,360.0
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.1,0.45,120,64,112,57.0,362.0
BCI-IV-2b,8,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1333,0.5667,120,90,112,56.0,inf
BCI-IV-2b,8,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0333,0.4833,120,78,112,47.0,inf
BCI-IV-2b,8,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.05,0.525,120,68,112,57.0,inf
BCI-IV-2b,8,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.0333,0.4833,120,54,112,52.0,inf
BCI-IV-2b,8,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,-0.1833,0.4083,120,64,112,53.0,inf
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.4583,0.7292,48,62,134,68.0,184.0
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,80,134,66.0,204.0
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,48,74,134,67.0,185.0
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.125,0.5625,48,62,134,65.0,198.0
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0833,0.5417,48,94,134,60.0,194.0
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.25,0.375,48,62,134,70.0,278.0
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.125,0.5625,48,80,134,54.0,144.0
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0417,0.4792,48,74,134,61.0,278.0
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0833,0.5417,48,62,134,56.0,144.0
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,fixed,,0.25,0.625,48,94,134,69.0,278.0
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.125,0.5625,48,62,134,65.0,192.0
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.125,0.5625,48,80,134,61.0,153.0
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0417,0.5208,48,74,134,59.0,154.0
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,-0.2083,0.3958,48,62,134,68.0,155.0
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.125,0.5625,48,94,134,68.0,241.0
BCI-IV-2b,9,within,within_fold0,0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.4583,0.7292,48,62,134,68.0,inf
BCI-IV-2b,9,within,within_fold0,1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.125,0.5625,48,80,134,66.0,inf
BCI-IV-2b,9,within,within_fold0,2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0833,0.5417,48,74,134,67.0,inf
BCI-IV-2b,9,within,within_fold0,3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.125,0.5625,48,62,134,65.0,inf
BCI-IV-2b,9,within,within_fold0,42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0833,0.5417,48,94,134,60.0,inf
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1333,0.5667,120,52,84,46.0,373.0
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0167,0.5083,120,44,84,28.0,386.0
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,oplb,,0.1333,0.5667,120,96,84,37.0,386.0
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,oplb,,0.0,0.5,120,56,84,36.0,375.0
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,oplb,,0.2167,0.6083,120,52,84,38.0,371.0
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1,0.55,120,52,84,41.0,360.0
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0333,0.5167,120,44,84,36.0,360.0
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,fixed,,0.1,0.55,120,96,84,37.0,444.0
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,fixed,,0.0833,0.5417,120,56,84,37.0,360.0
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,fixed,,-0.0167,0.4917,120,52,84,38.0,360.0
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.25,0.625,120,52,84,35.0,363.0
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0833,0.5417,120,44,84,33.0,362.0
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.0833,0.5417,120,96,84,43.0,385.0
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.05,0.525,120,56,84,48.0,386.0
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,eps_greedy,0.1,0.1833,0.5917,120,52,84,39.0,360.0
BCI-IV-2b,9,official,official[0→1],0,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1333,0.5667,120,52,84,46.0,inf
BCI-IV-2b,9,official,official[0→1],1,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0167,0.5083,120,44,84,28.0,inf
BCI-IV-2b,9,official,official[0→1],2,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.1333,0.5667,120,96,84,37.0,inf
BCI-IV-2b,9,official,official[0→1],3,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.0,0.5,120,56,84,36.0,inf
BCI-IV-2b,9,official,official[0→1],42,1.0,1.0,pruned,0.3,True,inf,unconstrained,,0.2167,0.6083,120,52,84,38.0,inf
